시군구,번지,본번,부번,단지명,전월세구분,전용면적(㎡),계약년월,계약일,보증금(만원),월세(만원),층,건축년도,도로명,계약기간,계약구분,갱신요구권 사용,종전계약 보증금 (만원),종전계약 월세 (만원)
서울특별시 중구 신당동,844,844,0,남산타운,전세,84.88,202205,14,"54,600",0,17,2002,다산로 32,202207~202407,갱신,사용,"52,000",0
서울특별시 중구 신당동,844,844,0,남산타운,월세,59.94,202205,15,"5,000",116,9,2002,다산로 32,202206~202406,갱신,사용,"5,000",110
서울특별시 중구 신당동,844,844,0,남산타운,전세,84.88,202205,15,"56,700",0,2,2002,다산로 32,-,-,-,,
서울특별시 중구 신당동,844,844,0,남산타운,월세,59.94,202205,17,"10,000",128,11,2002,다산로 32,-,-,-,,
서울특별시 중구 신당동,844,844,0,남산타운,월세,84.88,202205,17,"50,000",110,18,2002,다산로 32,202207~202407,신규,-,0,0
서울특별시 중구 신당동,844,844,0,남산타운,월세,84.88,202205,17,"50,000",130,7,2002,다산로 32,202208~202408,신규,-,0,0
서울특별시 중구 신당동,844,844,0,남산타운,전세,59.94,202205,17,"45,150",0,18,2002,다산로 32,202207~202407,갱신,사용,"43,000",0
서울특별시 중구 신당동,844,844,0,남산타운,월세,59.94,202205,17,"10,000",119,11,2002,다산로 32,202206~202306,신규,-,0,0
서울특별시 중구 신당동,844,844,0,남산타운,전세,114.88,202205,18,"98,000",0,7,2002,다산로 32,202207~202407,신규,-,0,0
서울특별시 중구 신당동,844,844,0,남산타운,월세,84.88,202205,19,"7,500",167,7,2002,다산로 32,202207~202407,신규,-,0,0
서울특별시 중구 신당동,844,844,0,남산타운,전세,114.88,202205,19,"90,000",0,17,2002,다산로 32,202207~202407,신규,-,0,0
서울특별시 중구 신당동,844,844,0,남산타운,월세,84.88,202205,21,"5,000",158,5,2002,다산로 32,202206~202406,신규,-,0,0
서울특별시 중구 신당동,844,844,0,남산타운,월세,59.94,202205,21,"42,000",25,9,2002,다산로 32,202207~202407,갱신,-,"42,000",0
서울특별시 중구 신당동,844,844,0,남산타운,전세,59.94,202205,21,"57,000",0,16,2002,다산로 32,202207~202407,신규,-,0,0
서울특별시 중구 신당동,844,844,0,남산타운,월세,59.94,202205,21,"15,000",71,1,2002,다산로 32,202206~202406,갱신,사용,"15,000",65
서울특별시 중구 신당동,844,844,0,남산타운,전세,84.88,202205,25,"55,120",0,9,2002,다산로 32,202206~202406,갱신,-,"52,500",0
서울특별시 중구 신당동,844,844,0,남산타운,월세,114.88,202205,25,"23,000",130,15,2002,다산로 32,-,-,-,,
서울특별시 중구 신당동,844,844,0,남산타운,월세,84.88,202205,25,"5,000",200,18,2002,다산로 32,202205~202405,신규,-,0,0
서울특별시 중구 신당동,844,844,0,남산타운,전세,59.94,202205,26,"57,000",0,11,2002,다산로 32,-,-,-,,
서울특별시 중구 신당동,844,844,0,남산타운,전세,59.94,202205,26,"57,000",0,11,2002,다산로 32,202208~202408,신규,-,0,0
서울특별시 중구 신당동,844,844,0,남산타운,전세,59.94,202205,28,"44,100",0,11,2002,다산로 32,202207~202407,갱신,사용,"42,000",0
서울특별시 중구 신당동,844,844,0,남산타운,전세,84.88,202205,30,"80,000",0,16,2002,다산로 32,202205~202405,신규,-,0,0
서울특별시 중구 신당동,844,844,0,남산타운,전세,59.94,202205,30,"41,000",0,8,2002,다산로 32,202206~202406,갱신,-,"38,000",0
서울특별시 중구 신당동,844,844,0,남산타운,전세,84.88,202205,30,"57,750",0,13,2002,다산로 32,-,-,-,,
서울특별시 중구 신당동,844,844,0,남산타운,전세,84.88,202206,1,"55,120",0,5,2002,다산로 32,202207~202307,신규,-,0,0
서울특별시 중구 신당동,844,844,0,남산타운,전세,84.88,202206,1,"52,500",0,4,2002,다산로 32,202206~202406,갱신,사용,"50,000",0
서울특별시 중구 신당동,844,844,0,남산타운,월세,84.88,202206,2,"5,000",163,18,2002,다산로 32,202208~202408,갱신,사용,"5,000",155
서울특별시 중구 신당동,844,844,0,남산타운,월세,84.88,202206,3,"50,000",100,17,2002,다산로 32,202206~202406,신규,-,0,0
서울특별시 중구 신당동,844,844,0,남산타운,월세,59.94,202206,3,"10,000",150,6,2002,다산로 32,202207~202407,신규,-,0,0
서울특별시 중구 신당동,844,844,0,남산타운,전세,59.94,202206,4,"56,000",0,2,2002,다산로 32,202207~202407,신규,-,0,0
서울특별시 중구 신당동,844,844,0,남산타운,전세,59.94,202206,5,"47,000",0,14,2002,다산로 32,202207~202407,갱신,사용,"45,000",0
서울특별시 중구 신당동,844,844,0,남산타운,전세,114.88,202206,6,"68,250",0,4,2002,다산로 32,202207~202407,갱신,사용,"65,000",0
서울특별시 중구 신당동,844,844,0,남산타운,전세,84.88,202206,8,"59,000",0,2,2002,다산로 32,202208~202408,갱신,-,"55,000",0
서울특별시 중구 신당동,844,844,0,남산타운,월세,59.94,202206,8,"3,000",160,1,2002,다산로 32,202207~202407,신규,-,0,0
서울특별시 중구 신당동,844,844,0,남산타운,월세,59.94,202206,10,"3,000",137,4,2002,다산로 32,202206~202406,갱신,사용,"3,000",130
서울특별시 중구 신당동,844,844,0,남산타운,월세,59.94,202206,10,"5,000",170,8,2002,다산로 32,202206~202406,신규,-,0,0
서울특별시 중구 신당동,844,844,0,남산타운,월세,84.88,202206,11,"5,000",158,9,2002,다산로 32,202208~202408,갱신,사용,"5,000",150
서울특별시 중구 신당동,844,844,0,남산타운,전세,59.94,202206,11,"47,250",0,5,2002,다산로 32,202207~202407,갱신,사용,"45,000",0
서울특별시 중구 신당동,844,844,0,남산타운,전세,59.94,202206,11,"49,350",0,18,2002,다산로 32,-,-,-,,
서울특별시 중구 신당동,844,844,0,남산타운,월세,84.88,202206,11,"35,000",130,15,2002,다산로 32,202207~202407,신규,-,0,0
서울특별시 중구 신당동,844,844,0,남산타운,전세,59.94,202206,13,"60,000",0,9,2002,다산로 32,202207~202407,신규,-,0,0
서울특별시 중구 신당동,844,844,0,남산타운,전세,84.88,202206,13,"57,750",0,2,2002,다산로 32,202208~202408,갱신,사용,"55,000",0
서울특별시 중구 신당동,844,844,0,남산타운,전세,84.88,202206,15,"53,550",0,2,2002,다산로 32,202207~202407,갱신,사용,"51,000",0
서울특별시 중구 신당동,844,844,0,남산타운,전세,114.88,202206,17,"81,900",0,8,2002,다산로 32,202208~202408,갱신,사용,"78,000",0
서울특별시 중구 신당동,844,844,0,남산타운,전세,59.94,202206,18,"62,000",0,8,2002,다산로 32,202209~202409,신규,-,0,0
서울특별시 중구 신당동,844,844,0,남산타운,전세,59.94,202206,18,"62,000",0,14,2002,다산로 32,-,-,-,,
서울특별시 중구 신당동,844,844,0,남산타운,전세,59.94,202206,18,"44,000",0,1,2002,다산로 32,-,-,-,,
서울특별시 중구 신당동,844,844,0,남산타운,월세,59.94,202206,18,"3,150",137,11,2002,다산로 32,202208~202408,갱신,사용,"3,000",130
서울특별시 중구 신당동,844,844,0,남산타운,월세,114.88,202206,18,"47,320",70,9,2002,다산로 32,202207~202407,갱신,-,"44,000",70
서울특별시 중구 신당동,844,844,0,남산타운,전세,59.94,202206,18,"62,000",0,14,2002,다산로 32,202207~202407,신규,-,0,0
서울특별시 중구 신당동,844,844,0,남산타운,월세,59.94,202206,21,"46,000",20,7,2002,다산로 32,202209~202409,갱신,-,"46,000",0
서울특별시 중구 신당동,844,844,0,남산타운,전세,84.88,202206,23,"55,125",0,11,2002,다산로 32,-,-,-,,
서울특별시 중구 신당동,844,844,0,남산타운,전세,59.94,202206,24,"47,250",0,12,2002,다산로 32,202207~202407,갱신,사용,"45,000",0
서울특별시 중구 신당동,844,844,0,남산타운,전세,59.94,202206,24,"47,250",0,12,2002,다산로 32,202207~202407,갱신,사용,"45,000",0
서울특별시 중구 신당동,844,844,0,남산타운,월세,84.88,202206,24,"5,000",158,12,2002,다산로 32,202207~202407,갱신,사용,"5,000",150
서울특별시 중구 신당동,844,844,0,남산타운,전세,114.88,202206,25,"75,600",0,5,2002,다산로 32,-,-,-,,
서울특별시 중구 신당동,844,844,0,남산타운,전세,84.88,202206,25,"63,000",0,6,2002,다산로 32,202208~202408,갱신,사용,"60,000",0
서울특별시 중구 신당동,844,844,0,남산타운,전세,84.88,202206,25,"68,000",0,3,2002,다산로 32,202208~202408,신규,-,0,0
서울특별시 중구 신당동,844,844,0,남산타운,월세,84.88,202206,29,"5,000",170,15,2002,다산로 32,202208~202407,갱신,-,"5,000",160
서울특별시 중구 신당동,844,844,0,남산타운,전세,59.94,202206,29,"44,000",0,9,2002,다산로 32,202207~202407,갱신,사용,"42,000",25
서울특별시 중구 신당동,844,844,0,남산타운,전세,114.88,202206,29,"80,000",0,12,2002,다산로 32,202209~202409,신규,-,0,0
서울특별시 중구 신당동,844,844,0,남산타운,전세,59.94,202206,30,"40,000",0,16,2002,다산로 32,202207~202407,갱신,사용,"40,000",0
서울특별시 중구 신당동,844,844,0,남산타운,전세,59.94,202207,1,"43,990",0,13,2002,다산로 32,202207~202406,갱신,-,"41,895",0
서울특별시 중구 신당동,844,844,0,남산타운,전세,114.88,202207,2,"78,750",0,2,2002,다산로 32,202209~202409,갱신,사용,"75,000",0
서울특별시 중구 신당동,844,844,0,남산타운,전세,114.88,202207,2,"75,000",0,16,2002,다산로 32,202209~202409,신규,-,0,0
서울특별시 중구 신당동,844,844,0,남산타운,전세,59.94,202207,2,"48,300",0,11,2002,다산로 32,202207~202407,갱신,사용,"46,000",0
서울특별시 중구 신당동,844,844,0,남산타운,전세,114.88,202207,4,"68,000",0,4,2002,다산로 32,202207~202407,갱신,사용,"65,000",0
서울특별시 중구 신당동,844,844,0,남산타운,전세,59.94,202207,4,"47,250",0,8,2002,다산로 32,202210~202410,갱신,사용,"45,000",0
서울특별시 중구 신당동,844,844,0,남산타운,월세,59.94,202207,4,"5,000",170,17,2002,다산로 32,202207~202407,신규,-,0,0
서울특별시 중구 신당동,844,844,0,남산타운,월세,84.88,202207,4,"10,000",230,15,2002,다산로 32,202208~202407,신규,-,0,0
서울특별시 중구 신당동,844,844,0,남산타운,전세,59.94,202207,5,"60,000",0,11,2002,다산로 32,202207~202407,신규,-,0,0
서울특별시 중구 신당동,844,844,0,남산타운,전세,59.94,202207,5,"60,000",0,15,2002,다산로 32,202208~202408,신규,-,0,0
서울특별시 중구 신당동,844,844,0,남산타운,월세,59.94,202207,7,"6,000",116,7,2002,다산로 32,202207~202407,갱신,사용,"6,000",110
서울특별시 중구 신당동,844,844,0,남산타운,월세,84.88,202207,7,"5,000",210,4,2002,다산로 32,202207~202407,신규,-,0,0
서울특별시 중구 신당동,844,844,0,남산타운,전세,84.88,202207,8,"60,000",0,8,2002,다산로 32,202207~202407,갱신,-,"54,000",0
서울특별시 중구 신당동,844,844,0,남산타운,월세,84.88,202207,9,"4,000",147,16,2002,다산로 32,202207~202407,갱신,사용,"4,000",140
서울특별시 중구 신당동,844,844,0,남산타운,월세,84.88,202207,9,"54,000",100,12,2002,다산로 32,202209~202409,신규,-,0,0
서울특별시 중구 신당동,844,844,0,남산타운,월세,84.88,202207,12,"5,000",168,3,2002,다산로 32,202209~202309,-,-,,
서울특별시 중구 신당동,844,844,0,남산타운,월세,84.88,202207,12,"7,800",160,11,2002,다산로 32,202209~202409,갱신,사용,"7,800",160
서울특별시 중구 신당동,844,844,0,남산타운,월세,59.94,202207,12,"40,000",70,3,2002,다산로 32,202209~202409,신규,-,0,0
서울특별시 중구 신당동,844,844,0,남산타운,월세,84.88,202207,12,"7,800",160,11,2002,다산로 32,-,-,-,,
서울특별시 중구 신당동,844,844,0,남산타운,전세,59.94,202207,12,"45,150",0,18,2002,다산로 32,202209~202409,갱신,사용,"43,000",0
서울특별시 중구 신당동,844,844,0,남산타운,전세,59.94,202207,14,"61,000",0,16,2002,다산로 32,202209~202410,신규,-,0,0
서울특별시 중구 신당동,844,844,0,남산타운,전세,84.88,202207,15,"52,500",0,4,2002,다산로 32,202207~202407,갱신,사용,"50,000",0
서울특별시 중구 신당동,844,844,0,남산타운,전세,114.88,202207,16,"95,000",0,14,2002,다산로 32,202208~202408,신규,-,0,0
서울특별시 중구 신당동,844,844,0,남산타운,전세,84.88,202207,16,"53,550",0,8,2002,다산로 32,202208~202408,갱신,사용,"51,000",0
서울특별시 중구 신당동,844,844,0,남산타운,전세,84.88,202207,18,"61,500",0,13,2002,다산로 32,202209~202409,갱신,사용,"59,000",0
서울특별시 중구 신당동,844,844,0,남산타운,월세,114.88,202207,19,"20,000",280,5,2002,다산로 32,202209~202408,신규,-,0,0
서울특별시 중구 신당동,844,844,0,남산타운,월세,84.88,202207,19,"5,000",158,11,2002,다산로 32,202209~202409,갱신,사용,"5,000",150
서울특별시 중구 신당동,844,844,0,남산타운,월세,114.88,202207,20,"50,000",130,9,2002,다산로 32,202209~202409,신규,-,0,0
서울특별시 중구 신당동,844,844,0,남산타운,전세,59.94,202207,23,"46,200",0,18,2002,다산로 32,202209~202409,갱신,사용,"44,000",0
서울특별시 중구 신당동,844,844,0,남산타운,월세,84.88,202207,23,"10,000",200,2,2002,다산로 32,-,-,-,,
서울특별시 중구 신당동,844,844,0,남산타운,월세,84.88,202207,23,"10,000",200,2,2002,다산로 32,202210~202410,신규,-,0,0
서울특별시 중구 신당동,844,844,0,남산타운,월세,114.88,202207,25,"3,000",221,14,2002,다산로 32,202210~202410,갱신,사용,"3,000",210
서울특별시 중구 신당동,844,844,0,남산타운,전세,59.94,202207,26,"44,500",0,1,2002,다산로 32,202208~202408,갱신,사용,"42,500",0
서울특별시 중구 신당동,844,844,0,남산타운,전세,84.88,202207,29,"70,000",0,16,2002,다산로 32,202210~202410,신규,-,0,0
서울특별시 중구 신당동,844,844,0,남산타운,월세,84.88,202207,29,"30,000",150,11,2002,다산로 32,202209~202409,신규,-,0,0
서울특별시 중구 신당동,844,844,0,남산타운,전세,114.88,202207,29,"59,850",0,13,2002,다산로 32,202209~202409,갱신,사용,"57,000",0
서울특별시 중구 신당동,844,844,0,남산타운,전세,59.94,202208,1,"48,300",0,17,2002,다산로 32,202209~202409,갱신,사용,"46,000",0
서울특별시 중구 신당동,844,844,0,남산타운,전세,59.94,202208,4,"46,000",0,7,2002,다산로 32,202210~202410,갱신,사용,"44,000",0
서울특별시 중구 신당동,844,844,0,남산타운,전세,59.94,202208,4,"60,000",0,8,2002,다산로 32,202208~202408,신규,-,0,0
서울특별시 중구 신당동,844,844,0,남산타운,월세,84.88,202208,5,"20,000",140,7,2002,다산로 32,202208~202408,갱신,사용,"50,000",25
서울특별시 중구 신당동,844,844,0,남산타운,전세,59.94,202208,5,"45,000",0,8,2002,다산로 32,202209~202309,갱신,-,"45,000",0
서울특별시 중구 신당동,844,844,0,남산타운,전세,84.88,202208,5,"70,000",0,13,2002,다산로 32,202209~202409,신규,-,0,0
서울특별시 중구 신당동,844,844,0,남산타운,전세,84.88,202208,5,"70,500",0,3,2002,다산로 32,202210~202410,신규,-,0,0
서울특별시 중구 신당동,844,844,0,남산타운,전세,114.88,202208,6,"73,500",0,5,2002,다산로 32,202209~202409,갱신,-,"10,000",0
서울특별시 중구 신당동,844,844,0,남산타운,전세,59.94,202208,8,"44,000",0,13,2002,다산로 32,202209~202409,신규,-,0,0
서울특별시 중구 신당동,844,844,0,남산타운,전세,59.94,202208,8,"55,000",0,12,2002,다산로 32,202208~202408,신규,-,0,0
서울특별시 중구 신당동,844,844,0,남산타운,전세,114.88,202208,11,"84,000",0,5,2002,다산로 32,202209~202409,갱신,사용,"80,000",0
서울특별시 중구 신당동,844,844,0,남산타운,전세,114.88,202208,12,"90,000",0,4,2002,다산로 32,202209~202409,신규,-,0,0
서울특별시 중구 신당동,844,844,0,남산타운,월세,84.88,202208,12,"3,000",170,18,2002,다산로 32,202209~202409,갱신,-,"3,000",170
서울특별시 중구 신당동,844,844,0,남산타운,월세,114.88,202208,12,"50,000",61,17,2002,다산로 32,202208~202408,갱신,사용,"50,000",50
서울특별시 중구 신당동,844,844,0,남산타운,전세,59.94,202208,13,"54,000",0,7,2002,다산로 32,202209~202409,신규,-,0,0
서울특별시 중구 신당동,844,844,0,남산타운,전세,84.88,202208,13,"69,000",0,7,2002,다산로 32,202210~202410,갱신,-,"54,500",0
서울특별시 중구 신당동,844,844,0,남산타운,전세,59.94,202208,13,"47,250",0,6,2002,다산로 32,202210~202410,갱신,사용,"45,000",0
서울특별시 중구 신당동,844,844,0,남산타운,전세,114.88,202208,16,"78,750",0,6,2002,다산로 32,-,갱신,사용,"75,000",0
서울특별시 중구 신당동,844,844,0,남산타운,전세,84.88,202208,16,"57,750",0,14,2002,다산로 32,202210~202410,갱신,사용,"55,000",0
서울특별시 중구 신당동,844,844,0,남산타운,전세,84.88,202208,16,"78,000",0,10,2002,다산로 32,202211~202411,신규,-,0,0
서울특별시 중구 신당동,844,844,0,남산타운,월세,84.88,202208,16,"60,000",90,16,2002,다산로 32,202211~202411,신규,-,0,0
서울특별시 중구 신당동,844,844,0,남산타운,월세,59.94,202208,17,"3,000",160,5,2002,다산로 32,202210~202410,신규,-,0,0
서울특별시 중구 신당동,844,844,0,남산타운,전세,59.94,202208,19,"50,400",0,10,2002,다산로 32,202209~202409,갱신,사용,"48,000",0
서울특별시 중구 신당동,844,844,0,남산타운,전세,84.88,202208,20,"52,500",0,2,2002,다산로 32,202209~202409,갱신,사용,"50,000",0
서울특별시 중구 신당동,844,844,0,남산타운,전세,84.88,202208,20,"55,650",0,4,2002,다산로 32,-,-,-,,
서울특별시 중구 신당동,844,844,0,남산타운,전세,59.94,202208,20,"47,250",0,5,2002,다산로 32,202209~202401,갱신,사용,"45,000",0
서울특별시 중구 신당동,844,844,0,남산타운,월세,84.88,202208,22,"5,000",195,12,2002,다산로 32,202208~202502,신규,-,0,0
서울특별시 중구 신당동,844,844,0,남산타운,전세,114.88,202208,23,"62,790",0,17,2002,다산로 32,-,-,-,,
서울특별시 중구 신당동,844,844,0,남산타운,전세,59.94,202208,24,"47,250",0,6,2002,다산로 32,202208~202408,갱신,사용,"45,000",0
서울특별시 중구 신당동,844,844,0,남산타운,전세,114.88,202208,25,"90,000",0,6,2002,다산로 32,202210~202410,신규,-,0,0
서울특별시 중구 신당동,844,844,0,남산타운,월세,114.88,202208,25,"5,250",242,17,2002,다산로 32,202209~202409,갱신,사용,"5,000",230
서울특별시 중구 신당동,844,844,0,남산타운,월세,59.94,202208,26,"5,000",170,5,2002,다산로 32,202210~202410,신규,-,0,0
서울특별시 중구 신당동,844,844,0,남산타운,전세,59.94,202208,26,"46,000",0,15,2002,다산로 32,202209~202409,갱신,사용,"44,000",0
서울특별시 중구 신당동,844,844,0,남산타운,전세,84.88,202208,27,"73,500",0,3,2002,다산로 32,202210~202410,갱신,-,"54,500",0
서울특별시 중구 신당동,844,844,0,남산타운,전세,84.88,202208,27,"57,750",0,5,2002,다산로 32,202208~202408,갱신,사용,"55,000",0
서울특별시 중구 신당동,844,844,0,남산타운,월세,59.94,202208,29,"30,000",110,9,2002,다산로 32,202210~202410,신규,-,0,0
서울특별시 중구 신당동,844,844,0,남산타운,월세,84.88,202208,30,"5,000",140,18,2002,다산로 32,202208~202408,갱신,사용,"5,000",140
서울특별시 중구 신당동,844,844,0,남산타운,월세,59.94,202208,31,"10,000",175,7,2002,다산로 32,202210~202410,신규,-,0,0
서울특별시 중구 신당동,844,844,0,남산타운,월세,114.88,202209,2,"50,000",175,15,2002,다산로 32,202210~202410,-,-,,
서울특별시 중구 신당동,844,844,0,남산타운,전세,59.94,202209,3,"47,250",0,14,2002,다산로 32,202209~202409,갱신,사용,"45,000",0
서울특별시 중구 신당동,844,844,0,남산타운,전세,114.88,202209,3,"78,750",0,2,2002,다산로 32,202209~202409,갱신,사용,"75,000",0
서울특별시 중구 신당동,844,844,0,남산타운,월세,114.88,202209,3,"50,000",150,3,2002,다산로 32,-,-,-,,
서울특별시 중구 신당동,844,844,0,남산타운,전세,59.94,202209,3,"47,250",0,8,2002,다산로 32,202210~202410,갱신,사용,"45,000",0
서울특별시 중구 신당동,844,844,0,남산타운,월세,59.94,202209,3,"3,000",160,5,2002,다산로 32,202210~202410,신규,-,0,0
서울특별시 중구 신당동,844,844,0,남산타운,전세,59.94,202209,4,"50,000",0,3,2002,다산로 32,-,-,-,,
서울특별시 중구 신당동,844,844,0,남산타운,월세,59.94,202209,5,"30,000",100,11,2002,다산로 32,-,-,-,,
서울특별시 중구 신당동,844,844,0,남산타운,전세,59.94,202209,6,"50,000",0,11,2002,다산로 32,202210~202409,신규,-,0,0
서울특별시 중구 신당동,844,844,0,남산타운,월세,84.88,202209,10,"7,000",166,13,2002,다산로 32,-,-,-,,
서울특별시 중구 신당동,844,844,0,남산타운,월세,84.88,202209,13,"5,000",140,1,2002,다산로 32,-,-,-,,
서울특별시 중구 신당동,844,844,0,남산타운,월세,84.88,202209,14,"30,000",135,10,2002,다산로 32,202211~202411,갱신,사용,"30,000",125
서울특별시 중구 신당동,844,844,0,남산타운,월세,84.88,202209,15,"10,000",235,13,2002,다산로 32,-,-,-,,
서울특별시 중구 신당동,844,844,0,남산타운,전세,59.94,202209,15,"55,000",0,6,2002,다산로 32,202211~202410,신규,-,0,0
서울특별시 중구 신당동,844,844,0,남산타운,전세,59.94,202209,15,"55,000",0,6,2002,다산로 32,-,-,-,,
서울특별시 중구 신당동,844,844,0,남산타운,월세,59.94,202209,15,"10,000",107,15,2002,다산로 32,-,갱신,사용,"10,000",100
서울특별시 중구 신당동,844,844,0,남산타운,전세,114.88,202209,15,"70,000",0,8,2002,다산로 32,202210~202410,신규,-,0,0
서울특별시 중구 신당동,844,844,0,남산타운,월세,114.88,202209,16,"50,000",170,6,2002,다산로 32,202210~202410,신규,-,0,0
서울특별시 중구 신당동,844,844,0,남산타운,전세,84.88,202209,17,"71,000",0,1,2002,다산로 32,202210~202410,갱신,-,"52,000",0
서울특별시 중구 신당동,844,844,0,남산타운,전세,84.88,202209,19,"80,000",0,5,2002,다산로 32,202210~202410,신규,-,0,0
서울특별시 중구 신당동,844,844,0,남산타운,전세,114.88,202209,19,"80,000",0,3,2002,다산로 32,202210~202410,신규,-,0,0
서울특별시 중구 신당동,844,844,0,남산타운,월세,84.88,202209,19,"10,000",210,13,2002,다산로 32,202210~202410,신규,-,0,0
서울특별시 중구 신당동,844,844,0,남산타운,월세,84.88,202209,19,"10,000",210,13,2002,다산로 32,-,-,-,,
서울특별시 중구 신당동,844,844,0,남산타운,월세,59.94,202209,21,"3,000",137,15,2002,다산로 32,202210~202410,갱신,사용,"3,000",130
서울특별시 중구 신당동,844,844,0,남산타운,월세,84.88,202209,21,"5,000",190,2,2002,다산로 32,202211~202411,신규,-,0,0
서울특별시 중구 신당동,844,844,0,남산타운,전세,114.88,202209,22,"76,650",0,1,2002,다산로 32,202209~202409,갱신,사용,"73,000",0
서울특별시 중구 신당동,844,844,0,남산타운,전세,59.94,202209,22,"49,350",0,13,2002,다산로 32,-,-,-,,
서울특별시 중구 신당동,844,844,0,남산타운,전세,114.88,202209,23,"83,000",0,18,2002,다산로 32,202211~202411,신규,-,0,0
서울특별시 중구 신당동,844,844,0,남산타운,월세,114.88,202209,24,"4,000",330,2,2002,다산로 32,202210~202307,갱신,사용,"1,800",330
서울특별시 중구 신당동,844,844,0,남산타운,월세,59.94,202209,25,"33,000",37,9,2002,다산로 32,202209~202409,갱신,사용,"33,000",30
서울특별시 중구 신당동,844,844,0,남산타운,전세,84.88,202209,26,"80,000",0,16,2002,다산로 32,202210~202410,신규,-,0,0
서울특별시 중구 신당동,844,844,0,남산타운,전세,84.88,202209,26,"57,700",0,11,2002,다산로 32,202212~202412,갱신,사용,"55,000",0
서울특별시 중구 신당동,844,844,0,남산타운,전세,59.94,202209,26,"49,350",0,1,2002,다산로 32,202211~202411,갱신,사용,"47,000",0
서울특별시 중구 신당동,844,844,0,남산타운,전세,59.94,202209,27,"55,000",0,10,2002,다산로 32,202210~202410,신규,-,0,0
서울특별시 중구 신당동,844,844,0,남산타운,월세,84.88,202209,27,"10,000",191,12,2002,다산로 32,202211~202411,갱신,사용,"10,000",180
서울특별시 중구 신당동,844,844,0,남산타운,월세,84.88,202209,29,"51,450",60,8,2002,다산로 32,202211~202405,-,-,,
서울특별시 중구 신당동,844,844,0,남산타운,월세,59.94,202209,29,"10,000",180,6,2002,다산로 32,202210~202410,신규,-,0,0
서울특별시 중구 신당동,844,844,0,남산타운,전세,84.88,202209,30,"85,000",0,16,2002,다산로 32,202210~202410,갱신,-,"70,000",0
서울특별시 중구 신당동,844,844,0,남산타운,월세,84.88,202210,1,"30,000",160,17,2002,다산로 32,-,-,-,,
서울특별시 중구 신당동,844,844,0,남산타운,전세,114.88,202210,1,"80,000",0,1,2002,다산로 32,202210~202410,갱신,사용,"78,000",0
서울특별시 중구 신당동,844,844,0,남산타운,전세,59.94,202210,1,"54,000",0,4,2002,다산로 32,202210~202410,신규,-,0,0
서울특별시 중구 신당동,844,844,0,남산타운,전세,59.94,202210,1,"59,000",0,2,2002,다산로 32,202211~202411,신규,-,0,0
서울특별시 중구 신당동,844,844,0,남산타운,전세,84.88,202210,4,"60,900",0,4,2002,다산로 32,202210~202410,갱신,사용,"58,000",0
서울특별시 중구 신당동,844,844,0,남산타운,월세,84.88,202210,4,"56,700",42,14,2002,다산로 32,202211~202411,갱신,사용,"54,000",40
서울특별시 중구 신당동,844,844,0,남산타운,월세,59.94,202210,5,"10,000",160,12,2002,다산로 32,-,-,-,,
서울특별시 중구 신당동,844,844,0,남산타운,전세,59.94,202210,6,"45,150",0,6,2002,다산로 32,202210~202410,갱신,사용,"43,000",0
서울특별시 중구 신당동,844,844,0,남산타운,전세,59.94,202210,6,"43,050",0,4,2002,다산로 32,-,-,-,,
서울특별시 중구 신당동,844,844,0,남산타운,전세,59.94,202210,7,"49,350",0,4,2002,다산로 32,202211~202411,갱신,사용,"47,000",0
서울특별시 중구 신당동,844,844,0,남산타운,월세,84.88,202210,8,"5,000",210,18,2002,다산로 32,-,-,-,,
서울특별시 중구 신당동,844,844,0,남산타운,월세,59.94,202210,8,"15,000",90,11,2002,다산로 32,202211~202411,갱신,-,"15,000",80
서울특별시 중구 신당동,844,844,0,남산타운,전세,59.94,202210,8,"52,000",0,2,2002,다산로 32,-,-,-,,
서울특별시 중구 신당동,844,844,0,남산타운,월세,59.94,202210,10,"25,000",92,3,2002,다산로 32,202210~202410,갱신,-,"30,000",0
서울특별시 중구 신당동,844,844,0,남산타운,월세,59.94,202210,13,"3,000",170,4,2002,다산로 32,-,-,-,,
서울특별시 중구 신당동,844,844,0,남산타운,전세,114.88,202210,14,"74,000",0,2,2002,다산로 32,202210~202410,갱신,-,"59,000",0
서울특별시 중구 신당동,844,844,0,남산타운,전세,59.94,202210,14,"48,500",0,5,2002,다산로 32,202212~202412,갱신,사용,"47,000",0
서울특별시 중구 신당동,844,844,0,남산타운,전세,114.88,202210,14,"94,000",0,5,2002,다산로 32,-,-,-,,
서울특별시 중구 신당동,844,844,0,남산타운,월세,59.94,202210,14,"3,000",135,3,2002,다산로 32,-,-,-,,
서울특별시 중구 신당동,844,844,0,남산타운,전세,84.88,202210,15,"52,500",0,8,2002,다산로 32,202212~202412,갱신,-,"50,000",0
서울특별시 중구 신당동,844,844,0,남산타운,전세,59.94,202210,15,"47,770",0,15,2002,다산로 32,-,-,-,,
서울특별시 중구 신당동,844,844,0,남산타운,전세,114.88,202210,15,"80,000",0,14,2002,다산로 32,-,-,-,,
서울특별시 중구 신당동,844,844,0,남산타운,월세,84.88,202210,17,"20,000",190,17,2002,다산로 32,-,-,-,,
서울특별시 중구 신당동,844,844,0,남산타운,전세,59.94,202210,18,"48,300",0,1,2002,다산로 32,-,-,-,,
