시군구,번지,본번,부번,단지명,전월세구분,전용면적(㎡),계약년월,계약일,보증금(만원),월세(만원),층,건축년도,도로명,계약기간,계약구분,갱신요구권 사용,종전계약 보증금 (만원),종전계약 월세 (만원)
서울특별시 중구 신당동,852,852,0,청구e편한세상,월세,84.96,202204,20,"30,000",175,14,2011,청구로 64,202206~202406,신규,-,0,0
서울특별시 중구 신당동,852,852,0,청구e편한세상,전세,84.95,202204,21,"84,000",0,9,2011,청구로 64,202204~202404,갱신,-,"69,000",0
서울특별시 중구 신당동,852,852,0,청구e편한세상,전세,84.95,202204,22,"71,400",0,10,2011,청구로 64,202206~202406,갱신,사용,"68,000",0
서울특별시 중구 신당동,852,852,0,청구e편한세상,전세,84.95,202204,23,"95,000",0,10,2011,청구로 64,202206~202406,신규,-,0,0
서울특별시 중구 신당동,852,852,0,청구e편한세상,월세,118.47,202204,23,"70,000",150,5,2011,청구로 64,202206~202406,신규,-,0,0
서울특별시 중구 신당동,852,852,0,청구e편한세상,전세,84.95,202204,29,"95,000",0,13,2011,청구로 64,202208~202408,신규,-,0,0
서울특별시 중구 신당동,852,852,0,청구e편한세상,전세,84.95,202204,29,"95,000",0,13,2011,청구로 64,202207~202407,신규,-,0,0
서울특별시 중구 신당동,852,852,0,청구e편한세상,월세,147.89,202204,30,"60,000",134,7,2011,청구로 64,202205~202405,갱신,사용,"60,000",120
서울특별시 중구 신당동,852,852,0,청구e편한세상,월세,84.95,202205,2,"70,000",80,3,2011,청구로 64,202206~202406,신규,-,0,0
서울특별시 중구 신당동,852,852,0,청구e편한세상,전세,84.95,202205,11,"73,500",0,3,2011,청구로 64,-,-,-,,
서울특별시 중구 신당동,852,852,0,청구e편한세상,전세,84.95,202205,11,"73,500",0,3,2011,청구로 64,202205~202405,갱신,사용,"70,000",0
서울특별시 중구 신당동,852,852,0,청구e편한세상,월세,84.96,202205,12,"10,000",255,2,2011,청구로 64,202208~202408,신규,-,0,0
서울특별시 중구 신당동,852,852,0,청구e편한세상,전세,84.95,202205,12,"63,000",0,12,2011,청구로 64,202205~202405,갱신,사용,"63,000",0
서울특별시 중구 신당동,852,852,0,청구e편한세상,월세,84.95,202205,28,"40,000",74,5,2011,청구로 64,-,-,-,,
서울특별시 중구 신당동,852,852,0,청구e편한세상,월세,84.96,202206,7,"51,000",39,15,2011,청구로 64,-,-,-,,
서울특별시 중구 신당동,852,852,0,청구e편한세상,전세,84.95,202206,18,"71,400",0,3,2011,청구로 64,202206~202406,갱신,사용,"68,000",0
서울특별시 중구 신당동,852,852,0,청구e편한세상,전세,147.89,202206,27,"110,000",0,13,2011,청구로 64,202206~202406,갱신,-,"90,000",0
서울특별시 중구 신당동,852,852,0,청구e편한세상,전세,118.47,202206,30,"94,500",0,13,2011,청구로 64,-,-,-,,
서울특별시 중구 신당동,852,852,0,청구e편한세상,전세,84.95,202207,2,"70,000",0,1,2011,청구로 64,202207~202210,갱신,-,"70,000",0
서울특별시 중구 신당동,852,852,0,청구e편한세상,월세,59.89,202207,5,"30,000",150,11,2011,청구로 64,202208~202408,신규,-,0,0
서울특별시 중구 신당동,852,852,0,청구e편한세상,월세,84.95,202207,9,"45,000",130,1,2011,청구로 64,202208~202408,신규,-,0,0
서울특별시 중구 신당동,852,852,0,청구e편한세상,월세,59.88,202207,9,"20,000",180,12,2011,청구로 64,202207~202401,신규,-,0,0
서울특별시 중구 신당동,852,852,0,청구e편한세상,월세,118.31,202207,11,"15,000",380,14,2011,청구로 64,202207~202307,신규,-,0,0
서울특별시 중구 신당동,852,852,0,청구e편한세상,전세,84.95,202207,16,"83,000",0,2,2011,청구로 64,202209~202409,신규,-,0,0
서울특별시 중구 신당동,852,852,0,청구e편한세상,월세,59.89,202207,29,"45,000",110,11,2011,청구로 64,202209~202409,신규,-,0,0
서울특별시 중구 신당동,852,852,0,청구e편한세상,전세,84.96,202207,30,"73,500",0,8,2011,청구로 64,202208~202408,갱신,사용,"70,000",0
서울특별시 중구 신당동,852,852,0,청구e편한세상,전세,59.88,202208,6,"65,000",0,4,2011,청구로 64,202209~202409,갱신,사용,"62,000",0
서울특별시 중구 신당동,852,852,0,청구e편한세상,전세,84.95,202208,7,"90,000",0,9,2011,청구로 64,202209~202409,신규,-,0,0
서울특별시 중구 신당동,852,852,0,청구e편한세상,전세,84.95,202208,7,"90,000",0,9,2011,청구로 64,202209~202409,신규,-,0,0
서울특별시 중구 신당동,852,852,0,청구e편한세상,월세,84.96,202208,10,"63,000",31,7,2011,청구로 64,-,-,-,,
서울특별시 중구 신당동,852,852,0,청구e편한세상,전세,84.96,202208,20,"92,000",0,13,2011,청구로 64,-,-,-,,
서울특별시 중구 신당동,852,852,0,청구e편한세상,월세,84.95,202208,27,"10,000",260,3,2011,청구로 64,202209~202409,신규,-,0,0
서울특별시 중구 신당동,852,852,0,청구e편한세상,월세,84.96,202209,2,"40,000",130,5,2011,청구로 64,202209~202409,갱신,-,"30,000",130
서울특별시 중구 신당동,852,852,0,청구e편한세상,전세,59.89,202209,21,"68,250",0,5,2011,청구로 64,202210~202410,갱신,사용,"65,000",0
서울특별시 중구 신당동,852,852,0,청구e편한세상,월세,147.89,202209,22,"7,000",200,9,2011,청구로 64,-,-,-,,
서울특별시 중구 신당동,852,852,0,청구e편한세상,전세,59.89,202210,1,"63,000",0,8,2011,청구로 64,-,-,-,,
서울특별시 중구 신당동,852,852,0,청구e편한세상,전세,59.89,202210,1,"63,000",0,8,2011,청구로 64,202211~202411,갱신,사용,"60,000",0
서울특별시 중구 신당동,852,852,0,청구e편한세상,전세,84.95,202210,4,"90,000",0,11,2011,청구로 64,202210~202410,갱신,-,"73,500",0
서울특별시 중구 신당동,852,852,0,청구e편한세상,월세,84.95,202210,8,"53,800",100,15,2011,청구로 64,202212~202412,갱신,-,"50,000",100
서울특별시 중구 신당동,852,852,0,청구e편한세상,전세,84.95,202210,15,"90,000",0,4,2011,청구로 64,202211~202411,신규,-,0,0
서울특별시 중구 신당동,852,852,0,청구e편한세상,월세,84.95,202210,21,"70,000",50,4,2011,청구로 64,202210~202410,신규,-,0,0
서울특별시 중구 신당동,852,852,0,청구e편한세상,전세,84.96,202210,24,"65,000",0,4,2011,청구로 64,202212~202412,갱신,사용,"65,000",0
서울특별시 중구 신당동,852,852,0,청구e편한세상,전세,84.95,202210,29,"69,000",0,8,2011,청구로 64,-,-,-,,
서울특별시 중구 신당동,852,852,0,청구e편한세상,월세,59.88,202210,30,"20,000",200,13,2011,청구로 64,202212~202412,신규,-,0,0
서울특별시 중구 신당동,852,852,0,청구e편한세상,전세,84.95,202211,5,"85,000",0,1,2011,청구로 64,-,-,-,,
서울특별시 중구 신당동,852,852,0,청구e편한세상,전세,84.96,202211,10,"88,000",0,5,2011,청구로 64,-,-,-,,
서울특별시 중구 신당동,852,852,0,청구e편한세상,전세,59.88,202211,15,"80,000",0,3,2011,청구로 64,-,-,-,,
서울특별시 중구 신당동,852,852,0,청구e편한세상,전세,59.88,202211,18,"80,000",0,3,2011,청구로 64,-,-,-,,
서울특별시 중구 신당동,852-1,852,1,청구e편한세상(임대),월세,35.79,202203,3,"2,799",16,5,2011,청구로 64,-,-,-,,
서울특별시 중구 신당동,852-1,852,1,청구e편한세상(임대),전세,35.79,202203,10,"5,624",0,3,2011,청구로 64,-,-,-,,
서울특별시 중구 신당동,852-1,852,1,청구e편한세상(임대),월세,35.79,202203,17,"2,799",16,7,2011,청구로 64,-,-,-,,
서울특별시 중구 신당동,852-1,852,1,청구e편한세상(임대),전세,35.79,202203,21,"5,622",0,7,2011,청구로 64,-,-,-,,
서울특별시 중구 신당동,852-1,852,1,청구e편한세상(임대),월세,35.79,202203,21,"5,489",1,3,2011,청구로 64,-,-,-,,
서울특별시 중구 신당동,852-1,852,1,청구e편한세상(임대),전세,35.79,202203,21,"5,623",0,6,2011,청구로 64,-,-,-,,
서울특별시 중구 신당동,852-1,852,1,청구e편한세상(임대),전세,35.79,202203,21,"5,623",0,5,2011,청구로 64,-,-,-,,
서울특별시 중구 신당동,852-1,852,1,청구e편한세상(임대),월세,35.79,202203,22,"5,489",1,14,2011,청구로 64,-,-,-,,
서울특별시 중구 신당동,852-1,852,1,청구e편한세상(임대),전세,35.79,202203,22,"5,623",0,9,2011,청구로 64,-,-,-,,
서울특별시 중구 신당동,852-1,852,1,청구e편한세상(임대),전세,35.79,202203,22,"5,623",0,4,2011,청구로 64,-,-,-,,
서울특별시 중구 신당동,852-1,852,1,청구e편한세상(임대),월세,35.79,202203,25,"2,799",16,1,2011,청구로 64,-,-,-,,
서울특별시 중구 신당동,852-1,852,1,청구e편한세상(임대),월세,35.79,202206,21,"2,799",16,12,2011,청구로 64,-,-,-,,
서울특별시 중구 신당동,852-1,852,1,청구e편한세상(임대),월세,35.79,202206,24,"2,799",16,8,2011,청구로 64,-,-,-,,
서울특별시 중구 신당동,852-1,852,1,청구e편한세상(임대),월세,35.79,202206,24,"1,119",19,4,2011,청구로 64,-,-,-,,
서울특별시 중구 신당동,852-1,852,1,청구e편한세상(임대),월세,35.79,202210,24,"2,799",16,5,2011,청구로 64,-,-,-,,
서울특별시 중구 신당동,852-1,852,1,청구e편한세상(임대),월세,35.79,202211,9,"4,495",6,7,2011,청구로 64,-,-,-,,
서울특별시 중구 신당동,290-90,290,90,청구드림,전세,84.94,202205,24,"50,000",0,1,2002,청구로4길 30,202205~202405,갱신,-,"48,000",0
서울특별시 중구 신당동,290-90,290,90,청구드림,전세,84.94,202206,16,"60,000",0,5,2002,청구로4길 30,202208~202408,신규,-,0,0
서울특별시 중구 신당동,292-35,292,35,청구파크뷰,전세,130.32,202207,14,"60,000",0,6,2003,청구로6길 52,202207~202407,갱신,-,"54,560",0
서울특별시 중구 신당동,292-35,292,35,청구파크뷰,전세,78.2,202207,27,"43,575",0,5,2003,청구로6길 52,202208~202407,갱신,사용,"41,500",0
서울특별시 중구 신당동,294-12,294,12,타워,전세,99.09,202209,30,"54,500",0,5,2002,청구로6길 8,202210~202411,신규,-,0,0
서울특별시 중구 신당동,313-8,313,8,탑힐,전세,39.72,202208,25,"17,000",0,3,2002,청구로1길 6,202209~202409,신규,-,0,0
서울특별시 중구 신당동,413-4,413,4,태원팰리스,전세,49.51,202201,13,"34,650",0,4,2004,다산로21길 31,202201~202301,갱신,사용,"33,000",0
서울특별시 중구 신당동,432-1132,432,1132,태원팰리스5차(432-1132),전세,84.15,202204,1,"39,900",0,2,2006,동호로15길 91-8,202205~202405,갱신,-,"38,000",0
서울특별시 중구 신당동,432-1132,432,1132,태원팰리스5차(432-1132),월세,88.08,202204,7,500,55,6,2006,동호로15길 91-8,202204~202404,신규,-,0,0
서울특별시 중구 신당동,432-1061,432,1061,토토타워(5차),전세,57.86,202209,15,"19,000",0,2,2001,동호로11바길 22,202209~202409,갱신,-,"16,000",0
서울특별시 중구 신당동,432-921,432,921,푸른마을(432-921),전세,58.92,202203,31,"18,000",0,1,2000,동호로11마길 34,202206~202406,신규,-,0,0
서울특별시 중구 신당동,432-921,432,921,푸른마을(432-921),월세,59.33,202208,5,"18,500",25,2,2000,동호로11마길 34,202210~202410,갱신,-,"18,500",0
서울특별시 중구 신당동,432-921,432,921,푸른마을(432-921),전세,59.94,202208,26,"14,330",0,5,2000,동호로11마길 34,202209~202409,신규,-,0,0
서울특별시 중구 신당동,432-922,432,922,푸른마을(B),전세,59.42,202201,20,"18,000",0,2,2001,동호로11마길 32,202203~202403,신규,-,0,0
서울특별시 중구 신당동,432-922,432,922,푸른마을(B),월세,59.42,202203,29,"7,000",70,5,2001,동호로11마길 32,202204~202404,신규,-,0,0
서울특별시 중구 신당동,432-922,432,922,푸른마을(B),월세,59.42,202203,29,"7,000",70,5,2001,동호로11마길 32,202204~202404,신규,-,0,0
서울특별시 중구 신당동,432-922,432,922,푸른마을(B),전세,59.42,202209,28,"25,000",0,2,2001,동호로11마길 32,-,-,-,,
서울특별시 중구 신당동,432-922,432,922,푸른마을(B),전세,59.42,202209,28,"25,000",0,2,2001,동호로11마길 32,202212~202412,신규,-,0,0
서울특별시 중구 신당동,432-1956,432,1956,하영,전세,59.62,202203,8,"17,000",0,5,2002,동호로11자길 20,202204~202404,신규,-,0,0
서울특별시 중구 신당동,432-1956,432,1956,하영,전세,35.75,202203,17,"9,450",0,5,2002,동호로11자길 20,202203~202403,갱신,-,"1,000",0
서울특별시 중구 신당동,113-7,113,7,하이,전세,80.1,202211,21,"38,000",0,3,2001,다산로40길 23,-,-,-,,
서울특별시 중구 신당동,845,845,0,한진해모로,월세,27.27,202201,3,"2,150",5,7,2001,왕십리로39길 30,-,-,-,,
서울특별시 중구 신당동,845,845,0,한진해모로,전세,59.76,202201,12,"35,700",0,8,2001,왕십리로39길 30,-,-,-,,
서울특별시 중구 신당동,845,845,0,한진해모로,전세,59.76,202201,12,"35,700",0,8,2001,왕십리로39길 30,202202~202402,신규,-,0,0
서울특별시 중구 신당동,845,845,0,한진해모로,전세,59.76,202201,14,"33,000",0,4,2001,왕십리로39길 30,202202~202402,갱신,-,"33,000",0
서울특별시 중구 신당동,845,845,0,한진해모로,전세,59.76,202201,20,"37,485",0,5,2001,왕십리로39길 30,-,-,-,,
서울특별시 중구 신당동,845,845,0,한진해모로,월세,27.27,202201,26,"2,150",5,5,2001,왕십리로39길 30,-,-,-,,
서울특별시 중구 신당동,845,845,0,한진해모로,월세,27.27,202202,14,866,12,3,2001,왕십리로39길 30,-,-,-,,
서울특별시 중구 신당동,845,845,0,한진해모로,월세,27.27,202204,18,"2,303",12,1,2001,왕십리로39길 30,-,-,-,,
서울특별시 중구 신당동,845,845,0,한진해모로,월세,27.27,202206,17,"3,177",2,4,2001,왕십리로39길 30,-,-,-,,
서울특별시 중구 신당동,845,845,0,한진해모로,전세,84.96,202206,21,"47,000",0,5,2001,왕십리로39길 30,-,-,-,,
서울특별시 중구 신당동,845,845,0,한진해모로,전세,59.76,202207,1,"51,000",0,2,2001,왕십리로39길 30,202208~202408,신규,-,0,0
서울특별시 중구 신당동,845,845,0,한진해모로,전세,27.27,202207,13,"3,004",0,1,2001,왕십리로39길 30,-,-,-,,
서울특별시 중구 신당동,845,845,0,한진해모로,전세,84.96,202209,29,"52,290",0,8,2001,왕십리로39길 30,202210~202410,갱신,사용,"49,800",0
서울특별시 중구 신당동,845,845,0,한진해모로,전세,84.96,202209,29,"52,290",0,8,2001,왕십리로39길 30,-,-,-,,
서울특별시 중구 신당동,845,845,0,한진해모로,월세,59.76,202211,7,"30,000",60,4,2001,왕십리로39길 30,-,-,-,,
서울특별시 중구 신당동,845,845,0,한진해모로,전세,27.27,202211,9,"3,004",0,6,2001,왕십리로39길 30,-,-,-,,
서울특별시 중구 신당동,845,845,0,한진해모로,월세,27.27,202211,16,866,12,9,2001,왕십리로39길 30,-,-,-,,
서울특별시 중구 신당동,840,840,0,현대,전세,79.11,202201,3,"50,000",0,12,1993,다산로36길 109,202202~202602,갱신,-,"38,000",0
서울특별시 중구 신당동,840,840,0,현대,전세,79.11,202201,27,"39,900",0,11,1993,다산로36길 109,202202~202402,갱신,사용,"38,000",0
서울특별시 중구 신당동,840,840,0,현대,전세,66.6,202201,28,"38,580",0,6,1993,다산로36길 109,-,-,-,,
서울특별시 중구 신당동,840,840,0,현대,전세,79.11,202202,3,"37,000",0,8,1993,다산로36길 109,202202~202402,갱신,사용,"37,000",0
서울특별시 중구 신당동,840,840,0,현대,전세,139.275,202202,4,"80,000",0,2,1993,다산로36길 109,202203~202403,신규,-,0,0
서울특별시 중구 신당동,840,840,0,현대,월세,83.97,202202,9,"37,000",50,14,1993,다산로36길 109,202203~202403,신규,-,0,0
서울특별시 중구 신당동,840,840,0,현대,전세,66.6,202202,9,"36,750",0,2,1993,다산로36길 109,-,-,-,,
서울특별시 중구 신당동,840,840,0,현대,월세,79.11,202202,10,"15,000",120,4,1993,다산로36길 109,202203~202403,신규,-,0,0
서울특별시 중구 신당동,840,840,0,현대,월세,66.6,202202,12,"20,000",100,14,1993,다산로36길 109,202203~202403,신규,-,0,0
서울특별시 중구 신당동,840,840,0,현대,전세,79.11,202202,12,"53,000",0,13,1993,다산로36길 109,202203~202403,신규,-,0,0
서울특별시 중구 신당동,840,840,0,현대,전세,66.6,202202,14,"50,000",0,13,1993,다산로36길 109,-,-,-,,
서울특별시 중구 신당동,840,840,0,현대,전세,83.97,202202,15,"40,950",0,8,1993,다산로36길 109,202205~202405,갱신,사용,"39,000",0
서울특별시 중구 신당동,840,840,0,현대,전세,66.6,202202,17,"53,000",0,15,1993,다산로36길 109,202202~202402,신규,-,0,0
서울특별시 중구 신당동,840,840,0,현대,월세,79.11,202202,22,"6,000",150,13,1993,다산로36길 109,202203~202403,신규,-,0,0
서울특별시 중구 신당동,840,840,0,현대,월세,139.275,202202,24,"50,000",15,1,1993,다산로36길 109,202203~202403,갱신,사용,"50,000",15
서울특별시 중구 신당동,840,840,0,현대,월세,66.6,202202,25,"3,000",110,6,1993,다산로36길 109,202202~202402,갱신,사용,"3,000",110
서울특별시 중구 신당동,840,840,0,현대,전세,122.275,202202,26,"52,000",0,15,1993,다산로36길 109,202203~202403,갱신,-,"47,000",0
서울특별시 중구 신당동,840,840,0,현대,월세,79.11,202202,26,"37,000",40,1,1993,다산로36길 109,202204~202404,신규,-,0,0
서울특별시 중구 신당동,840,840,0,현대,전세,121.14,202202,28,"45,000",0,5,1993,다산로36길 109,-,갱신,-,"40,000",0
서울특별시 중구 신당동,840,840,0,현대,월세,83.97,202203,1,"20,000",55,13,1993,다산로36길 109,-,-,-,,
서울특별시 중구 신당동,840,840,0,현대,월세,83.97,202203,4,"20,000",130,14,1993,다산로36길 109,202204~202404,신규,-,0,0
서울특별시 중구 신당동,840,840,0,현대,월세,83.97,202203,5,"20,000",130,7,1993,다산로36길 109,202204~202404,신규,-,0,0
서울특별시 중구 신당동,840,840,0,현대,전세,83.97,202203,5,"54,000",0,4,1993,다산로36길 109,202203~202403,갱신,-,"34,000",0
서울특별시 중구 신당동,840,840,0,현대,월세,66.6,202203,11,"5,000",140,10,1993,다산로36길 109,202203~202403,신규,-,0,0
서울특별시 중구 신당동,840,840,0,현대,전세,79.11,202203,11,"38,850",0,3,1993,다산로36길 109,202203~202403,갱신,사용,"37,000",0
서울특별시 중구 신당동,840,840,0,현대,전세,122.275,202203,12,"47,250",0,4,1993,다산로36길 109,202203~202403,갱신,사용,"45,000",0
서울특별시 중구 신당동,840,840,0,현대,전세,66.6,202203,16,"36,750",0,4,1993,다산로36길 109,202204~202404,갱신,사용,"35,000",0
서울특별시 중구 신당동,840,840,0,현대,전세,79.11,202203,16,"28,300",0,8,1993,다산로36길 109,202203~202403,갱신,사용,"27,000",0
서울특별시 중구 신당동,840,840,0,현대,월세,79.11,202203,25,"37,000",50,1,1993,다산로36길 109,202205~202403,신규,-,0,0
서울특별시 중구 신당동,840,840,0,현대,월세,79.11,202203,28,"2,000",50,8,1993,다산로36길 109,202204~202504,신규,-,0,0
서울특별시 중구 신당동,840,840,0,현대,전세,83.97,202203,28,"55,000",0,10,1993,다산로36길 109,202205~202405,신규,-,0,0
서울특별시 중구 신당동,840,840,0,현대,전세,83.97,202203,28,"55,000",0,5,1993,다산로36길 109,-,-,-,,
서울특별시 중구 신당동,840,840,0,현대,전세,83.97,202203,29,"37,400",0,11,1993,다산로36길 109,-,-,-,,
서울특별시 중구 신당동,840,840,0,현대,전세,79.11,202203,31,"56,000",0,4,1993,다산로36길 109,202204~202404,신규,-,0,0
서울특별시 중구 신당동,840,840,0,현대,전세,79.11,202204,3,"55,000",0,3,1993,다산로36길 109,202205~202405,신규,-,0,0
서울특별시 중구 신당동,840,840,0,현대,전세,79.11,202204,3,"55,000",0,3,1993,다산로36길 109,202205~202405,신규,-,0,0
서울특별시 중구 신당동,840,840,0,현대,전세,122.275,202204,12,"60,000",0,10,1993,다산로36길 109,202205~202405,신규,-,0,0
서울특별시 중구 신당동,840,840,0,현대,전세,66.6,202204,12,"38,300",0,1,1993,다산로36길 109,202204~202404,신규,-,0,0
서울특별시 중구 신당동,840,840,0,현대,전세,83.97,202204,16,"39,900",0,3,1993,다산로36길 109,-,-,-,,
서울특별시 중구 신당동,840,840,0,현대,전세,79.11,202204,16,"50,000",0,1,1993,다산로36길 109,202205~202405,신규,-,0,0
서울특별시 중구 신당동,840,840,0,현대,전세,66.6,202204,20,"36,750",0,2,1993,다산로36길 109,-,-,-,,
서울특별시 중구 신당동,840,840,0,현대,전세,122.275,202204,23,"70,000",0,11,1993,다산로36길 109,202206~202406,신규,-,0,0
서울특별시 중구 신당동,840,840,0,현대,전세,83.97,202204,25,"36,750",0,13,1993,다산로36길 109,202207~202407,갱신,사용,"35,000",0
서울특별시 중구 신당동,840,840,0,현대,전세,66.6,202204,30,"45,000",0,8,1993,다산로36길 109,-,-,-,,
서울특별시 중구 신당동,840,840,0,현대,전세,66.6,202205,2,"36,000",0,5,1993,다산로36길 109,202205~202305,갱신,-,"36,000",0
서울특별시 중구 신당동,840,840,0,현대,전세,122.275,202205,2,"49,000",0,15,1993,다산로36길 109,202205~202303,갱신,사용,"47,000",0
서울특별시 중구 신당동,840,840,0,현대,전세,139.275,202205,3,"54,600",0,1,1993,다산로36길 109,202205~202405,갱신,-,"52,000",0
서울특별시 중구 신당동,840,840,0,현대,월세,79.11,202205,7,"26,500",20,4,1993,다산로36길 109,-,-,-,,
서울특별시 중구 신당동,840,840,0,현대,월세,66.6,202205,9,"35,000",30,15,1993,다산로36길 109,202206~202406,갱신,-,"35,000",0
서울특별시 중구 신당동,840,840,0,현대,전세,139.275,202205,10,"27,500",0,13,1993,다산로36길 109,-,갱신,-,"25,000",0
서울특별시 중구 신당동,840,840,0,현대,전세,79.11,202205,17,"43,000",0,5,1993,다산로36길 109,-,-,-,,
서울특별시 중구 신당동,840,840,0,현대,월세,121.14,202205,23,"43,000",17,10,1993,다산로36길 109,-,-,-,,
서울특별시 중구 신당동,840,840,0,현대,전세,66.6,202205,24,"35,175",0,4,1993,다산로36길 109,202206~202406,갱신,사용,"33,500",0
서울특별시 중구 신당동,840,840,0,현대,전세,83.97,202205,28,"38,850",0,10,1993,다산로36길 109,202205~202405,갱신,사용,"37,000",0
서울특별시 중구 신당동,840,840,0,현대,전세,79.11,202206,8,"45,000",0,14,1993,다산로36길 109,202208~202408,갱신,-,"40,000",0
서울특별시 중구 신당동,840,840,0,현대,월세,79.11,202206,15,"28,000",40,6,1993,다산로36길 109,202206~202406,갱신,-,"25,000",0
서울특별시 중구 신당동,840,840,0,현대,전세,79.11,202206,16,"55,000",0,15,1993,다산로36길 109,202208~202408,신규,-,0,0
서울특별시 중구 신당동,840,840,0,현대,월세,83.97,202206,30,"30,000",80,6,1993,다산로36길 109,202207~202407,신규,-,0,0
서울특별시 중구 신당동,840,840,0,현대,월세,66.6,202207,2,"30,000",70,2,1993,다산로36길 109,202209~202409,신규,-,0,0
서울특별시 중구 신당동,840,840,0,현대,전세,122.275,202207,8,"75,000",0,6,1993,다산로36길 109,202208~202408,신규,-,0,0
서울특별시 중구 신당동,840,840,0,현대,전세,83.97,202207,20,"40,950",0,12,1993,다산로36길 109,202208~202408,갱신,사용,"39,000",0
서울특별시 중구 신당동,840,840,0,현대,전세,139.275,202207,21,"52,500",0,4,1993,다산로36길 109,202208~202408,갱신,사용,"50,000",0
서울특별시 중구 신당동,840,840,0,현대,전세,83.97,202207,23,"39,000",0,13,1993,다산로36길 109,202209~202409,갱신,사용,"39,000",0
서울특별시 중구 신당동,840,840,0,현대,월세,83.97,202207,28,"20,000",110,3,1993,다산로36길 109,202208~202408,신규,-,0,0
서울특별시 중구 신당동,840,840,0,현대,월세,121.14,202208,5,"5,000",157,1,1993,다산로36길 109,202209~202409,갱신,사용,"5,000",150
서울특별시 중구 신당동,840,840,0,현대,전세,66.6,202208,6,"49,000",0,1,1993,다산로36길 109,202209~202409,갱신,-,"34,600",0
서울특별시 중구 신당동,840,840,0,현대,전세,66.6,202208,6,"37,800",0,2,1993,다산로36길 109,202208~202408,갱신,사용,"36,000",0
서울특별시 중구 신당동,840,840,0,현대,월세,83.97,202208,10,"42,000",36,5,1993,다산로36길 109,-,-,-,,
서울특별시 중구 신당동,840,840,0,현대,월세,83.97,202208,10,"42,000",36,5,1993,다산로36길 109,202210~202410,갱신,-,"30,000",70
서울특별시 중구 신당동,840,840,0,현대,전세,79.11,202208,16,"35,000",0,1,1993,다산로36길 109,202208~202308,갱신,-,"35,000",0
서울특별시 중구 신당동,840,840,0,현대,월세,66.6,202208,17,"30,000",60,9,1993,다산로36길 109,202210~202410,갱신,-,"33,000",10
서울특별시 중구 신당동,840,840,0,현대,월세,83.97,202208,22,"39,000",50,5,1993,다산로36길 109,202210~202410,신규,-,0,0
서울특별시 중구 신당동,840,840,0,현대,전세,66.6,202208,29,"38,850",0,8,1993,다산로36길 109,202211~202411,갱신,사용,"37,000",0
서울특별시 중구 신당동,840,840,0,현대,월세,122.275,202208,29,"46,000",40,15,1993,다산로36길 109,202209~202409,갱신,-,"44,000",0
서울특별시 중구 신당동,840,840,0,현대,전세,122.275,202209,14,"59,800",0,5,1993,다산로36길 109,202210~202410,갱신,사용,"57,000",0
서울특별시 중구 신당동,840,840,0,현대,월세,139.275,202209,15,"60,000",50,6,1993,다산로36길 109,202211~202411,신규,-,0,0
서울특별시 중구 신당동,840,840,0,현대,월세,83.97,202209,22,"33,000",60,14,1993,다산로36길 109,202210~202410,신규,-,0,0
서울특별시 중구 신당동,840,840,0,현대,월세,83.97,202209,24,"22,000",75,13,1993,다산로36길 109,202210~202410,갱신,-,"20,000",50
서울특별시 중구 신당동,840,840,0,현대,전세,122.275,202209,25,"57,700",0,3,1993,다산로36길 109,202210~202410,갱신,사용,"55,000",0
서울특별시 중구 신당동,840,840,0,현대,전세,83.97,202209,28,"40,000",0,2,1993,다산로36길 109,202210~202410,신규,-,0,0
서울특별시 중구 신당동,840,840,0,현대,전세,122.275,202210,1,"51,000",0,14,1993,다산로36길 109,202210~202410,갱신,사용,"49,000",0
서울특별시 중구 신당동,840,840,0,현대,전세,83.97,202210,1,"50,400",0,4,1993,다산로36길 109,202211~202411,갱신,사용,"48,000",0
서울특별시 중구 신당동,840,840,0,현대,월세,79.11,202210,4,"24,000",80,5,1993,다산로36길 109,-,-,-,,
서울특별시 중구 신당동,840,840,0,현대,전세,66.6,202210,5,"45,000",0,13,1993,다산로36길 109,202211~202411,신규,-,0,0
서울특별시 중구 신당동,840,840,0,현대,전세,83.97,202210,8,"44,000",0,2,1993,다산로36길 109,-,-,-,,
서울특별시 중구 신당동,840,840,0,현대,월세,79.11,202210,10,"25,000",50,15,1993,다산로36길 109,202210~202410,갱신,사용,"25,000",50
서울특별시 중구 신당동,840,840,0,현대,전세,79.11,202210,24,"50,400",0,4,1993,다산로36길 109,202212~202412,갱신,사용,"48,000",0
서울특별시 중구 신당동,840,840,0,현대,전세,79.11,202210,24,"39,900",0,1,1993,다산로36길 109,-,-,-,,
서울특별시 중구 신당동,840,840,0,현대,전세,79.11,202210,24,"39,900",0,1,1993,다산로36길 109,202212~202411,-,-,,
서울특별시 중구 신당동,840,840,0,현대,전세,83.97,202210,28,"45,150",0,12,1993,다산로36길 109,-,갱신,사용,"43,000",0
서울특별시 중구 신당동,840,840,0,현대,전세,122.275,202211,1,"46,200",0,15,1993,다산로36길 109,-,-,-,,
서울특별시 중구 신당동,840,840,0,현대,월세,122.275,202211,7,"5,000",210,9,1993,다산로36길 109,-,-,-,,
서울특별시 중구 신당동,840,840,0,현대,월세,83.97,202211,15,"26,000",60,4,1993,다산로36길 109,-,-,-,,
서울특별시 중구 신당동,840,840,0,현대,전세,139.275,202211,15,"72,000",0,10,1993,다산로36길 109,-,-,-,,
