단지명,전용면적,계약년도,계약일,위도,경도,지하철거리,계약날짜,환율,500m맛집,500m문화공간,500m문화재,500m쇼핑,1000m맛집,1000m문화공간,1000m문화재,1000m쇼핑,가장 가까운 버스정류장까지 거리(m),가장 가까운 버스정류장,일일가격,층_-1,층_1,층_2,층_3,층_4,층_5,층_6,층_7,층_8,층_9,층_10,층_11,층_12,층_13,층_14,층_15,층_16,층_17,층_18,층_19,층_20,층_21,층_22,층_23,층_24,층_25,층_26,층_27,층_28,층_29,층_30,층_31,층_32,층_33,층_34,지하철역_동대입구역,지하철역_동묘앞역,지하철역_명동역,지하철역_버티고개역,지하철역_상왕십리역,지하철역_서대문역,지하철역_서울역,지하철역_시청역,지하철역_신금호역,지하철역_신당역,지하철역_신설동역,지하철역_약수역,지하철역_을지로4가역,지하철역_청구역,지하철역_충무로역,지하철역_충정로(경기대입구)역,지하철역_회현(남대문시장)역
남산타운,59.94,2022-04-01,11,37.5471667734011,127.005677166122,153.7732236879109,2022/04/11,1224.0,10,1,0,1,30,13,28,6,38.78579684636771,버티고개,15.416666666666666,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
남산타운(임대),32.76,2022-06-01,22,37.5471667734011,127.005677166122,153.7732236879109,2022/06/22,1290.6,10,1,0,1,30,13,28,6,38.78579684636771,버티고개,2.9741319444444443,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
남산타운(임대),32.76,2022-07-01,20,37.5471667734011,127.005677166122,153.7732236879109,2022/07/20,1314.9,10,1,0,1,30,13,28,6,38.78579684636771,버티고개,2.9914583333333336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
삼성,59.98,2022-03-01,5,37.558535883830494,127.01844745293,472.8633597877952,2022/03/05,1203.6,2,0,1,0,55,17,24,29,25.03257628178961,신당동삼성아파트.금호여중,16.805555555555554,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
남산센트럴자이,80.473,2022-02-01,22,37.562514395202,126.997824376224,352.7013286255665,2022/02/22,1194.6,16,6,13,2,104,36,55,33,129.0802746938073,충무로역8번출구.대한극장앞,15.069444444444443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DUO302,15.97,2022-05-01,27,37.5665748058672,127.023261376536,338.52745922576685,2022/05/27,1266.4,8,1,0,1,23,7,4,23,33.55971284644064,황학동주민센터,9.548611111111109,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
더플레이스충정로,17.68,2022-07-01,20,37.558980785321,126.966068233101,169.5458754048524,2022/07/20,1314.9,10,4,16,0,90,31,86,5,152.21828755716365,종근당.충정로역,11.8125,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
신당푸르지오,59.85,2022-07-01,7,37.559864671246096,127.019034279491,453.60316695705785,2022/07/07,1307.4,2,0,1,0,55,15,24,29,62.12000897583936,동화동,20.416666666666668,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
청구e편한세상,84.95999999999998,2022-02-01,12,37.5599601596254,127.015451019186,148.0705761514984,2022/02/12,1196.0,4,1,1,0,63,20,29,31,70.23484133934264,청구역,25.347222222222225,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
남산롯데캐슬아이리스,113.46,2022-01-01,15,37.5582247092319,126.981744459746,310.7749620679906,2022/01/15,1188.2,27,7,12,5,163,48,118,11,85.65990388873333,남산3호터널,58.47222222222222,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
동대문와이즈캐슬,16.55,2022-11-01,3,37.5657536581952,127.015443726545,76.31378679879745,2022/11/03,1418.0,9,5,0,11,52,17,26,31,102.6009616168716,충무아트센터.스포츠센터.중부소방서,10.725694444444445,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
한진해모로,27.27,2022-01-01,26,37.5637284114639,127.025710739466,329.285131747168,2022/01/26,1197.8,3,0,0,0,18,7,4,16,155.76315185597636,신당초등학교,1.2065972222222223,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
리마크빌동대문,25.99,2022-02-01,7,37.565794853643695,127.016623843671,58.061356897640906,2022/02/07,1199.5,10,5,0,10,43,14,17,31,187.3336720760136,신당역.중앙시장앞,17.260416666666668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
현대,83.97,2022-07-01,28,37.560504309545294,127.02297053804,642.5304144954268,2022/07/28,1312.8,3,0,1,0,27,9,13,16,145.0156737035655,금호베스트빌.래미안하이베르,24.583333333333332,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
그린빌,69.2,2022-04-01,27,37.5644291001956,127.018012343981,195.15542394305183,2022/04/27,1248.3,7,5,1,1,49,15,25,29,157.9611566116625,신당역.중앙시장앞,16.875,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
청계랜드힐아파트,50.06,2022-02-01,25,37.5698992346542,127.021215048436,493.43284786167294,2022/02/25,1199.4,4,1,1,3,23,7,4,23,197.67966177367128,황학동롯데캐슬,21.180555555555554,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
래미안하이베르,59.74,2022-05-01,28,37.5610379790132,127.020985832433,524.9534945478343,2022/05/28,1266.4,7,0,1,0,44,15,23,27,264.0077328980435,동화동,27.291666666666668,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
충무로헤센스마트,19.76,2022-04-01,16,37.5613425706769,126.998598124335,399.4739356787322,2022/04/16,1224.2,17,7,15,1,117,36,52,32,166.95499565803877,퇴계로5가,13.541666666666666,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
래미안하이베르,84.84999999999998,2022-06-01,9,37.5610379790132,127.020985832433,524.9534945478343,2022/06/09,1255.4,7,0,1,0,44,15,23,27,264.0077328980435,동화동,28.930555555555557,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
바비엥3,65.71,2022-07-01,21,37.563105962200495,126.969569549275,393.14874072626776,2022/07/21,1308.6,16,12,29,0,137,39,97,9,39.62660995075856,경찰청.동북아역사재단,26.958333333333332,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
남산타운,84.87999999999998,2022-04-01,27,37.5471667734011,127.005677166122,153.7732236879109,2022/04/27,1248.3,10,1,0,1,30,13,28,6,38.78579684636771,버티고개,20.833333333333332,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
덕수궁롯데캐슬,56.2897,2022-04-01,14,37.5637084894676,126.970042986983,377.9433754112008,2022/04/14,1227.7,16,14,29,0,140,40,99,9,109.10882594405582,경찰청.동북아역사재단,42.708333333333336,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
경서,35.85,2022-09-01,4,37.5567624150086,126.977690649242,200.50226241997623,2022/09/04,1351.4,27,7,24,4,152,47,109,9,87.83506493158505,힐튼호텔,8.680555555555555,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
약수하이츠,57.63,2022-03-01,14,37.5551915990934,127.016359379417,358.1312622656157,2022/03/14,1232.4,7,3,9,0,47,17,24,13,392.9343565790587,신당동대우푸르지오.금호여중,22.534722222222225,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
서울역센트럴자이,72.97329999999998,2022-08-01,11,37.5547800420518,126.964458224138,546.5467807347819,2022/08/11,1309.1,1,2,4,0,47,20,55,4,161.22384425777142,손기정체육공원입구,43.75,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
서울역센트럴자이,59.943,2022-08-01,31,37.5547800420518,126.964458224138,546.5467807347819,2022/08/31,1347.5,1,2,4,0,47,20,55,4,161.22384425777142,손기정체육공원입구,43.40277777777778,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
묵정,52.46,2022-09-01,3,37.5607074663453,127.000060665185,522.9444304920572,2022/09/03,1351.4,25,12,18,5,115,37,59,31,185.86417386132544,퇴계로5가,13.611111111111112,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
롯데캐슬,59.94,2022-06-01,22,37.57081054646992,127.021463886656,533.615752338311,2022/06/22,1290.6,3,1,1,3,21,7,4,23,99.42774589932525,황학동롯데캐슬,25.229166666666668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
남산타운,114.88,2022-04-01,11,37.5471667734011,127.005677166122,153.7732236879109,2022/04/11,1224.0,10,1,0,1,30,13,28,6,38.78579684636771,버티고개,35.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
서울역센트럴자이,72.9932,2022-05-01,14,37.5547800420518,126.964458224138,546.5467807347819,2022/05/14,1286.4,1,2,4,0,47,20,55,4,161.22384425777142,손기정체육공원입구,35.55555555555555,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
남산타운,84.87999999999998,2022-04-01,23,37.5471667734011,127.005677166122,153.7732236879109,2022/04/23,1236.4,10,1,0,1,30,13,28,6,38.78579684636771,버티고개,25.541666666666668,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
롯데캐슬,84.89,2022-02-01,19,37.57081054646992,127.021463886656,533.615752338311,2022/02/19,1197.1,3,1,1,3,21,7,4,23,99.42774589932525,황학동롯데캐슬,30.208333333333332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
위더스하임,23.82,2022-07-01,5,37.5661540354294,127.01421117496,170.936712534476,2022/07/05,1297.9,9,6,2,14,50,15,17,31,107.69266249587086,충무아트센터.스포츠센터.중부소방서,12.135416666666666,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
남산타운,59.94,2022-05-01,21,37.5471667734011,127.005677166122,153.7732236879109,2022/05/21,1274.6,10,1,0,1,30,13,28,6,38.78579684636771,버티고개,15.479166666666666,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
서울역센트럴자이,72.88989999999998,2022-06-01,18,37.5547800420518,126.964458224138,546.5467807347819,2022/06/18,1284.1,1,2,4,0,47,20,55,4,161.22384425777142,손기정체육공원입구,47.43055555555555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
약수하이츠,57.63,2022-11-01,8,37.5551915990934,127.016359379417,358.1312622656157,2022/11/08,1406.5,7,3,9,0,47,17,24,13,392.9343565790587,신당동대우푸르지오.금호여중,22.36111111111111,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
롯데캐슬,59.91,2022-03-01,25,37.57081054646992,127.021463886656,533.615752338311,2022/03/25,1219.4,3,1,1,3,21,7,4,23,99.42774589932525,황학동롯데캐슬,27.534722222222225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
한진해모로,27.27,2022-06-01,17,37.5637284114639,127.025710739466,329.285131747168,2022/06/17,1284.1,3,0,0,0,18,7,4,16,155.76315185597636,신당초등학교,1.1055208333333333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
청구e편한세상,84.95999999999998,2022-01-01,15,37.5599601596254,127.015451019186,148.0705761514984,2022/01/15,1188.2,4,1,1,0,63,20,29,31,70.23484133934264,청구역,24.652777777777782,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
현대,66.6,2022-05-01,9,37.560504309545294,127.02297053804,642.5304144954268,2022/05/09,1272.7,3,0,1,0,27,9,13,16,145.0156737035655,금호베스트빌.래미안하이베르,13.506944444444443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
롯데캐슬,33.62,2022-06-01,21,37.57081054646992,127.021463886656,533.615752338311,2022/06/21,1291.7,3,1,1,3,21,7,4,23,99.42774589932525,황학동롯데캐슬,2.8333333333333335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
롯데캐슬,59.94,2022-01-01,26,37.57081054646992,127.021463886656,533.615752338311,2022/01/26,1197.8,3,1,1,3,21,7,4,23,99.42774589932525,황학동롯데캐슬,26.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
약수하이츠,57.63,2022-07-01,13,37.5551915990934,127.016359379417,358.1312622656157,2022/07/13,1312.9,7,3,9,0,47,17,24,13,392.9343565790587,신당동대우푸르지오.금호여중,23.229166666666668,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
장충,62.48,2022-05-01,5,37.5592564889831,127.001675390514,347.6796584148718,2022/05/05,1265.7,16,8,15,5,99,33,57,28,100.4579538787936,동국대입구앰배서더호텔,9.0625,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
남산타운,59.94,2022-07-01,4,37.5471667734011,127.005677166122,153.7732236879109,2022/07/04,1294.2,10,1,0,1,30,13,28,6,38.78579684636771,버티고개,29.895833333333332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
삼성사이버빌리지,59.7,2022-08-01,20,37.5589266608979,126.964320892997,86.42285253868776,2022/08/20,1317.3,10,4,13,0,73,29,74,4,66.59799483216813,종근당.충정로역,24.027777777777782,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
현대,83.97,2022-08-01,10,37.560504309545294,127.02297053804,642.5304144954268,2022/08/10,1305.1,3,0,1,0,27,9,13,16,145.0156737035655,금호베스트빌.래미안하이베르,20.583333333333332,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
약수하이츠,57.63,2022-09-01,15,37.5551915990934,127.016359379417,358.1312622656157,2022/09/15,1391.7,7,3,9,0,47,17,24,13,392.9343565790587,신당동대우푸르지오.금호여중,20.972222222222225,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
약수하이츠,84.87999999999998,2022-02-01,28,37.5551915990934,127.016359379417,358.1312622656157,2022/02/28,1202.7,7,3,9,0,47,17,24,13,392.9343565790587,신당동대우푸르지오.금호여중,23.13888888888889,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
남산타운,59.94,2022-11-01,5,37.5471667734011,127.005677166122,153.7732236879109,2022/11/05,1422.1,10,1,0,1,30,13,28,6,38.78579684636771,버티고개,25.555555555555554,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
삼성사이버빌리지,76.83,2022-05-01,13,37.5589266608979,126.964320892997,86.42285253868776,2022/05/13,1286.4,10,4,13,0,73,29,74,4,66.59799483216813,종근당.충정로역,10.798611111111109,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
충무로엘크루메크로시티2,35.55,2022-08-01,10,37.5633945987251,126.999994227546,403.946236658601,2022/08/10,1305.1,22,5,8,2,101,37,51,31,72.19381704190464,퇴계로5가,21.527777777777775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
남산타운,59.94,2022-04-01,19,37.5471667734011,127.005677166122,153.7732236879109,2022/04/19,1232.8,10,1,0,1,30,13,28,6,38.78579684636771,버티고개,17.291666666666668,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
남산센트럴자이,135.533,2022-09-01,8,37.562514395202,126.997824376224,352.7013286255665,2022/09/08,1385.3,16,6,13,2,104,36,55,33,129.0802746938073,충무로역8번출구.대한극장앞,70.13888888888889,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
리하우스(LEEHAUS),43.056,2022-02-01,9,37.5599142889134,126.966632465339,200.555682270846,2022/02/09,1197.8,10,3,15,0,102,32,89,7,114.02735679071988,한국경제신문사.서소문역사공원,13.736111111111112,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
약수하이츠,32.67,2022-07-01,13,37.5551915990934,127.016359379417,358.1312622656157,2022/07/13,1312.9,7,3,9,0,47,17,24,13,392.9343565790587,신당동대우푸르지오.금호여중,2.6639583333333334,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
남산타운,59.94,2022-03-01,14,37.5471667734011,127.005677166122,153.7732236879109,2022/03/14,1232.4,10,1,0,1,30,13,28,6,38.78579684636771,버티고개,27.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
황학아크로타워,134.301,2022-02-01,14,37.5660419798503,127.021721835241,191.4923447599134,2022/02/14,1199.6,10,2,0,1,24,8,5,23,60.78809230054661,성동고등학교,51.354166666666664,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
롯데캐슬,33.62,2022-10-01,18,37.57081054646992,127.021463886656,533.615752338311,2022/10/18,1436.6,3,1,1,3,21,7,4,23,99.42774589932525,황학동롯데캐슬,4.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
삼성사이버빌리지,84.93,2022-02-01,5,37.5589266608979,126.964320892997,86.42285253868776,2022/02/05,1205.4,10,4,13,0,73,29,74,4,66.59799483216813,종근당.충정로역,18.277777777777775,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
래미안하이베르,84.97,2022-09-01,3,37.5610379790132,127.020985832433,524.9534945478343,2022/09/03,1351.4,7,0,1,0,44,15,23,27,264.0077328980435,동화동,35.55555555555555,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
쌍용남산플래티넘,139.8,2022-07-01,15,37.5594119017486,126.983219915695,325.43124752086374,2022/07/15,1310.0,43,5,10,3,175,51,123,11,53.1320517975455,남산3호터널.서울애니메이션센터,80.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
롯데캐슬,59.91,2022-03-01,30,37.57081054646992,127.021463886656,533.615752338311,2022/03/30,1220.5,3,1,1,3,21,7,4,23,99.42774589932525,황학동롯데캐슬,25.868055555555557,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
남산타운(임대),32.76,2022-03-01,17,37.5471667734011,127.005677166122,153.7732236879109,2022/03/17,1240.4,10,1,0,1,30,13,28,6,38.78579684636771,버티고개,2.886284722222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
서울역한라비발디센트럴,71.9832,2022-02-01,12,37.55457358286571,126.965847056196,376.5303456813306,2022/02/12,1196.0,2,2,5,0,67,24,65,4,37.0031250698845,손기정체육공원입구,19.61111111111111,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
남산타운,84.87999999999998,2022-07-01,23,37.5471667734011,127.005677166122,153.7732236879109,2022/07/23,1312.1,10,1,0,1,30,13,28,6,38.78579684636771,버티고개,36.458333333333336,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
신당역솔하임,18.63,2022-03-01,12,37.5653849734702,127.02122678483,145.27071583729386,2022/03/12,1228.7,11,2,1,1,30,13,13,27,46.48836952902109,신당역하나은행,15.173611111111114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
