단지명,전용면적,계약년도,계약일,위도,경도,지하철거리,계약날짜,환율,500m맛집,500m문화공간,500m문화재,500m쇼핑,1000m맛집,1000m문화공간,1000m문화재,1000m쇼핑,가장 가까운 버스정류장까지 거리(m),가장 가까운 버스정류장,일일가격,층_-1,층_1,층_2,층_3,층_4,층_5,층_6,층_7,층_8,층_9,층_10,층_11,층_12,층_13,층_14,층_15,층_16,층_17,층_18,층_19,층_20,층_21,층_22,층_23,층_24,층_25,층_26,층_27,층_28,층_29,층_30,층_31,층_32,층_33,층_34,지하철역_동대입구역,지하철역_동묘앞역,지하철역_명동역,지하철역_버티고개역,지하철역_상왕십리역,지하철역_서대문역,지하철역_서울역,지하철역_시청역,지하철역_신금호역,지하철역_신당역,지하철역_신설동역,지하철역_약수역,지하철역_을지로4가역,지하철역_청구역,지하철역_충무로역,지하철역_충정로(경기대입구)역,지하철역_회현(남대문시장)역
신당파인힐하나유보라,30.4927,2022-04-01,20,37.5647799977176,127.024709957671,413.01287042336577,2022/04/20,1234.9,6,0,0,0,18,7,4,22,17.8702147977542,신당파인힐하나유보라,11.833333333333334,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
서울역센트럴자이,84.9791,2022-08-01,20,37.5547800420518,126.964458224138,546.5467807347819,2022/08/20,1317.3,1,2,4,0,47,20,55,4,161.22384425777142,손기정체육공원입구,45.55555555555555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
청구e편한세상(임대),35.79,2022-11-01,9,37.5599601596254,127.015451019186,148.0705761514984,2022/11/09,1387.3,4,1,1,0,63,20,29,31,70.23484133934264,청구역,3.028993055555555,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
남산타운,59.94,2022-02-01,11,37.5471667734011,127.005677166122,153.7732236879109,2022/02/11,1196.0,10,1,0,1,30,13,28,6,38.78579684636771,버티고개,27.534722222222225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
남산타운(임대),32.76,2022-01-01,26,37.5471667734011,127.005677166122,153.7732236879109,2022/01/26,1197.8,10,1,0,1,30,13,28,6,38.78579684636771,버티고개,1.5130208333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
바비엥3,65.71,2022-07-01,18,37.563105962200495,126.969569549275,393.14874072626776,2022/07/18,1323.7,16,12,29,0,137,39,97,9,39.62660995075856,경찰청.동북아역사재단,30.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
중림동삼성사이버빌리지(임대,31.59,2022-06-01,20,37.5570525633417,126.964843753278,297.14149153187014,2022/06/20,1287.5,4,3,10,0,68,27,71,4,274.970024395487,종근당.충정로역,3.308125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
황학아크로타워,134.301,2022-02-01,14,37.5660419798503,127.021721835241,191.4923447599134,2022/02/14,1199.6,10,2,0,1,24,8,5,23,60.78809230054661,성동고등학교,51.354166666666664,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
남산타운,84.87999999999998,2022-09-01,10,37.5471667734011,127.005677166122,153.7732236879109,2022/09/10,1385.3,10,1,0,1,30,13,28,6,38.78579684636771,버티고개,30.097222222222218,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
약수하이츠,84.87999999999998,2022-01-01,15,37.5551915990934,127.016359379417,358.1312622656157,2022/01/15,1188.2,7,3,9,0,47,17,24,13,392.9343565790587,신당동대우푸르지오.금호여중,20.347222222222225,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
남산타운,84.87999999999998,2022-04-01,28,37.5471667734011,127.005677166122,153.7732236879109,2022/04/28,1263.1,10,1,0,1,30,13,28,6,38.78579684636771,버티고개,21.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
바비엥3,70.46,2022-08-01,12,37.563105962200495,126.969569549275,393.14874072626776,2022/08/12,1302.5,16,12,29,0,137,39,97,9,39.62660995075856,경찰청.동북아역사재단,30.69444444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
현대,83.97,2022-11-01,15,37.560504309545294,127.02297053804,642.5304144954268,2022/11/15,1320.3,3,0,1,0,27,9,13,16,145.0156737035655,금호베스트빌.래미안하이베르,21.736111111111114,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
래미안하이베르,84.84999999999998,2022-07-01,20,37.5610379790132,127.020985832433,524.9534945478343,2022/07/20,1314.9,7,0,1,0,44,15,23,27,264.0077328980435,동화동,24.208333333333332,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
남산타운,84.87999999999998,2022-05-01,17,37.5471667734011,127.005677166122,153.7732236879109,2022/05/17,1281.6,10,1,0,1,30,13,28,6,38.78579684636771,버티고개,33.81944444444445,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
래미안하이베르,59.74,2022-02-01,11,37.5610379790132,127.020985832433,524.9534945478343,2022/02/11,1196.0,7,0,1,0,44,15,23,27,264.0077328980435,동화동,24.86111111111111,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
남산타운,84.87999999999998,2022-02-01,4,37.5471667734011,127.005677166122,153.7732236879109,2022/02/04,1205.4,10,1,0,1,30,13,28,6,38.78579684636771,버티고개,16.208333333333332,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
리하우스(LEEHAUS),43.056,2022-06-01,29,37.5599142889134,126.966632465339,200.555682270846,2022/06/29,1284.9,10,3,15,0,102,32,89,7,114.02735679071988,한국경제신문사.서소문역사공원,13.597222222222221,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
래미안하이베르,59.95,2022-01-01,19,37.5610379790132,127.020985832433,524.9534945478343,2022/01/19,1188.9,7,0,1,0,44,15,23,27,264.0077328980435,동화동,17.01388888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
리마크빌동대문,24.25,2022-09-01,6,37.565794853643695,127.016623843671,58.061356897640906,2022/09/06,1369.7,10,5,0,10,43,14,17,31,187.3336720760136,신당역.중앙시장앞,13.680555555555555,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
오렌지카운티을지로,12.26,2022-10-01,8,37.5652276672427,127.001411116707,351.93310458901897,2022/10/08,1404.2,23,4,7,3,90,33,49,30,111.17973797505265,베이튼호텔,9.875,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
파크원빌,13.51,2022-04-01,26,37.560367072421,127.004543530031,173.3487208435671,2022/04/26,1247.1,16,6,13,5,87,29,50,29,101.49308138878293,장충동.동국대입구,9.875,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
남산타운,59.94,2022-05-01,15,37.5471667734011,127.005677166122,153.7732236879109,2022/05/15,1286.4,10,1,0,1,30,13,28,6,38.78579684636771,버티고개,20.548611111111114,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
약수역더시티,19.06,2022-04-01,12,37.5532054555858,127.010718554062,121.62177508889047,2022/04/12,1232.0,18,3,9,1,52,16,29,8,97.22627239547982,약수역,14.041666666666666,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
리하우스(LEEHAUS),43.056,2022-02-01,9,37.5599142889134,126.966632465339,200.555682270846,2022/02/09,1197.8,10,3,15,0,102,32,89,7,114.02735679071988,한국경제신문사.서소문역사공원,10.590277777777777,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
미주,117.73,2022-02-01,21,37.5562053858778,126.995997244096,580.3917112589625,2022/02/21,1196.4,4,6,17,0,122,37,56,13,363.719238624583,남산1호터널,23.42361111111111,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
(73-1),18.82,2022-03-01,4,37.56980153016272,127.019329304009,462.5655163555446,2022/03/04,1203.6,4,1,1,4,27,7,5,23,104.2561319628623,청계8가.영도교,9.340277777777777,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
롯데캐슬,59.94,2022-08-01,1,37.57081054646992,127.021463886656,533.615752338311,2022/08/01,1298.6,3,1,1,3,21,7,4,23,99.42774589932525,황학동롯데캐슬,28.472222222222225,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
남산SKLEADERSVIEW,145.79,2022-09-01,15,37.5591253443035,126.980603849217,219.1012691707696,2022/09/15,1391.7,38,9,21,6,163,50,119,11,184.96757304494523,남산3호터널.서울애니메이션센터,56.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
삼정아트테라스정동,22.4734,2022-03-01,11,37.5632510909133,126.972031493823,300.9137610337463,2022/03/11,1228.7,33,13,37,1,143,42,101,11,230.68420809566103,서소문KAL빌딩,22.534722222222225,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
더플레이스충정로,15.12,2022-01-01,22,37.558980785321,126.966068233101,169.5458754048524,2022/01/22,1190.4,10,4,16,0,90,31,86,5,152.21828755716365,종근당.충정로역,10.840277777777779,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
롯데캐슬,33.62,2022-09-01,13,37.57081054646992,127.021463886656,533.615752338311,2022/09/13,1381.2,3,1,1,3,21,7,4,23,99.42774589932525,황학동롯데캐슬,4.758333333333334,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
중림동삼성사이버빌리지(임대,31.59,2022-06-01,24,37.5570525633417,126.964843753278,297.14149153187014,2022/06/24,1300.7,4,3,10,0,68,27,71,4,274.970024395487,종근당.충정로역,3.1872222222222217,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
대우디오빌,73.86,2022-01-01,24,37.5550198699539,126.967199040035,300.47515523891445,2022/01/24,1193.6,2,2,10,0,69,27,69,4,106.44698287229602,손기정체육공원입구,25.069444444444443,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
삼성,114.91,2022-07-01,29,37.558535883830494,127.01844745293,472.8633597877952,2022/07/29,1304.0,2,0,1,0,55,17,24,29,25.03257628178961,신당동삼성아파트.금호여중,36.458333333333336,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
현대,66.6,2022-08-01,17,37.560504309545294,127.02297053804,642.5304144954268,2022/08/17,1309.6,3,0,1,0,27,9,13,16,145.0156737035655,금호베스트빌.래미안하이베르,20.416666666666668,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
약수(372-2796),65.02,2022-10-01,6,37.5537689317791,127.010805436782,67.60227851209639,2022/10/06,1419.1,19,3,9,1,54,20,30,10,75.75270809457467,약수역8번출구.신당사회복지관,15.416666666666666,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
남산타운,114.88,2022-07-01,25,37.5471667734011,127.005677166122,153.7732236879109,2022/07/25,1311.7,10,1,0,1,30,13,28,6,38.78579684636771,버티고개,37.770833333333336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
덕수궁롯데캐슬,31.7571,2022-11-01,24,37.5637084894676,126.970042986983,377.9433754112008,2022/11/24,1352.3,16,14,29,0,140,40,99,9,109.10882594405582,경찰청.동북아역사재단,21.284722222222218,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
리마크빌동대문,27.47,2022-03-01,3,37.565794853643695,127.016623843671,58.061356897640906,2022/03/03,1205.0,10,5,0,10,43,14,17,31,187.3336720760136,신당역.중앙시장앞,19.427083333333332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
리하우스(LEEHAUS),43.056,2022-09-01,19,37.5599142889134,126.966632465339,200.555682270846,2022/09/19,1394.2,10,3,15,0,102,32,89,7,114.02735679071988,한국경제신문사.서소문역사공원,14.638888888888888,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LIG서울역리가,84.98659999999998,2022-09-01,17,37.5562729792512,126.966882959987,421.6932281404668,2022/09/17,1394.2,7,3,15,0,74,30,74,4,168.61624434442572,서울의료보건고등학교.서울역서부,52.43055555555555,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
창성그린빌,63.74,2022-03-01,21,37.5701286820786,127.021415016888,522.9827756608207,2022/03/21,1211.1,3,1,1,3,22,7,4,23,167.20922225823793,황학동롯데캐슬,15.069444444444448,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
파크원빌,13.12,2022-02-01,19,37.560367072421,127.004543530031,173.3487208435671,2022/02/19,1197.1,16,6,13,5,87,29,50,29,101.49308138878293,장충동.동국대입구,10.173611111111109,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
약수역더시티,18.86,2022-09-01,15,37.5532054555858,127.010718554062,121.62177508889047,2022/09/15,1391.7,18,3,9,1,52,16,29,8,97.22627239547982,약수역,8.194444444444445,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
중림동삼성사이버빌리지(임대,31.59,2022-07-01,18,37.5570525633417,126.964843753278,297.14149153187014,2022/07/18,1323.7,4,3,10,0,68,27,71,4,274.970024395487,종근당.충정로역,2.1947916666666667,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
남산롯데캐슬아이리스,44.99,2022-03-01,4,37.5582247092319,126.981744459746,310.7749620679906,2022/03/04,1203.6,27,7,12,5,163,48,118,11,85.65990388873333,남산3호터널,37.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
남산타운,84.87999999999998,2022-08-01,5,37.5471667734011,127.005677166122,153.7732236879109,2022/08/05,1309.7,10,1,0,1,30,13,28,6,38.78579684636771,버티고개,30.27777777777777,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
롯데캐슬,33.62,2022-09-01,6,37.57081054646992,127.021463886656,533.615752338311,2022/09/06,1369.7,3,1,1,3,21,7,4,23,99.42774589932525,황학동롯데캐슬,4.758333333333334,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
래미안하이베르,59.95,2022-02-01,21,37.5610379790132,127.020985832433,524.9534945478343,2022/02/21,1196.4,7,0,1,0,44,15,23,27,264.0077328980435,동화동,17.847222222222225,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
청구e편한세상,59.89,2022-07-01,29,37.5599601596254,127.015451019186,148.0705761514984,2022/07/29,1304.0,4,1,1,0,63,20,29,31,70.23484133934264,청구역,32.395833333333336,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
덕수궁롯데캐슬,31.7571,2022-07-01,27,37.5637084894676,126.970042986983,377.9433754112008,2022/07/27,1310.0,16,14,29,0,140,40,99,9,109.10882594405582,경찰청.동북아역사재단,14.375,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
이지마루오장,14.49,2022-01-01,18,37.5643884715851,127.00195688803,301.609724702947,2022/01/18,1192.3,24,3,7,3,91,35,49,30,90.55520884320347,베이튼호텔,10.347222222222223,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
남산타운,59.94,2022-01-01,22,37.5471667734011,127.005677166122,153.7732236879109,2022/01/22,1190.4,10,1,0,1,30,13,28,6,38.78579684636771,버티고개,18.541666666666668,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
노블레스2,84.93,2022-06-01,7,37.549630663217,127.005273694994,238.7738491675192,2022/06/07,1241.1,10,2,0,1,35,14,37,6,199.08089827563205,송도병원앞,28.194444444444443,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
약수하이츠,57.63,2022-01-01,12,37.5551915990934,127.016359379417,358.1312622656157,2022/01/12,1195.2,7,3,9,0,47,17,24,13,392.9343565790587,신당동대우푸르지오.금호여중,9.895833333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
롯데캐슬,114.9,2022-08-01,4,37.57081054646992,127.021463886656,533.615752338311,2022/08/04,1310.5,3,1,1,3,21,7,4,23,99.42774589932525,황학동롯데캐슬,43.40277777777778,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
묵정,52.46,2022-04-01,2,37.5607074663453,127.000060665185,522.9444304920572,2022/04/02,1210.7,25,12,18,5,115,37,59,31,185.86417386132544,퇴계로5가,15.625,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
덕수궁롯데캐슬,56.2897,2022-04-01,1,37.5637084894676,126.970042986983,377.9433754112008,2022/04/01,1210.7,16,14,29,0,140,40,99,9,109.10882594405582,경찰청.동북아역사재단,33.791666666666664,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
신당파인힐하나유보라,30.2477,2022-08-01,22,37.5647799977176,127.024709957671,413.01287042336577,2022/08/22,1326.7,6,0,0,0,18,7,4,22,17.8702147977542,신당파인힐하나유보라,12.055555555555555,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
남산타운(임대),32.76,2022-07-01,20,37.5471667734011,127.005677166122,153.7732236879109,2022/07/20,1314.9,10,1,0,1,30,13,28,6,38.78579684636771,버티고개,2.9914583333333336,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
남산타운,84.87999999999998,2022-07-01,12,37.5471667734011,127.005677166122,153.7732236879109,2022/07/12,1300.6,10,1,0,1,30,13,28,6,38.78579684636771,버티고개,29.104166666666668,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
롯데캐슬,84.97,2022-01-01,18,37.57081054646992,127.021463886656,533.615752338311,2022/01/18,1192.3,3,1,1,3,21,7,4,23,99.42774589932525,황학동롯데캐슬,30.520833333333332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
서제빌딩,24.2,2022-01-01,20,37.5643899218959,127.001330851403,356.66310340976054,2022/01/20,1191.8,25,4,8,3,91,35,49,30,133.71080905767624,베이튼호텔,11.006944444444445,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
롯데캐슬,59.91,2022-10-01,1,37.57081054646992,127.021463886656,533.615752338311,2022/10/01,1434.8,3,1,1,3,21,7,4,23,99.42774589932525,황학동롯데캐슬,28.333333333333332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
충무로헤센스마트,21.04,2022-01-01,20,37.5613425706769,126.998598124335,399.4739356787322,2022/01/20,1191.8,17,7,15,1,117,36,52,32,166.95499565803877,퇴계로5가,15.173611111111114,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
순화동더샵,84.98999999999998,2022-04-01,4,37.5602669008102,126.972035325682,348.4606199556672,2022/04/04,1216.1,29,6,36,3,143,43,101,9,38.29151534777954,숭례문라마다&스위트호텔,40.050000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
