단지명,전용면적,보증금,월세,층,지하철역,지하철거리,500m음식점수,환율,1000m맛집,1000m문화공간,1000m문화재,1000m쇼핑,가장 가까운 버스정류장까지 거리(m),금리,보증금고려월세
약수하이츠,57.63,10000.0,110,5,신금호역,358.1312622656157,4,1199.4,47,17,24,13,392.9343565790587,1.25,120.41666666666669
aaa,56.43,5000.0,130,16,신당역,147.34851997175824,164,1199.4,42,14,17,30,121.06555380445334,1.25,135.20833333333334
래미안하이베르,84.98,58000.0,10,8,신당역,524.9534945478343,88,1199.4,44,15,23,27,264.0077328980435,1.25,70.41666666666666
삼성,59.97,5000.0,140,10,신금호역,472.8633597877952,20,1199.4,55,17,24,29,25.03257628178961,1.25,145.20833333333334
남산타운,84.87999999999998,30000.0,75,4,버티고개역,153.7732236879109,27,1199.4,30,13,28,6,38.78579684636771,1.25,106.25
현대,83.97,37000.0,50,14,신당역,642.5304144954268,81,1197.8,27,9,13,16,145.0156737035655,1.25,88.54166666666666
리하우스(LEEHAUS),33.997,10000.0,56,5,충정로(경기대입구)역,200.555682270846,159,1197.8,102,32,89,7,114.02735679071988,1.25,66.41666666666667
더플레이스충정로,19.95,1000.0,70,4,충정로(경기대입구)역,169.5458754048524,129,1197.8,90,31,86,5,152.21828755716365,1.25,71.04166666666667
리하우스(LEEHAUS),43.056,13000.0,50,1,충정로(경기대입구)역,200.555682270846,159,1197.8,102,32,89,7,114.02735679071988,1.25,63.54166666666666
더플레이스충정로,17.68,1000.0,69,5,충정로(경기대입구)역,169.5458754048524,129,1197.8,90,31,86,5,152.21828755716365,1.25,70.04166666666667
LIG서울역리가,84.98659999999998,60000.0,80,4,서울역,421.6932281404668,121,1197.8,74,30,74,4,168.61624434442572,1.25,142.5
신당역솔하임,14.15,1000.0,75,14,신당역,145.27071583729386,76,1197.8,30,13,13,27,46.48836952902109,1.25,76.04166666666667
청구e편한세상,84.95999999999998,25000.0,150,4,청구역,148.0705761514984,96,1197.8,63,20,29,31,70.23484133934264,1.25,176.04166666666666
리하우스(LEEHAUS),43.056,10000.0,72,6,충정로(경기대입구)역,200.555682270846,159,1197.8,102,32,89,7,114.02735679071988,1.25,82.41666666666667
경서,37.69,4000.0,60,6,회현(남대문시장)역,200.50226241997623,299,1196.0,152,47,109,9,87.83506493158505,1.25,64.16666666666667
약수하이츠,32.67,2775.0,4,2,신금호역,358.1312622656157,4,1196.0,47,17,24,13,392.9343565790587,1.25,6.890625
바비엥3,70.81,2000.0,170,14,서대문역,393.14874072626776,181,1196.0,137,39,97,9,39.62660995075856,1.25,172.08333333333334
남산타운,114.88,65000.0,90,17,버티고개역,153.7732236879109,27,1196.0,30,13,28,6,38.78579684636771,1.25,157.70833333333331
파크원빌,13.51,1000.0,60,5,동대입구역,173.3487208435671,123,1196.0,87,29,50,29,101.49308138878293,1.25,61.04166666666666
오렌지카운티을지로,24.19,5000.0,75,8,을지로4가역,351.93310458901897,273,1196.0,90,33,49,30,111.17973797505265,1.25,80.20833333333333
래미안하이베르,84.84999999999998,3000.0,260,12,신당역,524.9534945478343,88,1196.0,44,15,23,27,264.0077328980435,1.25,263.125
현대,79.11,15000.0,120,4,신당역,642.5304144954268,81,1196.0,27,9,13,16,145.0156737035655,1.25,135.625
브라운스톤(355-0),84.878,3000.0,320,32,충정로(경기대입구)역,361.7916452355358,217,1196.0,120,35,90,8,23.8510160033185,1.25,323.125
신당파인힐하나유보라,30.4927,4000.0,73,8,상왕십리역,413.01287042336577,8,1196.0,18,7,4,22,17.8702147977542,1.25,77.16666666666667
롯데캐슬,59.94,10000.0,140,15,신설동역,533.615752338311,40,1196.0,21,7,4,23,99.42774589932525,1.25,150.41666666666666
남산타운,59.94,5000.0,160,16,버티고개역,153.7732236879109,27,1196.0,30,13,28,6,38.78579684636771,1.25,165.20833333333334
래미안하이베르,59.74,28000.0,120,10,신당역,524.9534945478343,88,1196.0,44,15,23,27,264.0077328980435,1.25,149.16666666666666
청구e편한세상,84.95999999999998,38500.0,100,6,청구역,148.0705761514984,96,1196.0,63,20,29,31,70.23484133934264,1.25,140.10416666666666
서울역한라비발디센트럴,84.9774,60000.0,65,11,서울역,376.5303456813306,89,1196.0,67,24,65,4,37.0031250698845,1.25,127.5
덕수궁롯데캐슬,117.7748,12000.0,300,22,서대문역,377.9433754112008,173,1196.0,140,40,99,9,109.10882594405582,1.25,312.5
서울역한라비발디센트럴,71.9832,53000.0,60,4,서울역,376.5303456813306,89,1196.0,67,24,65,4,37.0031250698845,1.25,115.20833333333334
더플레이스충정로,13.36,1000.0,62,6,충정로(경기대입구)역,169.5458754048524,129,1196.0,90,31,86,5,152.21828755716365,1.25,63.04166666666666
브라운스톤(355-0),117.742,65000.0,90,33,충정로(경기대입구)역,361.7916452355358,217,1196.0,120,35,90,8,23.8510160033185,1.25,157.70833333333331
브라운스톤(355-0),117.742,65000.0,90,33,충정로(경기대입구)역,361.7916452355358,217,1196.0,120,35,90,8,23.8510160033185,1.25,157.70833333333331
롯데캐슬,59.91,5000.0,160,26,신설동역,533.615752338311,40,1196.0,21,7,4,23,99.42774589932525,1.25,165.20833333333334
약수하이츠,57.63,5000.0,116,11,신금호역,358.1312622656157,4,1196.0,47,17,24,13,392.9343565790587,1.25,121.20833333333331
현대,66.6,20000.0,100,14,신당역,642.5304144954268,81,1196.0,27,9,13,16,145.0156737035655,1.25,120.83333333333331
충무로엘크루메크로시티2,22.75,1000.0,73,7,을지로4가역,403.946236658601,207,1196.0,101,37,51,31,72.19381704190464,1.25,74.04166666666667
남산타운,59.94,9000.0,96,17,버티고개역,153.7732236879109,27,1196.0,30,13,28,6,38.78579684636771,1.25,105.375
남산센트럴자이,82.41299999999998,50000.0,110,12,충무로역,352.7013286255665,229,1196.0,104,36,55,33,129.0802746938073,1.25,162.08333333333334
청구e편한세상,84.95999999999998,50000.0,100,11,청구역,148.0705761514984,96,1196.0,63,20,29,31,70.23484133934264,1.25,152.08333333333334
서울역한라비발디센트럴,71.9832,40000.0,76,5,서울역,376.5303456813306,89,1196.0,67,24,65,4,37.0031250698845,1.25,117.66666666666666
(73-1),19.5,500.0,50,7,신당역,462.5655163555446,106,1196.0,27,7,5,23,104.2561319628623,1.25,50.520833333333336
서울역한라비발디센트럴,84.9774,55000.0,49,6,서울역,376.5303456813306,89,1196.0,67,24,65,4,37.0031250698845,1.25,106.29166666666666
한진해모로,27.27,866.0,12,3,상왕십리역,329.285131747168,1,1199.6,18,7,4,16,155.76315185597636,1.25,12.902083333333334
남산센트럴자이,80.473,5000.0,300,11,충무로역,352.7013286255665,229,1199.6,104,36,55,33,129.0802746938073,1.25,305.2083333333333
황학아크로타워,134.301,3000.0,305,11,신당역,191.4923447599134,76,1199.6,24,8,5,23,60.78809230054661,1.25,308.125
파크원빌,13.51,1000.0,60,4,동대입구역,173.3487208435671,123,1199.6,87,29,50,29,101.49308138878293,1.25,61.04166666666666
롯데캐슬,84.89,6000.0,168,30,신설동역,533.615752338311,40,1199.6,21,7,4,23,99.42774589932525,1.25,174.25
약수하이츠,57.63,33000.0,28,1,신금호역,358.1312622656157,4,1199.6,47,17,24,13,392.9343565790587,1.25,62.375
남산타운,84.87999999999998,10000.0,157,6,버티고개역,153.7732236879109,27,1199.6,30,13,28,6,38.78579684636771,1.25,167.41666666666666
황학아크로타워,134.301,3000.0,305,11,신당역,191.4923447599134,76,1199.6,24,8,5,23,60.78809230054661,1.25,308.125
리하우스(LEEHAUS),30.357,10000.0,56,10,충정로(경기대입구)역,200.555682270846,159,1198.3,102,32,89,7,114.02735679071988,1.25,66.41666666666667
성요셉,68.0,12000.0,25,6,충정로(경기대입구)역,251.4961266826327,184,1198.3,110,33,89,7,89.58760208287616,1.25,37.5
동대문솔하임,19.67,1000.0,90,18,신당역,174.3397765958725,165,1198.3,42,14,17,30,87.4723582497348,1.25,91.04166666666669
더플레이스충정로,15.12,1000.0,64,3,충정로(경기대입구)역,169.5458754048524,129,1198.5,90,31,86,5,152.21828755716365,1.25,65.04166666666667
약수하이츠,84.87999999999998,48000.0,38,1,신금호역,358.1312622656157,4,1198.5,47,17,24,13,392.9343565790587,1.25,88.0
묵정,52.46,5000.0,80,7,동대입구역,522.9444304920572,186,1196.9,115,37,59,31,185.86417386132544,1.25,85.20833333333333
파크원빌,13.51,1000.0,60,4,동대입구역,173.3487208435671,123,1196.9,87,29,50,29,101.49308138878293,1.25,61.04166666666666
서울역한라비발디센트럴,84.9774,30000.0,130,8,서울역,376.5303456813306,89,1196.9,67,24,65,4,37.0031250698845,1.25,161.25
약수하이츠,84.87999999999998,55000.0,7,4,신금호역,358.1312622656157,4,1196.9,47,17,24,13,392.9343565790587,1.25,64.29166666666666
남산타운,59.94,4000.0,160,7,버티고개역,153.7732236879109,27,1196.9,30,13,28,6,38.78579684636771,1.25,164.16666666666666
남산타운,59.94,5000.0,160,15,버티고개역,153.7732236879109,27,1196.9,30,13,28,6,38.78579684636771,1.25,165.20833333333334
리하우스(LEEHAUS),43.056,10000.0,67,8,충정로(경기대입구)역,200.555682270846,159,1196.9,102,32,89,7,114.02735679071988,1.25,77.41666666666667
서제빌딩,21.45,1000.0,60,11,동대문역사문화공원역,356.66310340976054,272,1196.9,91,35,49,30,133.71080905767624,1.25,61.04166666666666
서울역센트럴자이,84.97199999999998,70000.0,30,12,충정로(경기대입구)역,546.5467807347819,101,1197.1,47,20,55,4,161.22384425777142,1.25,102.91666666666669
서울역센트럴자이,84.97199999999998,10000.0,232,12,충정로(경기대입구)역,546.5467807347819,101,1197.1,47,20,55,4,161.22384425777142,1.25,242.41666666666663
약수하이츠,57.63,8000.0,127,12,신금호역,358.1312622656157,4,1197.1,47,17,24,13,392.9343565790587,1.25,135.33333333333334
삼정아트테라스정동,14.2664,10000.0,43,8,시청역,300.9137610337463,514,1197.1,143,42,101,11,230.68420809566103,1.25,53.41666666666666
신성아파트,42.31,1000.0,60,7,충무로역,280.85980054223285,233,1197.1,131,36,71,27,177.86168819127246,1.25,61.04166666666666
남산센트럴자이,114.84,75000.0,120,6,충무로역,352.7013286255665,229,1197.1,104,36,55,33,129.0802746938073,1.25,198.125
청구e편한세상,84.95,20000.0,200,12,청구역,148.0705761514984,96,1197.1,63,20,29,31,70.23484133934264,1.25,220.83333333333331
남산타운,59.94,35000.0,75,13,버티고개역,153.7732236879109,27,1197.1,30,13,28,6,38.78579684636771,1.25,111.45833333333334
신당역솔하임,14.08,7000.0,45,16,신당역,145.27071583729386,76,1197.1,30,13,13,27,46.48836952902109,1.25,52.29166666666666
바비엥3,65.71,2000.0,200,15,서대문역,393.14874072626776,181,1197.1,137,39,97,9,39.62660995075856,1.25,202.08333333333331
삼성사이버빌리지,84.93,52500.0,20,2,충정로(경기대입구)역,86.42285253868776,90,1197.1,73,29,74,4,66.59799483216813,1.25,74.6875
파크원빌,13.12,1000.0,60,5,동대입구역,173.3487208435671,123,1197.1,87,29,50,29,101.49308138878293,1.25,61.04166666666666
청구e편한세상,84.95,20000.0,200,12,청구역,148.0705761514984,96,1197.1,63,20,29,31,70.23484133934264,1.25,220.83333333333331
롯데캐슬,84.89,30000.0,150,21,신설동역,533.615752338311,40,1197.1,21,7,4,23,99.42774589932525,1.25,181.25
묵정,52.46,3000.0,90,3,동대입구역,522.9444304920572,186,1197.1,115,37,59,31,185.86417386132544,1.25,93.125
신당KCC스위첸,59.7807,50000.0,50,13,상왕십리역,442.77682315529216,7,1197.1,18,7,4,16,120.54082585276144,1.25,102.08333333333334
청구e편한세상,84.95999999999998,5000.0,270,12,청구역,148.0705761514984,96,1197.1,63,20,29,31,70.23484133934264,1.25,275.2083333333333
오렌지카운티을지로,12.26,500.0,58,9,을지로4가역,351.93310458901897,273,1197.1,90,33,49,30,111.17973797505265,1.25,58.520833333333336
롯데캐슬,59.91,3000.0,152,8,신설동역,533.615752338311,40,1197.1,21,7,4,23,99.42774589932525,1.25,155.125
롯데캐슬,84.89,30000.0,150,21,신설동역,533.615752338311,40,1197.1,21,7,4,23,99.42774589932525,1.25,181.25
서울역센트럴자이,84.9918,10000.0,340,24,충정로(경기대입구)역,546.5467807347819,101,1197.1,47,20,55,4,161.22384425777142,1.25,350.4166666666667
황학아크로타워,134.301,10000.0,288,11,신당역,191.4923447599134,76,1197.1,24,8,5,23,60.78809230054661,1.25,298.4166666666667
삼성,59.98,25000.0,85,6,신금호역,472.8633597877952,20,1197.1,55,17,24,29,25.03257628178961,1.25,111.04166666666669
래미안하이베르(임대),37.54,3017.0,18,7,신당역,524.9534945478343,88,1196.4,44,15,23,27,264.0077328980435,1.25,21.14270833333333
미주,117.73,13000.0,127,5,충무로역,580.3917112589625,170,1196.4,122,37,56,13,363.719238624583,1.25,140.54166666666666
래미안하이베르,59.95,50000.0,55,8,신당역,524.9534945478343,88,1196.4,44,15,23,27,264.0077328980435,1.25,107.08333333333334
황학동코아루,84.94,5000.0,170,13,신당역,281.09224807306543,77,1196.4,24,8,4,23,82.61857382160969,1.25,175.20833333333334
aaa,75.45,5000.0,160,12,신당역,147.34851997175824,164,1196.4,42,14,17,30,121.06555380445334,1.25,165.20833333333334
더플레이스충정로,22.67,1000.0,75,2,충정로(경기대입구)역,169.5458754048524,129,1196.4,90,31,86,5,152.21828755716365,1.25,76.04166666666667
리하우스(LEEHAUS),33.997,10000.0,56,3,충정로(경기대입구)역,200.555682270846,159,1194.6,102,32,89,7,114.02735679071988,1.25,66.41666666666667
서제빌딩,21.45,1000.0,60,10,동대문역사문화공원역,356.66310340976054,272,1194.6,91,35,49,30,133.71080905767624,1.25,61.04166666666666
서울역한라비발디센트럴,84.9774,10000.0,195,12,서울역,376.5303456813306,89,1194.6,67,24,65,4,37.0031250698845,1.25,205.41666666666663
삼성사이버빌리지,59.7,45000.0,50,1,충정로(경기대입구)역,86.42285253868776,90,1194.6,73,29,74,4,66.59799483216813,1.25,96.875
현대,79.11,6000.0,150,13,신당역,642.5304144954268,81,1194.6,27,9,13,16,145.0156737035655,1.25,156.25
남산센트럴자이,80.473,58000.0,30,19,충무로역,352.7013286255665,229,1194.6,104,36,55,33,129.0802746938073,1.25,90.41666666666666
삼성사이버빌리지,59.7,45000.0,50,1,충정로(경기대입구)역,86.42285253868776,90,1194.6,73,29,74,4,66.59799483216813,1.25,96.875
오렌지카운티을지로,15.79,1000.0,75,15,을지로4가역,351.93310458901897,273,1194.7,90,33,49,30,111.17973797505265,1.25,76.04166666666667
롯데캐슬,59.94,42000.0,20,33,신설동역,533.615752338311,40,1194.7,21,7,4,23,99.42774589932525,1.25,63.75
별장,62.81,10000.0,15,2,회현(남대문시장)역,442.7292649378695,292,1194.7,154,44,108,11,152.72908374178917,1.25,25.416666666666664
삼성사이버빌리지,84.93,56000.0,6,8,충정로(경기대입구)역,86.42285253868776,90,1194.7,73,29,74,4,66.59799483216813,1.25,64.33333333333334
현대,139.275,50000.0,15,1,신당역,642.5304144954268,81,1192.1,27,9,13,16,145.0156737035655,1.25,67.08333333333334
서울역센트럴자이,59.9707,47000.0,55,3,충정로(경기대입구)역,546.5467807347819,101,1192.1,47,20,55,4,161.22384425777142,1.25,103.95833333333334
한양I-Class,16.37,1000.0,60,15,신당역,363.603136827756,77,1199.4,23,7,4,23,29.19137096272764,1.25,61.04166666666666
남산롯데캐슬아이리스,44.99,2000.0,220,20,회현(남대문시장)역,310.7749620679906,333,1199.4,163,48,118,11,85.65990388873333,1.25,222.08333333333331
남산롯데캐슬아이리스,44.99,2000.0,220,20,회현(남대문시장)역,310.7749620679906,333,1199.4,163,48,118,11,85.65990388873333,1.25,222.08333333333331
현대,66.6,3000.0,110,6,신당역,642.5304144954268,81,1199.4,27,9,13,16,145.0156737035655,1.25,113.125
파크원빌,13.51,1000.0,60,5,동대입구역,173.3487208435671,123,1199.4,87,29,50,29,101.49308138878293,1.25,61.04166666666666
약수하이츠,57.63,25000.0,50,20,신금호역,358.1312622656157,4,1199.4,47,17,24,13,392.9343565790587,1.25,76.04166666666667
롯데캐슬,59.94,20000.0,130,25,신설동역,533.615752338311,40,1199.4,21,7,4,23,99.42774589932525,1.25,150.83333333333334
청계랜드힐아파트,50.06,2000.0,125,7,신당역,493.43284786167294,105,1199.4,23,7,4,23,197.67966177367128,1.25,127.08333333333331
서울역한라비발디센트럴,84.9774,45000.0,100,4,서울역,376.5303456813306,89,1199.4,67,24,65,4,37.0031250698845,1.25,146.875
동대문와이즈캐슬,15.55,1000.0,60,9,신당역,76.31378679879745,159,1199.4,52,17,26,31,102.6009616168716,1.25,61.04166666666666
남산타운,59.94,50000.0,25,1,버티고개역,153.7732236879109,27,1199.4,30,13,28,6,38.78579684636771,1.25,77.08333333333334
롯데캐슬,59.91,40000.0,60,29,신설동역,533.615752338311,40,1199.4,21,7,4,23,99.42774589932525,1.25,101.66666666666666
현대,79.11,37000.0,40,1,신당역,642.5304144954268,81,1199.4,27,9,13,16,145.0156737035655,1.25,78.54166666666666
서울역센트럴자이,84.97199999999998,10000.0,270,17,충정로(경기대입구)역,546.5467807347819,101,1199.4,47,20,55,4,161.22384425777142,1.25,280.4166666666667
남산타운,114.88,61000.0,6,11,버티고개역,153.7732236879109,27,1202.7,30,13,28,6,38.78579684636771,1.25,69.54166666666666
삼정아트테라스정동,32.0134,20000.0,45,2,시청역,300.9137610337463,514,1202.7,143,42,101,11,230.68420809566103,1.25,65.83333333333333
남산롯데캐슬아이리스,44.99,3000.0,220,13,회현(남대문시장)역,310.7749620679906,333,1202.7,163,48,118,11,85.65990388873333,1.25,223.125
서울역센트럴자이,72.99649999999998,50000.0,100,6,충정로(경기대입구)역,546.5467807347819,101,1202.7,47,20,55,4,161.22384425777142,1.25,152.08333333333334
약수하이츠,84.87999999999998,20000.0,118,2,신금호역,358.1312622656157,4,1202.7,47,17,24,13,392.9343565790587,1.25,138.83333333333334
삼정아트테라스정동,32.0134,20000.0,45,2,시청역,300.9137610337463,514,1202.7,143,42,101,11,230.68420809566103,1.25,65.83333333333333
서울역센트럴자이,59.943,20000.0,170,4,충정로(경기대입구)역,546.5467807347819,101,1202.7,47,20,55,4,161.22384425777142,1.25,190.83333333333331
진양상가,71.93,2000.0,100,11,충무로역,197.7903468724876,213,1202.7,129,37,71,25,65.48284525938637,1.25,102.08333333333331
남산롯데캐슬아이리스,44.99,3000.0,120,17,회현(남대문시장)역,310.7749620679906,333,1202.7,163,48,118,11,85.65990388873333,1.25,123.125
현대,83.97,20000.0,55,13,신당역,642.5304144954268,81,1202.7,27,9,13,16,145.0156737035655,1.25,75.83333333333333
동대문솔하임,19.67,1000.0,85,16,신당역,174.3397765958725,165,1202.7,42,14,17,30,87.4723582497348,1.25,86.04166666666667
약수하이츠,65.37,28100.0,45,6,신금호역,358.1312622656157,4,1202.7,47,17,24,13,392.9343565790587,1.25,74.27083333333333
남산타운,59.94,2000.0,142,4,버티고개역,153.7732236879109,27,1202.7,30,13,28,6,38.78579684636771,1.25,144.08333333333334
약수하이츠,65.37,28100.0,45,6,신금호역,358.1312622656157,4,1202.7,47,17,24,13,392.9343565790587,1.25,74.27083333333333
남산타운,84.87999999999998,20000.0,180,6,버티고개역,153.7732236879109,27,1205.6,30,13,28,6,38.78579684636771,1.25,200.83333333333331
LIG서울역리가,84.98659999999998,40000.0,81,12,서울역,421.6932281404668,121,1205.6,74,30,74,4,168.61624434442572,1.25,122.66666666666666
묵정,52.46,2000.0,80,1,동대입구역,522.9444304920572,186,1205.6,115,37,59,31,185.86417386132544,1.25,82.08333333333333
(1546-0),29.35,1000.0,95,7,신당역,422.9698894703928,103,1205.6,24,7,4,23,250.4883137702421,1.25,96.04166666666669
삼성,84.95999999999998,5000.0,140,12,신금호역,472.8633597877952,20,1205.0,55,17,24,29,25.03257628178961,1.25,145.20833333333334
리마크빌동대문,27.47,1500.0,115,15,신당역,58.061356897640906,140,1205.0,43,14,17,31,187.3336720760136,1.25,116.5625
청구e편한세상(임대),35.79,2799.0,16,5,청구역,148.0705761514984,96,1205.0,63,20,29,31,70.23484133934264,1.25,18.915625
삼성,59.97,20000.0,76,4,신금호역,472.8633597877952,20,1203.6,55,17,24,29,25.03257628178961,1.25,96.83333333333331
남산롯데캐슬아이리스,44.99,3000.0,220,21,회현(남대문시장)역,310.7749620679906,333,1203.6,163,48,118,11,85.65990388873333,1.25,223.125
현대,83.97,20000.0,130,14,신당역,642.5304144954268,81,1203.6,27,9,13,16,145.0156737035655,1.25,150.83333333333334
(73-1),18.82,1000.0,55,4,신당역,462.5655163555446,106,1203.6,27,7,5,23,104.2561319628623,1.25,56.04166666666666
삼성사이버빌리지,114.77,40000.0,160,17,충정로(경기대입구)역,86.42285253868776,90,1203.6,73,29,74,4,66.59799483216813,1.25,201.66666666666663
(340-127),16.64,3000.0,25,9,약수역,208.5619824879092,95,1203.6,62,20,30,29,97.74350362675004,1.25,28.125
현대,83.97,20000.0,130,7,신당역,642.5304144954268,81,1203.6,27,9,13,16,145.0156737035655,1.25,150.83333333333334
롯데캐슬,84.89,8000.0,147,20,신설동역,533.615752338311,40,1203.6,21,7,4,23,99.42774589932525,1.25,155.33333333333334
삼성,59.98,20000.0,80,4,신금호역,472.8633597877952,20,1203.6,55,17,24,29,25.03257628178961,1.25,100.83333333333331
서울역한라비발디센트럴,71.9832,4000.0,135,10,서울역,376.5303456813306,89,1203.6,67,24,65,4,37.0031250698845,1.25,139.16666666666666
약수하이츠,57.63,5000.0,118,16,신금호역,358.1312622656157,4,1211.5,47,17,24,13,392.9343565790587,1.25,123.20833333333331
약수하이츠,57.63,20000.0,80,1,신금호역,358.1312622656157,4,1211.5,47,17,24,13,392.9343565790587,1.25,100.83333333333331
그랜드힐오피스텔,24.15,1000.0,70,11,동묘앞역,345.5497230278093,59,1211.5,30,7,5,23,50.90037698917935,1.25,71.04166666666667
남산타운,59.94,3000.0,137,13,버티고개역,153.7732236879109,27,1225.4,30,13,28,6,38.78579684636771,1.25,140.125
삼성V아파트A동,71.7,10000.0,100,5,청구역,201.17647239941783,119,1225.4,63,19,26,31,115.75278683750209,1.25,110.41666666666669
신당파인힐하나유보라,24.3931,1000.0,71,13,상왕십리역,413.01287042336577,8,1225.4,18,7,4,22,17.8702147977542,1.25,72.04166666666667
동대문와이즈캐슬,15.55,1000.0,60,11,신당역,76.31378679879745,159,1225.4,52,17,26,31,102.6009616168716,1.25,61.04166666666666
롯데캐슬,59.91,5000.0,160,14,신설동역,533.615752338311,40,1225.4,21,7,4,23,99.42774589932525,1.25,165.20833333333334
정동,46.26,20000.0,22,3,서대문역,364.0627756190722,141,1225.4,137,40,96,9,216.7067166152293,1.25,42.83333333333333
남산타운,59.94,4000.0,127,15,버티고개역,153.7732236879109,27,1225.4,30,13,28,6,38.78579684636771,1.25,131.16666666666666
남산롯데캐슬아이리스,103.49,4032.0,336,8,회현(남대문시장)역,310.7749620679906,333,1225.4,163,48,118,11,85.65990388873333,1.25,340.2
약수하이츠,57.63,3000.0,160,12,신금호역,358.1312622656157,4,1225.4,47,17,24,13,392.9343565790587,1.25,163.125
경서,35.85,2000.0,50,5,회현(남대문시장)역,200.50226241997623,299,1234.5,152,47,109,9,87.83506493158505,1.25,52.083333333333336
충무로엘크루메크로시티2,35.55,2000.0,120,14,을지로4가역,403.946236658601,207,1234.5,101,37,51,31,72.19381704190464,1.25,122.08333333333331
LIG서울역리가,84.98659999999998,30000.0,160,8,서울역,421.6932281404668,121,1228.7,74,30,74,4,168.61624434442572,1.25,191.25
파크원빌,20.01,1000.0,70,3,동대입구역,173.3487208435671,123,1228.7,87,29,50,29,101.49308138878293,1.25,71.04166666666667
삼정아트테라스정동,22.4734,5000.0,130,5,시청역,300.9137610337463,514,1228.7,143,42,101,11,230.68420809566103,1.25,135.20833333333334
현대,66.6,5000.0,140,10,신당역,642.5304144954268,81,1228.7,27,9,13,16,145.0156737035655,1.25,145.20833333333334
삼정아트테라스정동,22.4734,5000.0,130,5,시청역,300.9137610337463,514,1228.7,143,42,101,11,230.68420809566103,1.25,135.20833333333334
대우디오빌,73.86,30000.0,100,13,서울역,300.47515523891445,91,1228.7,69,27,69,4,106.44698287229602,1.25,131.25
이지마루오장,24.66,2000.0,115,15,동대문역사문화공원역,301.609724702947,262,1228.7,91,35,49,30,90.55520884320347,1.25,117.08333333333331
삼정아트테라스정동,17.7034,5000.0,100,7,시청역,300.9137610337463,514,1228.7,143,42,101,11,230.68420809566103,1.25,105.20833333333331
삼성,84.95999999999998,15000.0,160,1,신금호역,472.8633597877952,20,1228.7,55,17,24,29,25.03257628178961,1.25,175.625
남산타운,114.88,35000.0,140,2,버티고개역,153.7732236879109,27,1228.7,30,13,28,6,38.78579684636771,1.25,176.45833333333334
롯데캐슬,84.97,5000.0,170,22,신설동역,533.615752338311,40,1228.7,21,7,4,23,99.42774589932525,1.25,175.20833333333334
남산타운,114.88,35000.0,140,2,버티고개역,153.7732236879109,27,1228.7,30,13,28,6,38.78579684636771,1.25,176.45833333333334
약수하이츠,84.87999999999998,5000.0,158,19,신금호역,358.1312622656157,4,1228.7,47,17,24,13,392.9343565790587,1.25,163.20833333333334
(73-1),19.5,1000.0,48,6,신당역,462.5655163555446,106,1228.7,27,7,5,23,104.2561319628623,1.25,49.04166666666666
도현블랑빌,98.39,30000.0,130,4,버티고개역,78.00896248659576,27,1228.7,30,13,29,6,29.039025529547025,1.25,161.25
신당역솔하임,18.63,1000.0,90,16,신당역,145.27071583729386,76,1228.7,30,13,13,27,46.48836952902109,1.25,91.04166666666669
신성아파트,49.22,8520.0,15,9,충무로역,280.85980054223285,233,1228.7,131,36,71,27,177.86168819127246,1.25,23.875
동대문와이즈캐슬,15.55,1000.0,65,9,신당역,76.31378679879745,159,1228.7,52,17,26,31,102.6009616168716,1.25,66.04166666666667
서울역센트럴자이,59.943,5000.0,184,9,충정로(경기대입구)역,546.5467807347819,101,1228.7,47,20,55,4,161.22384425777142,1.25,189.20833333333331
충무로헤센스마트,40.65,2000.0,120,4,충무로역,399.4739356787322,226,1232.4,117,36,52,32,166.95499565803877,1.25,122.08333333333331
남산타운,59.94,3000.0,160,18,버티고개역,153.7732236879109,27,1232.4,30,13,28,6,38.78579684636771,1.25,163.125
약수하이츠,57.63,30000.0,40,13,신금호역,358.1312622656157,4,1232.4,47,17,24,13,392.9343565790587,1.25,71.25
롯데캐슬,59.94,3000.0,158,10,신설동역,533.615752338311,40,1232.4,21,7,4,23,99.42774589932525,1.25,161.125
약수하이츠,57.63,5000.0,130,5,신금호역,358.1312622656157,4,1232.4,47,17,24,13,392.9343565790587,1.25,135.20833333333334
덕수궁롯데캐슬,69.5135,2000.0,330,6,서대문역,377.9433754112008,173,1232.4,140,40,99,9,109.10882594405582,1.25,332.0833333333333
오렌지카운티을지로,15.79,3650.0,14,14,을지로4가역,351.93310458901897,273,1232.4,90,33,49,30,111.17973797505265,1.25,17.802083333333332
남산타운,114.88,73000.0,35,13,버티고개역,153.7732236879109,27,1238.6,30,13,28,6,38.78579684636771,1.25,111.04166666666669
래미안하이베르,59.95,15000.0,160,13,신당역,524.9534945478343,88,1238.6,44,15,23,27,264.0077328980435,1.25,175.625
약수하이츠,84.87999999999998,15000.0,170,8,신금호역,358.1312622656157,4,1238.6,47,17,24,13,392.9343565790587,1.25,185.625
서제빌딩,21.45,1000.0,60,5,동대문역사문화공원역,356.66310340976054,272,1241.7,91,35,49,30,133.71080905767624,1.25,61.04166666666666
삼성,114.91,50000.0,35,11,신금호역,472.8633597877952,20,1241.7,55,17,24,29,25.03257628178961,1.25,87.08333333333334
청구e편한세상(임대),35.79,2799.0,16,7,청구역,148.0705761514984,96,1240.4,63,20,29,31,70.23484133934264,1.25,18.915625
남산타운,114.88,65000.0,70,2,버티고개역,153.7732236879109,27,1240.4,30,13,28,6,38.78579684636771,1.25,137.70833333333331
