단지명,전용면적,보증금,월세,층,지하철역,지하철거리,500m음식점수,환율,1000m맛집,1000m문화공간,1000m문화재,1000m쇼핑,가장 가까운 버스정류장까지 거리(m),금리,보증금고려월세
삼정아트테라스정동,13.8874,7000.0,50,7,시청역,300.9137610337463,514,1190.4,143,42,101,11,230.68420809566103,1.25,57.29166666666666
약수하이츠,84.87999999999998,10000.0,145,4,신금호역,358.1312622656157,4,1190.4,47,17,24,13,392.9343565790587,1.25,155.41666666666666
약수하이츠,57.63,10000.0,105,8,신금호역,358.1312622656157,4,1190.4,47,17,24,13,392.9343565790587,1.25,115.41666666666669
서울역한라비발디센트럴,71.9832,5000.0,200,12,서울역,376.5303456813306,89,1190.4,67,24,65,4,37.0031250698845,1.25,205.20833333333331
남산타운,59.94,30000.0,80,2,버티고개역,153.7732236879109,27,1190.4,30,13,28,6,38.78579684636771,1.25,111.25
남산타운,84.87999999999998,50000.0,100,10,버티고개역,153.7732236879109,27,1190.4,30,13,28,6,38.78579684636771,1.25,152.08333333333334
파크원빌,13.51,1000.0,60,7,동대입구역,173.3487208435671,123,1190.4,87,29,50,29,101.49308138878293,1.25,61.04166666666666
더플레이스충정로,15.12,1000.0,64,2,충정로(경기대입구)역,169.5458754048524,129,1190.4,90,31,86,5,152.21828755716365,1.25,65.04166666666667
서울역센트럴자이,59.943,40000.0,150,13,충정로(경기대입구)역,546.5467807347819,101,1193.6,47,20,55,4,161.22384425777142,1.25,191.66666666666663
리마크빌동대문,24.96,1000.0,90,11,신당역,58.061356897640906,140,1193.6,43,14,17,31,187.3336720760136,1.25,91.04166666666669
신당아르브,18.08,3000.0,55,5,신당역,335.5910715414943,76,1193.6,24,8,4,23,71.16580967699376,1.25,58.125
서울역센트럴자이,59.943,40000.0,150,13,충정로(경기대입구)역,546.5467807347819,101,1193.6,47,20,55,4,161.22384425777142,1.25,191.66666666666663
대우디오빌,73.86,10000.0,140,10,서울역,300.47515523891445,91,1193.6,69,27,69,4,106.44698287229602,1.25,150.41666666666666
약수하이츠,84.87999999999998,5000.0,180,11,신금호역,358.1312622656157,4,1194.2,47,17,24,13,392.9343565790587,1.25,185.20833333333331
청구e편한세상,84.95999999999998,40000.0,120,5,청구역,148.0705761514984,96,1194.2,63,20,29,31,70.23484133934264,1.25,161.66666666666666
브라운스톤(355-0),84.878,5000.0,280,22,충정로(경기대입구)역,361.7916452355358,217,1194.2,120,35,90,8,23.8510160033185,1.25,285.2083333333333
약수하이츠,84.87999999999998,20000.0,128,6,신금호역,358.1312622656157,4,1194.2,47,17,24,13,392.9343565790587,1.25,148.83333333333334
서울역한라비발디센트럴,71.9832,30000.0,165,2,서울역,376.5303456813306,89,1194.2,67,24,65,4,37.0031250698845,1.25,196.25
파크원빌,13.12,1000.0,60,3,동대입구역,173.3487208435671,123,1197.8,87,29,50,29,101.49308138878293,1.25,61.04166666666666
롯데캐슬,59.94,3000.0,154,31,신설동역,533.615752338311,40,1197.8,21,7,4,23,99.42774589932525,1.25,157.125
남산타운(임대),32.76,2955.0,6,17,버티고개역,153.7732236879109,27,1197.8,30,13,28,6,38.78579684636771,1.25,9.078125
서울역한라비발디센트럴,84.9728,15000.0,250,4,서울역,376.5303456813306,89,1197.8,67,24,65,4,37.0031250698845,1.25,265.625
래미안하이베르,84.98,57000.0,7,14,신당역,524.9534945478343,88,1197.8,44,15,23,27,264.0077328980435,1.25,66.375
한진해모로,27.27,2150.0,5,5,상왕십리역,329.285131747168,1,1197.8,18,7,4,16,155.76315185597636,1.25,7.239583333333334
충무,67.77,10000.0,80,10,동대입구역,458.9527599183493,174,1197.0,107,37,58,32,159.18949873299243,1.25,90.41666666666669
서울역센트럴자이,59.9808,50000.0,120,8,충정로(경기대입구)역,546.5467807347819,101,1197.0,47,20,55,4,161.22384425777142,1.25,172.08333333333334
서울역센트럴자이,59.943,5000.0,250,8,충정로(경기대입구)역,546.5467807347819,101,1197.0,47,20,55,4,161.22384425777142,1.25,255.20833333333331
브라운스톤(355-0),84.878,23490.0,135,24,충정로(경기대입구)역,361.7916452355358,217,1202.4,120,35,90,8,23.8510160033185,1.25,159.46875
이지마루오장,14.49,1000.0,70,8,동대문역사문화공원역,301.609724702947,262,1202.4,91,35,49,30,90.55520884320347,1.25,71.04166666666667
서울역한라비발디센트럴,84.9774,10000.0,280,8,서울역,376.5303456813306,89,1202.4,67,24,65,4,37.0031250698845,1.25,290.4166666666667
이지마루오장,14.49,1000.0,70,8,동대문역사문화공원역,301.609724702947,262,1202.4,91,35,49,30,90.55520884320347,1.25,71.04166666666667
동대문와이즈캐슬,15.55,1000.0,62,9,신당역,76.31378679879745,159,1202.4,52,17,26,31,102.6009616168716,1.25,63.04166666666666
청계천두산위브더제니스,145.6492,105000.0,140,5,신당역,117.13990056099556,159,1202.4,42,14,17,30,190.9665407319669,1.25,249.375
서울역센트럴자이,84.9918,40000.0,100,2,충정로(경기대입구)역,546.5467807347819,101,1202.4,47,20,55,4,161.22384425777142,1.25,141.66666666666666
덕수궁롯데캐슬,31.7571,2000.0,133,9,서대문역,377.9433754112008,173,1202.4,140,40,99,9,109.10882594405582,1.25,135.08333333333334
청계천두산위브더제니스,145.6492,60000.0,280,21,신당역,117.13990056099556,159,1205.7,42,14,17,30,190.9665407319669,1.25,342.5
동대문와이즈캐슬,16.55,2000.0,60,14,신당역,76.31378679879745,159,1205.7,52,17,26,31,102.6009616168716,1.25,62.083333333333336
약수(372-2796),52.93,5000.0,60,3,약수역,67.60227851209639,77,1205.7,54,20,30,10,75.75270809457467,1.25,65.20833333333333
래미안하이베르(임대),37.54,4897.0,7,11,신당역,524.9534945478343,88,1205.7,44,15,23,27,264.0077328980435,1.25,12.101041666666667
롯데캐슬,59.91,5000.0,140,18,신설동역,533.615752338311,40,1205.7,21,7,4,23,99.42774589932525,1.25,145.20833333333334
삼성사이버빌리지,84.95,20000.0,120,11,충정로(경기대입구)역,86.42285253868776,90,1205.7,73,29,74,4,66.59799483216813,1.25,140.83333333333334
남산롯데캐슬아이리스,44.99,10000.0,200,29,회현(남대문시장)역,310.7749620679906,333,1205.7,163,48,118,11,85.65990388873333,1.25,210.41666666666663
남산타운,84.87999999999998,30000.0,66,9,버티고개역,153.7732236879109,27,1205.4,30,13,28,6,38.78579684636771,1.25,97.25
서울역한라비발디센트럴,84.9774,61000.0,8,2,서울역,376.5303456813306,89,1205.4,67,24,65,4,37.0031250698845,1.25,71.54166666666666
파크원빌,20.01,1000.0,70,4,동대입구역,173.3487208435671,123,1205.4,87,29,50,29,101.49308138878293,1.25,71.04166666666667
삼성사이버빌리지,84.93,40000.0,68,8,충정로(경기대입구)역,86.42285253868776,90,1205.4,73,29,74,4,66.59799483216813,1.25,109.66666666666666
삼성사이버빌리지,84.93,35000.0,125,14,충정로(경기대입구)역,86.42285253868776,90,1205.4,73,29,74,4,66.59799483216813,1.25,161.45833333333334
파크원빌,13.51,1000.0,60,6,동대입구역,173.3487208435671,123,1205.4,87,29,50,29,101.49308138878293,1.25,61.04166666666666
충무로엘크루메크로시티2,22.75,3000.0,65,6,을지로4가역,403.946236658601,207,1205.4,101,37,51,31,72.19381704190464,1.25,68.125
DUO302,15.97,1000.0,65,10,신당역,338.52745922576685,77,1205.4,23,7,4,23,33.55971284644064,1.25,66.04166666666667
DUO302,15.97,1000.0,65,10,신당역,338.52745922576685,77,1205.4,23,7,4,23,33.55971284644064,1.25,66.04166666666667
남산타운,84.87999999999998,52000.0,5,7,버티고개역,153.7732236879109,27,1205.4,30,13,28,6,38.78579684636771,1.25,59.16666666666666
약수하이츠,84.87999999999998,7000.0,150,20,신금호역,358.1312622656157,4,1205.4,47,17,24,13,392.9343565790587,1.25,157.29166666666666
파크원빌,18.71,1000.0,65,2,동대입구역,173.3487208435671,123,1205.4,87,29,50,29,101.49308138878293,1.25,66.04166666666667
서울역한라비발디센트럴,84.9774,68600.0,35,3,서울역,376.5303456813306,89,1205.4,67,24,65,4,37.0031250698845,1.25,106.45833333333331
청구e편한세상,84.95,31500.0,126,14,청구역,148.0705761514984,96,1205.4,63,20,29,31,70.23484133934264,1.25,158.8125
리하우스(LEEHAUS),43.056,10000.0,67,3,충정로(경기대입구)역,200.555682270846,159,1199.5,102,32,89,7,114.02735679071988,1.25,77.41666666666667
파크원빌,13.12,1000.0,60,8,동대입구역,173.3487208435671,123,1199.5,87,29,50,29,101.49308138878293,1.25,61.04166666666666
수산타운(2차),32.86,1000.0,55,-1,버티고개역,287.5335192245447,52,1199.5,36,15,38,6,147.3632841936009,1.25,56.04166666666666
서울역한라비발디센트럴,71.9832,55000.0,30,10,서울역,376.5303456813306,89,1199.5,67,24,65,4,37.0031250698845,1.25,87.29166666666666
리마크빌동대문,25.99,1500.0,102,15,신당역,58.061356897640906,140,1199.5,43,14,17,31,187.3336720760136,1.25,103.5625
