단지명,전용면적,계약년도,계약일,보증금,월세,층,위도,경도,지하철역,지하철거리,500m음식점수,계약날짜,환율,500m맛집,500m문화공간,500m문화재,500m쇼핑,1000m맛집,1000m문화공간,1000m문화재,1000m쇼핑,가장 가까운 버스정류장까지 거리(m),가장 가까운 버스정류장
신당파인힐하나유보라,32.5619,202205,24,4000.0,79,11,37.5647799977176,127.024709957671,상왕십리역,413.01287042336577,8,2022/05/24,1267.7,6,0,0,0,18,7,4,22,17.8702147977542,신당파인힐하나유보라
동대문와이즈캐슬,15.55,202205,24,1000.0,63,12,37.5657536581952,127.015443726545,신당역,76.31378679879745,159,2022/05/24,1267.7,9,5,0,11,52,17,26,31,102.6009616168716,충무아트센터.스포츠센터.중부소방서
롯데캐슬,59.94,202205,24,10000.0,106,22,37.57081054646992,127.021463886656,신설동역,533.615752338311,40,2022/05/24,1267.7,3,1,1,3,21,7,4,23,99.42774589932525,황학동롯데캐슬
서울역센트럴자이,84.97199999999998,202205,25,20000.0,250,20,37.5547800420518,126.964458224138,충정로(경기대입구)역,546.5467807347819,101,2022/05/25,1264.3,1,2,4,0,47,20,55,4,161.22384425777142,손기정체육공원입구
남산타운,114.88,202205,25,23000.0,130,15,37.5471667734011,127.005677166122,버티고개역,153.7732236879109,27,2022/05/25,1264.3,10,1,0,1,30,13,28,6,38.78579684636771,버티고개
남산타운,84.87999999999998,202205,25,5000.0,200,18,37.5471667734011,127.005677166122,버티고개역,153.7732236879109,27,2022/05/25,1264.3,10,1,0,1,30,13,28,6,38.78579684636771,버티고개
DUO302,15.97,202205,27,5000.0,50,6,37.5665748058672,127.023261376536,신당역,338.52745922576685,77,2022/05/27,1266.4,8,1,0,1,23,7,4,23,33.55971284644064,황학동주민센터
덕수궁롯데캐슬,56.2897,202205,27,25000.0,98,8,37.5637084894676,126.970042986983,서대문역,377.9433754112008,173,2022/05/27,1266.4,16,14,29,0,140,40,99,9,109.10882594405582,경찰청.동북아역사재단
충무로헤센스마트,19.76,202205,27,12000.0,38,6,37.5613425706769,126.998598124335,충무로역,399.4739356787322,226,2022/05/27,1266.4,17,7,15,1,117,36,52,32,166.95499565803877,퇴계로5가
삼성사이버빌리지,59.7,202205,27,5000.0,155,10,37.5589266608979,126.964320892997,충정로(경기대입구)역,86.42285253868776,90,2022/05/27,1266.4,10,4,13,0,73,29,74,4,66.59799483216813,종근당.충정로역
남산롯데캐슬아이리스,103.49,202205,27,1000.0,450,30,37.5582247092319,126.981744459746,회현(남대문시장)역,310.7749620679906,333,2022/05/27,1266.4,27,7,12,5,163,48,118,11,85.65990388873333,남산3호터널
브라운스톤(355-0),117.742,202205,27,10000.0,350,14,37.560818788728895,126.968225883547,충정로(경기대입구)역,361.7916452355358,217,2022/05/27,1266.4,14,4,17,0,120,35,90,8,23.8510160033185,한국경제신문사.서소문역사공원
DUO302,15.97,202205,27,5000.0,50,6,37.5665748058672,127.023261376536,신당역,338.52745922576685,77,2022/05/27,1266.4,8,1,0,1,23,7,4,23,33.55971284644064,황학동주민센터
약수하이츠,84.87999999999998,202205,28,10000.0,180,2,37.5551915990934,127.016359379417,신금호역,358.1312622656157,4,2022/05/28,1266.4,7,3,9,0,47,17,24,13,392.9343565790587,신당동대우푸르지오.금호여중
이지마루오장,23.94,202205,28,29000.0,7,15,37.5643884715851,127.00195688803,동대문역사문화공원역,301.609724702947,262,2022/05/28,1266.4,24,3,7,3,91,35,49,30,90.55520884320347,베이튼호텔
청구e편한세상,84.95,202205,28,40000.0,74,5,37.5599601596254,127.015451019186,청구역,148.0705761514984,96,2022/05/28,1266.4,4,1,1,0,63,20,29,31,70.23484133934264,청구역
약수하이츠,84.87999999999998,202205,28,10000.0,180,2,37.5551915990934,127.016359379417,신금호역,358.1312622656157,4,2022/05/28,1266.4,7,3,9,0,47,17,24,13,392.9343565790587,신당동대우푸르지오.금호여중
신당푸르지오,59.85,202205,28,10000.0,150,2,37.559864671246096,127.019034279491,청구역,453.60316695705785,100,2022/05/28,1266.4,2,0,1,0,55,15,24,29,62.12000897583936,동화동
래미안하이베르,59.74,202205,28,30000.0,120,10,37.5610379790132,127.020985832433,신당역,524.9534945478343,88,2022/05/28,1266.4,7,0,1,0,44,15,23,27,264.0077328980435,동화동
래미안하이베르,117.0,202205,28,15000.0,240,12,37.5610379790132,127.020985832433,신당역,524.9534945478343,88,2022/05/28,1266.4,7,0,1,0,44,15,23,27,264.0077328980435,동화동
삼성,59.98,202205,29,10000.0,140,10,37.558535883830494,127.01844745293,신금호역,472.8633597877952,20,2022/05/29,1266.4,2,0,1,0,55,17,24,29,25.03257628178961,신당동삼성아파트.금호여중
서울역센트럴자이,84.97199999999998,202205,30,50010.0,155,13,37.5547800420518,126.964458224138,충정로(경기대입구)역,546.5467807347819,101,2022/05/30,1256.9,1,2,4,0,47,20,55,4,161.22384425777142,손기정체육공원입구
롯데캐슬,84.9,202205,30,42000.0,32,24,37.57081054646992,127.021463886656,신설동역,533.615752338311,40,2022/05/30,1256.9,3,1,1,3,21,7,4,23,99.42774589932525,황학동롯데캐슬
롯데캐슬,84.92,202205,30,5000.0,215,32,37.57081054646992,127.021463886656,신설동역,533.615752338311,40,2022/05/30,1256.9,3,1,1,3,21,7,4,23,99.42774589932525,황학동롯데캐슬
롯데캐슬,84.89,202205,31,30000.0,150,22,37.57081054646992,127.021463886656,신설동역,533.615752338311,40,2022/05/31,1245.8,3,1,1,3,21,7,4,23,99.42774589932525,황학동롯데캐슬
남산롯데캐슬아이리스,133.98,202205,31,0.0,600,14,37.5582247092319,126.981744459746,회현(남대문시장)역,310.7749620679906,333,2022/05/31,1245.8,27,7,12,5,163,48,118,11,85.65990388873333,남산3호터널
약수하이츠,114.92,202206,1,40000.0,101,15,37.5551915990934,127.016359379417,신금호역,358.1312622656157,4,2022/06/01,1245.8,7,3,9,0,47,17,24,13,392.9343565790587,신당동대우푸르지오.금호여중
충무로엘크루메크로시티2,22.75,202206,2,1000.0,75,15,37.5633945987251,126.999994227546,을지로4가역,403.946236658601,207,2022/06/02,1238.4,22,5,8,2,101,37,51,31,72.19381704190464,퇴계로5가
롯데캐슬,84.89,202206,2,5000.0,179,13,37.57081054646992,127.021463886656,신설동역,533.615752338311,40,2022/06/02,1238.4,3,1,1,3,21,7,4,23,99.42774589932525,황학동롯데캐슬
남산타운,84.87999999999998,202206,2,5000.0,163,18,37.5471667734011,127.005677166122,버티고개역,153.7732236879109,27,2022/06/02,1238.4,10,1,0,1,30,13,28,6,38.78579684636771,버티고개
충무로엘크루메크로시티2,22.75,202206,2,1000.0,75,15,37.5633945987251,126.999994227546,을지로4가역,403.946236658601,207,2022/06/02,1238.4,22,5,8,2,101,37,51,31,72.19381704190464,퇴계로5가
롯데캐슬,84.92,202206,3,30000.0,150,16,37.57081054646992,127.021463886656,신설동역,533.615752338311,40,2022/06/03,1251.2,3,1,1,3,21,7,4,23,99.42774589932525,황학동롯데캐슬
남산타운,84.87999999999998,202206,3,50000.0,100,17,37.5471667734011,127.005677166122,버티고개역,153.7732236879109,27,2022/06/03,1251.2,10,1,0,1,30,13,28,6,38.78579684636771,버티고개
황학동코아루,84.95,202206,3,10000.0,200,13,37.5667434438878,127.022477811529,신당역,281.09224807306543,77,2022/06/03,1251.2,8,1,0,1,24,8,4,23,82.61857382160969,황학동주민센터
더플레이스충정로,40.95,202206,3,3000.0,93,3,37.558980785321,126.966068233101,충정로(경기대입구)역,169.5458754048524,129,2022/06/03,1251.2,10,4,16,0,90,31,86,5,152.21828755716365,종근당.충정로역
남산롯데캐슬아이리스,113.46,202206,3,5000.0,480,29,37.5582247092319,126.981744459746,회현(남대문시장)역,310.7749620679906,333,2022/06/03,1251.2,27,7,12,5,163,48,118,11,85.65990388873333,남산3호터널
남산롯데캐슬아이리스,113.46,202206,3,0.0,500,10,37.5582247092319,126.981744459746,회현(남대문시장)역,310.7749620679906,333,2022/06/03,1251.2,27,7,12,5,163,48,118,11,85.65990388873333,남산3호터널
남산타운,59.94,202206,3,10000.0,150,6,37.5471667734011,127.005677166122,버티고개역,153.7732236879109,27,2022/06/03,1251.2,10,1,0,1,30,13,28,6,38.78579684636771,버티고개
서울역센트럴자이,84.9791,202206,4,20000.0,232,2,37.5547800420518,126.964458224138,충정로(경기대입구)역,546.5467807347819,101,2022/06/04,1251.2,1,2,4,0,47,20,55,4,161.22384425777142,손기정체육공원입구
황학동코아루,84.94,202206,4,30000.0,90,18,37.5667434438878,127.022477811529,신당역,281.09224807306543,77,2022/06/04,1251.2,8,1,0,1,24,8,4,23,82.61857382160969,황학동주민센터
서울역센트럴자이,84.9791,202206,4,20000.0,218,2,37.5547800420518,126.964458224138,충정로(경기대입구)역,546.5467807347819,101,2022/06/04,1251.2,1,2,4,0,47,20,55,4,161.22384425777142,손기정체육공원입구
래미안하이베르,59.95,202206,6,30000.0,100,1,37.5610379790132,127.020985832433,신당역,524.9534945478343,88,2022/06/06,1251.2,7,0,1,0,44,15,23,27,264.0077328980435,동화동
약수하이츠,114.92,202206,6,10000.0,170,6,37.5551915990934,127.016359379417,신금호역,358.1312622656157,4,2022/06/06,1251.2,7,3,9,0,47,17,24,13,392.9343565790587,신당동대우푸르지오.금호여중
(372-66),20.06,202206,6,2000.0,50,6,37.5522374841834,127.01196066611,약수역,265.6947025779178,77,2022/06/06,1251.2,18,3,9,1,39,13,28,6,39.65870504622261,약수역.3.6호선
남산타운(임대),32.76,202206,7,4459.0,5,1,37.5471667734011,127.005677166122,버티고개역,153.7732236879109,27,2022/06/07,1241.1,10,1,0,1,30,13,28,6,38.78579684636771,버티고개
황학아크로타워,111.224,202206,7,35000.0,165,15,37.5660419798503,127.021721835241,신당역,191.4923447599134,76,2022/06/07,1241.1,10,2,0,1,24,8,5,23,60.78809230054661,성동고등학교
노블레스2,84.84,202206,7,5000.0,273,1,37.549630663217,127.005273694994,버티고개역,238.7738491675192,40,2022/06/07,1241.1,10,2,0,1,35,14,37,6,199.08089827563205,송도병원앞
청구e편한세상,84.95999999999998,202206,7,51000.0,39,15,37.5599601596254,127.015451019186,청구역,148.0705761514984,96,2022/06/07,1241.1,4,1,1,0,63,20,29,31,70.23484133934264,청구역
노블레스2,84.93,202206,7,20000.0,140,3,37.549630663217,127.005273694994,버티고개역,238.7738491675192,40,2022/06/07,1241.1,10,2,0,1,35,14,37,6,199.08089827563205,송도병원앞
노블레스2,84.93,202206,7,20000.0,140,3,37.549630663217,127.005273694994,버티고개역,238.7738491675192,40,2022/06/07,1241.1,10,2,0,1,35,14,37,6,199.08089827563205,송도병원앞
롯데캐슬,59.91,202206,8,5000.0,150,18,37.57081054646992,127.021463886656,신설동역,533.615752338311,40,2022/06/08,1257.1,3,1,1,3,21,7,4,23,99.42774589932525,황학동롯데캐슬
덕수궁롯데캐슬,69.5135,202206,8,5000.0,280,6,37.5637084894676,126.970042986983,서대문역,377.9433754112008,173,2022/06/08,1257.1,16,14,29,0,140,40,99,9,109.10882594405582,경찰청.동북아역사재단
남산타운,59.94,202206,8,3000.0,160,1,37.5471667734011,127.005677166122,버티고개역,153.7732236879109,27,2022/06/08,1257.1,10,1,0,1,30,13,28,6,38.78579684636771,버티고개
서제빌딩,24.2,202206,9,1000.0,65,5,37.5643899218959,127.001330851403,동대문역사문화공원역,356.66310340976054,272,2022/06/09,1255.4,25,4,8,3,91,35,49,30,133.71080905767624,베이튼호텔
래미안하이베르,84.84999999999998,202206,9,10000.0,159,11,37.5610379790132,127.020985832433,신당역,524.9534945478343,88,2022/06/09,1255.4,7,0,1,0,44,15,23,27,264.0077328980435,동화동
중림동삼성사이버빌리지(임대,31.59,202206,9,4802.0,3,3,37.5570525633417,126.964843753278,충정로(경기대입구)역,297.14149153187014,105,2022/06/09,1255.4,4,3,10,0,68,27,71,4,274.970024395487,종근당.충정로역
래미안하이베르,84.97,202206,10,58000.0,9,5,37.5610379790132,127.020985832433,신당역,524.9534945478343,88,2022/06/10,1257.6,7,0,1,0,44,15,23,27,264.0077328980435,동화동
삼성사이버빌리지,59.93,202206,10,49000.0,30,14,37.5589266608979,126.964320892997,충정로(경기대입구)역,86.42285253868776,90,2022/06/10,1257.6,10,4,13,0,73,29,74,4,66.59799483216813,종근당.충정로역
남산타운,59.94,202206,10,3000.0,137,4,37.5471667734011,127.005677166122,버티고개역,153.7732236879109,27,2022/06/10,1257.6,10,1,0,1,30,13,28,6,38.78579684636771,버티고개
남산타운,59.94,202206,10,5000.0,170,8,37.5471667734011,127.005677166122,버티고개역,153.7732236879109,27,2022/06/10,1257.6,10,1,0,1,30,13,28,6,38.78579684636771,버티고개
남산타운,84.87999999999998,202206,11,5000.0,158,9,37.5471667734011,127.005677166122,버티고개역,153.7732236879109,27,2022/06/11,1257.6,10,1,0,1,30,13,28,6,38.78579684636771,버티고개
충무로헤센스마트,21.04,202206,11,1000.0,88,7,37.5613425706769,126.998598124335,충무로역,399.4739356787322,226,2022/06/11,1257.6,17,7,15,1,117,36,52,32,166.95499565803877,퇴계로5가
서울역한라비발디센트럴,84.9774,202206,11,5000.0,240,8,37.55457358286571,126.965847056196,서울역,376.5303456813306,89,2022/06/11,1257.6,2,2,5,0,67,24,65,4,37.0031250698845,손기정체육공원입구
남산타운,84.87999999999998,202206,11,35000.0,130,15,37.5471667734011,127.005677166122,버티고개역,153.7732236879109,27,2022/06/11,1257.6,10,1,0,1,30,13,28,6,38.78579684636771,버티고개
삼성사이버빌리지,84.95,202206,13,53000.0,30,15,37.5589266608979,126.964320892997,충정로(경기대입구)역,86.42285253868776,90,2022/06/13,1266.0,10,4,13,0,73,29,74,4,66.59799483216813,종근당.충정로역
진양상가,95.8,202206,13,500.0,28,16,37.5624227137843,126.995931151636,충무로역,197.7903468724876,213,2022/06/13,1266.0,22,6,12,1,129,37,71,25,65.48284525938637,충무로역8번출구.대한극장앞
삼정아트테라스정동,17.7034,202206,13,3000.0,100,6,37.5632510909133,126.972031493823,시청역,300.9137610337463,514,2022/06/13,1266.0,33,13,37,1,143,42,101,11,230.68420809566103,서소문KAL빌딩
더플레이스충정로,17.04,202206,13,1000.0,70,4,37.558980785321,126.966068233101,충정로(경기대입구)역,169.5458754048524,129,2022/06/13,1266.0,10,4,16,0,90,31,86,5,152.21828755716365,종근당.충정로역
현대,79.11,202206,15,28000.0,40,6,37.560504309545294,127.02297053804,신당역,642.5304144954268,81,2022/06/15,1289.7,3,0,1,0,27,9,13,16,145.0156737035655,금호베스트빌.래미안하이베르
충무로헤센스마트,21.04,202206,15,10000.0,45,3,37.5613425706769,126.998598124335,충무로역,399.4739356787322,226,2022/06/15,1289.7,17,7,15,1,117,36,52,32,166.95499565803877,퇴계로5가
남산타운(임대),32.76,202206,15,1518.0,19,13,37.5471667734011,127.005677166122,버티고개역,153.7732236879109,27,2022/06/15,1289.7,10,1,0,1,30,13,28,6,38.78579684636771,버티고개
약수하이츠,32.67,202206,15,1431.0,14,17,37.5551915990934,127.016359379417,신금호역,358.1312622656157,4,2022/06/15,1289.7,7,3,9,0,47,17,24,13,392.9343565790587,신당동대우푸르지오.금호여중
래미안하이베르(임대),37.54,202206,16,3017.0,18,13,37.5610379790132,127.020985832433,신당역,524.9534945478343,88,2022/06/16,1291.3,7,0,1,0,44,15,23,27,264.0077328980435,동화동
남산SKLEADERSVIEW,137.53,202206,16,89250.0,95,8,37.5591253443035,126.980603849217,회현(남대문시장)역,219.1012691707696,354,2022/06/16,1291.3,38,9,21,6,163,50,119,11,184.96757304494523,남산3호터널.서울애니메이션센터
신당푸르지오,84.39,202206,16,20000.0,170,12,37.559864671246096,127.019034279491,청구역,453.60316695705785,100,2022/06/16,1291.3,2,0,1,0,55,15,24,29,62.12000897583936,동화동
약수하이츠,114.92,202206,17,10000.0,220,12,37.5551915990934,127.016359379417,신금호역,358.1312622656157,4,2022/06/17,1284.1,7,3,9,0,47,17,24,13,392.9343565790587,신당동대우푸르지오.금호여중
묵정,52.46,202206,17,1000.0,110,9,37.5607074663453,127.000060665185,동대입구역,522.9444304920572,186,2022/06/17,1284.1,25,12,18,5,115,37,59,31,185.86417386132544,퇴계로5가
묵정,52.46,202206,17,1000.0,110,9,37.5607074663453,127.000060665185,동대입구역,522.9444304920572,186,2022/06/17,1284.1,25,12,18,5,115,37,59,31,185.86417386132544,퇴계로5가
장충,31.24,202206,17,1000.0,69,4,37.5592564889831,127.001675390514,동대입구역,347.6796584148718,115,2022/06/17,1284.1,16,8,15,5,99,33,57,28,100.4579538787936,동국대입구앰배서더호텔
한진해모로,27.27,202206,17,3177.0,2,4,37.5637284114639,127.025710739466,상왕십리역,329.285131747168,1,2022/06/17,1284.1,3,0,0,0,18,7,4,16,155.76315185597636,신당초등학교
롯데캐슬,59.91,202206,17,5000.0,160,23,37.57081054646992,127.021463886656,신설동역,533.615752338311,40,2022/06/17,1284.1,3,1,1,3,21,7,4,23,99.42774589932525,황학동롯데캐슬
남산타운,59.94,202206,18,3150.0,137,11,37.5471667734011,127.005677166122,버티고개역,153.7732236879109,27,2022/06/18,1284.1,10,1,0,1,30,13,28,6,38.78579684636771,버티고개
동대문와이즈캐슬,15.55,202206,18,1000.0,63,11,37.5657536581952,127.015443726545,신당역,76.31378679879745,159,2022/06/18,1284.1,9,5,0,11,52,17,26,31,102.6009616168716,충무아트센터.스포츠센터.중부소방서
남산타운,114.88,202206,18,47320.0,70,9,37.5471667734011,127.005677166122,버티고개역,153.7732236879109,27,2022/06/18,1284.1,10,1,0,1,30,13,28,6,38.78579684636771,버티고개
삼성,84.95999999999998,202206,18,20000.0,140,5,37.558535883830494,127.01844745293,신금호역,472.8633597877952,20,2022/06/18,1284.1,2,0,1,0,55,17,24,29,25.03257628178961,신당동삼성아파트.금호여중
약수하이츠,84.87999999999998,202206,18,5000.0,158,7,37.5551915990934,127.016359379417,신금호역,358.1312622656157,4,2022/06/18,1284.1,7,3,9,0,47,17,24,13,392.9343565790587,신당동대우푸르지오.금호여중
서울역센트럴자이,72.88989999999998,202206,18,10000.0,270,19,37.5547800420518,126.964458224138,충정로(경기대입구)역,546.5467807347819,101,2022/06/18,1284.1,1,2,4,0,47,20,55,4,161.22384425777142,손기정체육공원입구
한양I-Class,16.37,202206,18,1000.0,60,16,37.567104494618896,127.023295498547,신당역,363.603136827756,77,2022/06/18,1284.1,6,1,0,3,23,7,4,23,29.19137096272764,황학동주민센터
중림동삼성사이버빌리지(임대,31.59,202206,20,582.0,19,14,37.5570525633417,126.964843753278,충정로(경기대입구)역,297.14149153187014,105,2022/06/20,1287.5,4,3,10,0,68,27,71,4,274.970024395487,종근당.충정로역
(73-1),16.69,202206,20,1000.0,45,5,37.569801530162714,127.019329304009,신당역,462.5655163555446,106,2022/06/20,1287.5,4,1,1,4,27,7,5,23,104.2561319628623,청계8가.영도교
신당파인힐하나유보라,32.5619,202206,20,4000.0,79,11,37.5647799977176,127.024709957671,상왕십리역,413.01287042336577,8,2022/06/20,1287.5,6,0,0,0,18,7,4,22,17.8702147977542,신당파인힐하나유보라
청계리버팰리스B,26.94,202206,20,2000.0,90,7,37.5698887859066,127.020691630846,신당역,481.0798927128401,106,2022/06/20,1287.5,4,1,1,3,23,7,4,23,185.30777779512644,청계8가.영도교
중림동삼성사이버빌리지(임대,31.59,202206,20,582.0,19,1,37.5570525633417,126.964843753278,충정로(경기대입구)역,297.14149153187014,105,2022/06/20,1287.5,4,3,10,0,68,27,71,4,274.970024395487,종근당.충정로역
롯데캐슬,33.62,202206,20,2184.0,24,33,37.57081054646992,127.021463886656,신설동역,533.615752338311,40,2022/06/20,1287.5,3,1,1,3,21,7,4,23,99.42774589932525,황학동롯데캐슬
롯데캐슬,33.62,202206,20,4800.0,10,15,37.57081054646992,127.021463886656,신설동역,533.615752338311,40,2022/06/20,1287.5,3,1,1,3,21,7,4,23,99.42774589932525,황학동롯데캐슬
중림동삼성사이버빌리지(임대,31.59,202206,20,1456.0,17,4,37.5570525633417,126.964843753278,충정로(경기대입구)역,297.14149153187014,105,2022/06/20,1287.5,4,3,10,0,68,27,71,4,274.970024395487,종근당.충정로역
중림동삼성사이버빌리지(임대,31.59,202206,20,582.0,19,4,37.5570525633417,126.964843753278,충정로(경기대입구)역,297.14149153187014,105,2022/06/20,1287.5,4,3,10,0,68,27,71,4,274.970024395487,종근당.충정로역
남산타운(임대),32.76,202206,20,1265.0,16,6,37.5471667734011,127.005677166122,버티고개역,153.7732236879109,27,2022/06/20,1287.5,10,1,0,1,30,13,28,6,38.78579684636771,버티고개
남산타운(임대),32.76,202206,20,2457.0,6,14,37.5471667734011,127.005677166122,버티고개역,153.7732236879109,27,2022/06/20,1287.5,10,1,0,1,30,13,28,6,38.78579684636771,버티고개
남산타운(임대),32.76,202206,20,506.0,17,6,37.5471667734011,127.005677166122,버티고개역,153.7732236879109,27,2022/06/20,1287.5,10,1,0,1,30,13,28,6,38.78579684636771,버티고개
한양I-Class,16.37,202206,20,1000.0,60,15,37.567104494618896,127.023295498547,신당역,363.603136827756,77,2022/06/20,1287.5,6,1,0,3,23,7,4,23,29.19137096272764,황학동주민센터
남산타운(임대),32.76,202206,20,1265.0,16,14,37.5471667734011,127.005677166122,버티고개역,153.7732236879109,27,2022/06/20,1287.5,10,1,0,1,30,13,28,6,38.78579684636771,버티고개
중림동삼성사이버빌리지(임대,31.59,202206,20,1456.0,17,16,37.5570525633417,126.964843753278,충정로(경기대입구)역,297.14149153187014,105,2022/06/20,1287.5,4,3,10,0,68,27,71,4,274.970024395487,종근당.충정로역
중림동삼성사이버빌리지(임대,31.59,202206,20,1456.0,17,14,37.5570525633417,126.964843753278,충정로(경기대입구)역,297.14149153187014,105,2022/06/20,1287.5,4,3,10,0,68,27,71,4,274.970024395487,종근당.충정로역
중림동삼성사이버빌리지(임대,31.59,202206,20,1456.0,17,1,37.5570525633417,126.964843753278,충정로(경기대입구)역,297.14149153187014,105,2022/06/20,1287.5,4,3,10,0,68,27,71,4,274.970024395487,종근당.충정로역
롯데캐슬,84.92,202206,20,5000.0,179,23,37.57081054646992,127.021463886656,신설동역,533.615752338311,40,2022/06/20,1287.5,3,1,1,3,21,7,4,23,99.42774589932525,황학동롯데캐슬
남산타운(임대),32.76,202206,20,1265.0,16,13,37.5471667734011,127.005677166122,버티고개역,153.7732236879109,27,2022/06/20,1287.5,10,1,0,1,30,13,28,6,38.78579684636771,버티고개
중림동삼성사이버빌리지(임대,31.59,202206,20,582.0,19,16,37.5570525633417,126.964843753278,충정로(경기대입구)역,297.14149153187014,105,2022/06/20,1287.5,4,3,10,0,68,27,71,4,274.970024395487,종근당.충정로역
남산타운,59.94,202206,21,46000.0,20,7,37.5471667734011,127.005677166122,버티고개역,153.7732236879109,27,2022/06/21,1291.7,10,1,0,1,30,13,28,6,38.78579684636771,버티고개
더플레이스충정로,15.12,202206,21,1000.0,64,5,37.558980785321,126.966068233101,충정로(경기대입구)역,169.5458754048524,129,2022/06/21,1291.7,10,4,16,0,90,31,86,5,152.21828755716365,종근당.충정로역
삼정아트테라스정동,18.6574,202206,21,8000.0,90,6,37.5632510909133,126.972031493823,시청역,300.9137610337463,514,2022/06/21,1291.7,33,13,37,1,143,42,101,11,230.68420809566103,서소문KAL빌딩
남산리젠트힐,93.51,202206,21,300.0,300,4,37.5487459702542,127.005327951013,버티고개역,172.94437351095854,32,2022/06/21,1291.7,10,2,0,1,33,13,30,6,121.2985282990008,버티고개
롯데캐슬,33.62,202206,21,2184.0,24,30,37.57081054646992,127.021463886656,신설동역,533.615752338311,40,2022/06/21,1291.7,3,1,1,3,21,7,4,23,99.42774589932525,황학동롯데캐슬
롯데캐슬,33.62,202206,21,4800.0,10,30,37.57081054646992,127.021463886656,신설동역,533.615752338311,40,2022/06/21,1291.7,3,1,1,3,21,7,4,23,99.42774589932525,황학동롯데캐슬
롯데캐슬,114.9,202206,21,30100.0,129,28,37.57081054646992,127.021463886656,신설동역,533.615752338311,40,2022/06/21,1291.7,3,1,1,3,21,7,4,23,99.42774589932525,황학동롯데캐슬
삼성사이버빌리지,84.93,202206,21,5000.0,172,10,37.5589266608979,126.964320892997,충정로(경기대입구)역,86.42285253868776,90,2022/06/21,1291.7,10,4,13,0,73,29,74,4,66.59799483216813,종근당.충정로역
청구e편한세상(임대),35.79,202206,21,2799.0,16,12,37.5599601596254,127.015451019186,청구역,148.0705761514984,96,2022/06/21,1291.7,4,1,1,0,63,20,29,31,70.23484133934264,청구역
삼익,59.58,202206,22,2000.0,120,4,37.5597953581535,126.991592654887,충무로역,269.89770332555275,186,2022/06/22,1290.6,16,9,11,0,166,42,93,19,140.1028231176374,퇴계로3가.한옥마을.한국의집
약수하이츠,114.92,202206,22,20000.0,220,9,37.5551915990934,127.016359379417,신금호역,358.1312622656157,4,2022/06/22,1290.6,7,3,9,0,47,17,24,13,392.9343565790587,신당동대우푸르지오.금호여중
롯데캐슬,59.94,202206,22,3000.0,147,19,37.57081054646992,127.021463886656,신설동역,533.615752338311,40,2022/06/22,1290.6,3,1,1,3,21,7,4,23,99.42774589932525,황학동롯데캐슬
삼익,59.58,202206,22,2000.0,120,4,37.5597953581535,126.991592654887,충무로역,269.89770332555275,186,2022/06/22,1290.6,16,9,11,0,166,42,93,19,140.1028231176374,퇴계로3가.한옥마을.한국의집
신당푸르지오,145.1,202206,22,45000.0,140,7,37.559864671246096,127.019034279491,청구역,453.60316695705785,100,2022/06/22,1290.6,2,0,1,0,55,15,24,29,62.12000897583936,동화동
남산타운(임대),32.76,202206,22,506.0,17,13,37.5471667734011,127.005677166122,버티고개역,153.7732236879109,27,2022/06/22,1290.6,10,1,0,1,30,13,28,6,38.78579684636771,버티고개
DUO302,15.97,202206,22,1000.0,65,9,37.5665748058672,127.023261376536,신당역,338.52745922576685,77,2022/06/22,1290.6,8,1,0,1,23,7,4,23,33.55971284644064,황학동주민센터
한양I-Class,16.37,202206,22,5000.0,45,16,37.567104494618896,127.023295498547,신당역,363.603136827756,77,2022/06/22,1290.6,6,1,0,3,23,7,4,23,29.19137096272764,황학동주민센터
남산타운(임대),32.76,202206,22,1265.0,16,3,37.5471667734011,127.005677166122,버티고개역,153.7732236879109,27,2022/06/22,1290.6,10,1,0,1,30,13,28,6,38.78579684636771,버티고개
남산타운(임대),32.76,202206,22,1265.0,16,13,37.5471667734011,127.005677166122,버티고개역,153.7732236879109,27,2022/06/22,1290.6,10,1,0,1,30,13,28,6,38.78579684636771,버티고개
남산타운(임대),32.76,202206,22,1265.0,16,13,37.5471667734011,127.005677166122,버티고개역,153.7732236879109,27,2022/06/22,1290.6,10,1,0,1,30,13,28,6,38.78579684636771,버티고개
남산타운(임대),32.76,202206,23,1265.0,16,16,37.5471667734011,127.005677166122,버티고개역,153.7732236879109,27,2022/06/23,1295.7,10,1,0,1,30,13,28,6,38.78579684636771,버티고개
남산롯데캐슬아이리스,113.46,202206,23,5000.0,480,20,37.5582247092319,126.981744459746,회현(남대문시장)역,310.7749620679906,333,2022/06/23,1295.7,27,7,12,5,163,48,118,11,85.65990388873333,남산3호터널
중림동삼성사이버빌리지(임대,31.59,202206,24,1456.0,17,11,37.5570525633417,126.964843753278,충정로(경기대입구)역,297.14149153187014,105,2022/06/24,1300.7,4,3,10,0,68,27,71,4,274.970024395487,종근당.충정로역
롯데캐슬,84.97,202206,24,45000.0,100,17,37.57081054646992,127.021463886656,신설동역,533.615752338311,40,2022/06/24,1300.7,3,1,1,3,21,7,4,23,99.42774589932525,황학동롯데캐슬
청구e편한세상(임대),35.79,202206,24,2799.0,16,8,37.5599601596254,127.015451019186,청구역,148.0705761514984,96,2022/06/24,1300.7,4,1,1,0,63,20,29,31,70.23484133934264,청구역
