정류장번호,정류장명,정류장_위도,정류장_경도
SEB103900268,왕십리자이아파트107동,37.5597128,127.0259692
SEB103900269,왕십리KCC스위첸아파트,37.5604612,127.0269362
SEB103900270,금호베스트빌아파트노인정앞,37.5618733,127.0250695
SEB103900271,풍림아이원아파트후문,37.5601942,127.0268499
SEB103900272,응봉역.광희중학교,37.5518183,127.0354481
SEB103900273,대림강변타운아파트A상가,37.5546847,127.0358934
SEB103900274,리버그린동아아파트정문,37.5534932,127.0375237
SEB103900275,서울숲리버뷰자이아파트제2주차장,37.5563468,127.0393208
SEB103900276,서울숲리버뷰자이아파트제2주차장,37.5562872,127.0391116
SEB103900277,서울숲리버뷰자이아파트제1주차장,37.554197,127.0388889
SEB103900278,왕십리로교차로,37.5577197,127.0389354
SEB103900279,왕십리로교차로,37.5577676,127.0391339
SEB103900280,리버그린동아아파트,37.5533443,127.038272
SEB103900281,왕십리역6-1번출구,37.5609914,127.0376658
SEB103900282,행당동서울숲더샵,37.5577004,127.0398827
SEB103900283,한양대학교정문,37.5577761,127.0421228
SEB103900284,한양대학교제2의학관,37.5588201,127.041986
SEB103900285,한양대학교병원본관1층,37.5594598,127.0438016
SEB103900286,한양대학교병원응급실,37.5598957,127.0444909
SEB103900287,한양대학교백남학술정보관,37.5589963,127.0446277
SEB103900288,한양대학교생활과학대학,37.5568034,127.0465028
SEB103900289,한양대학교종합기술연구원,37.5590603,127.0449123
SEB103900290,한양대학교류마티스병원동관,37.5598322,127.0447487
SEB103900291,한양대학교병원본관1층,37.5594516,127.0435712
SEB103900292,한양대학교동문회관,37.5588264,127.0417312
SEB103900293,한양대학교정문,37.5579398,127.0418009
SEB103900294,행당동서울숲더샵,37.558236,127.0393302
SEB103900295,송정어린이집,37.5490025,127.0677474
SEB103900296,성수이비즈센터,37.5465176,127.0632453
SEB103900297,경수중학교입구,37.5435786,127.0603807
SEB103900298,성수역2번출구,37.5444883,127.0573829
SEB103900299,경동초등학교입구,37.5458323,127.0508061
SEB104000001,군자교입구,37.5587409,127.0756461
SEB104000002,군자교입구,37.5587937,127.0749002
SEB104000003,군자역.용마초등학교,37.5560989,127.0824731
SEB104000004,군자역.용마초등학교,37.5562229,127.0815655
SEB104000005,중곡동입구삼거리,37.5544965,127.0865505
SEB104000006,어린이대공원후문아차산역,37.5512084,127.0901491
SEB104000007,어린이대공원후문아차산역,37.5524229,127.0892452
SEB104000008,군자교,37.5615328,127.0752029
SEB104000009,군자교,37.5623861,127.0752287
SEB104000010,메리놀외방선교회,37.559211,127.0775414
SEB104000011,메리놀외방선교회,37.5590866,127.0776318
SEB104000012,중곡1동주민센터입구,37.5602675,127.0782794
SEB104000013,중곡1동주민센터입구,37.5609495,127.0784951
SEB104000014,중곡1동사거리,37.5624536,127.0794725
SEB104000015,중곡1동사거리,37.562615,127.079416
SEB104000016,중마초등학교.중곡제일골목시장앞,37.5652135,127.0809934
SEB104000018,용마사거리,37.5622907,127.081872
SEB104000019,중곡2동주민센터앞,37.5598837,127.0808552
SEB104000020,중곡2동주민센터앞,37.5598402,127.0811551
SEB104000021,중곡동성당앞,37.5630899,127.0828471
SEB104000022,종합의료복합단지,37.5638882,127.0833601
SEB104000023,중곡동종점,37.5620725,127.0870618
SEB104000024,중곡보건지소,37.5599565,127.0873831
SEB104000026,중곡우체국앞,37.561489,127.0839868
SEB104000027,면곡시장,37.569746,127.0797293
SEB104000028,면곡시장,37.5702768,127.0795827
SEB104000029,중곡아파트,37.5664012,127.0778996
SEB104000030,중곡아파트,37.5657955,127.0771769
SEB104000031,중마초등학교.중곡제일골목시장앞,37.5654974,127.0809971
SEB104000032,중곡역입구,37.5663404,127.081615
SEB104000033,중곡역입구,37.566853,127.0817412
SEB104000034,중곡3동주민센터앞,37.5686346,127.0828854
SEB104000035,중곡3동주민센터앞,37.5684915,127.0826418
SEB104000036,면곡시장앞,37.570635,127.0831369
SEB104000037,면곡시장앞,37.5708896,127.0834177
SEB104000038,용암사입구,37.5679159,127.0860566
SEB104000039,용곡삼거리,37.5679334,127.0855902
SEB104000040,중곡역.국립정신건강센터,37.5660464,127.0845454
SEB104000041,대원고교앞,37.563966,127.0867086
SEB104000042,용암사입구,37.567868,127.0863735
SEB104000043,대원고교앞,37.5641992,127.0869681
SEB104000044,중곡동종점,37.562695,127.0873093
SEB104000045,신성시장,37.5583189,127.0879297
SEB104000046,중곡동입구,37.5541967,127.0886689
SEB104000047,어린이대공원앞,37.5520458,127.0770314
SEB104000048,능동사거리.군자역,37.5551766,127.0786346
SEB104000049,구의사거리.광진소방서앞,37.5452495,127.0839776
SEB104000050,어린이회관,37.5460282,127.0772312
SEB104000051,구의사거리.광진소방서앞,37.5449328,127.0845804
SEB104000052,광진경찰서,37.5415336,127.0836883
SEB104000053,광진경찰서,37.5430873,127.0846474
SEB104000054,광진경찰서,37.5422108,127.084359
SEB104000055,광진구청,37.5389863,127.0835191
SEB104000056,구의역2번출구,37.5377026,127.0879772
SEB104000057,래미안구의파크스위트,37.5446546,127.0891035
SEB104000058,구의2동주민센터입구,37.5492515,127.0897846
SEB104000059,구의2동주민센터입구,37.5486416,127.0895858
SEB104000060,구의사거리,37.545651,127.0857469
SEB104000061,구의사거리,37.5458173,127.086348
SEB104000062,래미안구의파크스위트,37.5449638,127.0890507
SEB104000064,현대아파트앞,37.5395847,127.0942542
SEB104000065,광진우체국,37.537998,127.090409
SEB104000069,테크노마트앞.강변역,37.5368302,127.0940652
SEB104000070,현대2단지,37.5379617,127.0966658
SEB104000071,올림픽대교북단사거리,37.5433926,127.0932099
SEB104000072,올림픽대교북단사거리,37.5433887,127.0936875
SEB104000073,광장동현대아파트앞,37.541797,127.0974629
SEB104000074,광장동현대아파트앞,37.5420128,127.0990747
SEB104000075,광나루역.극동아파트,37.5434728,127.1030692
SEB104000076,광나루역.극동아파트,37.543917,127.1030856
SEB104000082,광진구청,37.5384883,127.083153
SEB104000083,자양사거리,37.5368892,127.0826036
SEB104000084,자양사거리,37.5367503,127.0821044
SEB104000085,자양초등학교앞,37.5378444,127.0786588
SEB104000086,자양초등학교앞,37.5374793,127.0787964
SEB104000087,건국대학교앞,37.538949,127.0749259
SEB104000090,자양미소약국.자양골목시장,37.53275,127.077319
SEB104000092,국민은행자양지점앞,37.5315727,127.081413
SEB104000094,자양아파트앞,37.5321922,127.0846079
SEB104000095,자양동잠실대교북단,37.5329553,127.0848057
SEB104000096,신자초등학교앞,37.5303694,127.0750132
SEB104000097,자양미소약국.자양골목시장,37.5327003,127.0768712
SEB104000098,국민은행자양지점앞,37.5315308,127.0807386
SEB104000100,자양아파트앞,37.5319732,127.0846733
SEB104000101,자양동잠실대교북단,37.5321201,127.0858514
SEB104000106,구의역3번출구,37.5375186,127.0882893
SEB104000107,국민은행신자양지점,37.5355719,127.0668747
SEB104000108,신양초등학교앞,37.5349118,127.0692877
SEB104000109,신양초등학교앞,37.5352337,127.0689474
SEB104000110,뚝도변전소앞,37.536077,127.0690251
SEB104000111,광진문화예술회관,37.5385652,127.0701692
SEB104000112,건국대학교앞,37.5384461,127.0748753
SEB104000116,신자초등학교앞,37.530768,127.074922
SEB104000117,자양우성아파트앞,37.5336864,127.0735184
SEB104000118,자양우성아파트앞,37.5339469,127.0734066
SEB104000119,자양고교앞,37.534579,127.0711714
SEB104000120,자양고교앞,37.5343158,127.0713601
SEB104000121,대동아파트앞,37.536419,127.068967
SEB104000122,국민은행신자양지점,37.5356635,127.0673127
SEB104000123,노룬산시장,37.5395029,127.0626912
SEB104000124,건대입구역6번출구,37.5408268,127.0672788
SEB104000125,건대로데오거리입구,37.5389192,127.0699257
SEB104000126,노룬산시장앞,37.5368058,127.0629447
SEB104000127,영동대교북단,37.536568,127.0611623
SEB104000128,노룬산시장앞,37.5366067,127.0628993
SEB104000129,신양초등학교앞,37.5335104,127.067995
SEB104000130,자양4동주민센터앞,37.533632,127.067497
SEB104000131,성수사거리,37.5431585,127.0647765
SEB104000132,화양사거리,37.5472318,127.0670885
SEB104000133,광진광장,37.5477783,127.0711522
SEB104000134,어린이대공원역.화양천주교회,37.5466216,127.0736284
SEB104000135,서울화양초등학교,37.543765,127.072222
SEB104000136,건대입구역사거리.건대병원,37.5409741,127.0709084
SEB104000137,건대입구역1번출구,37.5408957,127.0681672
SEB104000138,어린이대공원역3번출구,37.5466954,127.0752457
SEB104000139,건대입구역사거리.건대병원,37.5409809,127.0712638
SEB104000141,어린이대공원역.화양천주교회,37.5459043,127.0735881
SEB104000142,송정동서울숲아이파크,37.5517044,127.0695975
SEB104000143,송정동건영아파트,37.5545968,127.0712504
SEB104000144,군자교남단,37.5574109,127.0727879
SEB104000145,KEB.하나은행.군자동.지점,37.5577085,127.076709
SEB104000146,KEB.하나은행.군자동.지점,37.5571562,127.0765591
SEB104000147,능동우편취급국,37.5561609,127.0760329
SEB104000148,군자삼거리,37.5549755,127.0752869
SEB104000149,군자삼거리,37.5546466,127.0753228
SEB104000150,세종초등학교.세종사이버대학교앞,37.553426,127.0732401
SEB104000151,세종초교앞,37.5537705,127.0742546
SEB104000152,군자새마을금고.성동광진위센터,37.5518512,127.0713225
SEB104000153,군자새마을금고앞,37.5513566,127.0710877
SEB104000154,장안초등학교,37.5486923,127.0707547
SEB104000155,장안초등학교,37.5487613,127.0705211
SEB104000157,광진광장,37.5480152,127.0713618
SEB104000158,어린이대공원앞.세종대학교,37.549752,127.07544
SEB104000159,능동교회앞,37.5528739,127.0769927
SEB104000160,능동사거리.군자역,37.556322,127.07882
SEB104000161,군자역먹자골목사거리,37.5560788,127.0775461
SEB104000162,군자동주민센터앞,37.5548992,127.0761527
SEB104000165,어린이대공원후문,37.5508666,127.0905075
SEB104000167,중곡동입구,37.5547989,127.0882622
SEB104000168,제일은행사거리,37.5335505,127.0747505
SEB104000169,동곡삼거리,37.5635548,127.0781447
SEB104000170,건대병원입구,37.5421084,127.0714727
SEB104000236,자양동,37.5355334,127.0679858
SEB104000237,자양동,37.5353498,127.0675398
SEB104000248,면곡시장,37.5714624,127.0813749
SEB104000251,동곡삼거리,37.5637882,127.0780657
SEB104000255,광진구의회,37.5391969,127.0701166
SEB104000256,광진구의회,37.5392273,127.0704787
SEB104000257,건대입구역,37.5433804,127.072093
SEB104000258,건대입구역,37.5422803,127.0719007
SEB104000259,세종대학교,37.5498616,127.0755658
SEB104000260,세종대학교,37.549855,127.076031
SEB104000261,군자역,37.5563636,127.0788605
SEB104000262,군자역,37.555912,127.0790603
SEB104000269,광진청소년수련관,37.5459514,127.1053745
SEB104000272,용곡삼거리,37.5685782,127.0855997
SEB104000273,중곡역.국립정신건강센터,37.5662294,127.0843249
SEB104000274,종합의료복합단지,37.564527,127.0833948
SEB104000275,중곡동성당,37.5629643,127.0825248
SEB104000279,테크노마트앞.강변역,37.5366715,127.0941951
SEB104000290,어린이회관,37.5452618,127.0792516
SEB104000291,동서울우편집중국앞,37.5352822,127.0844077
SEB104000293,화양사거리,37.5483288,127.0686841
SEB104000294,긴고랑주차장,37.5609606,127.0956309
SEB104000295,새밭교회,37.5489579,127.0926144
SEB104000296,새밭교회,37.5489183,127.0934985
SEB104000297,광나루역,37.5451767,127.1032684
SEB104000298,광나루역,37.5455082,127.103282
SEB104000299,중곡동입구삼거리,37.5548269,127.0848655
SEB104000300,뚝섬유원지,37.5310817,127.0667912
SEB104000301,건국대입구,37.541115,127.0675636
SEB104000302,구의3동주민센터,37.5388973,127.0926316
SEB104000303,구의3동주민센터,37.5393567,127.0921595
SEB104000306,광나루우편취급국,37.5475566,127.1063923
SEB104000307,광진구민체육센터,37.5468671,127.1077984
SEB104900001,종로약국앞,37.5575879,127.0881058
SEB104900002,구의홈마트앞,37.5403191,127.0895646
SEB104900003,성안약국,37.5531415,127.0933919
SEB104900004,지영슈퍼,37.5517744,127.0923104
SEB104900005,자양1파출소앞,37.5367651,127.0769071
SEB104900006,래미안구의파크스위트사거리,37.5441301,127.0904643
SEB104900007,자양중학교앞,37.5346353,127.0762758
SEB104900009,서울서광교회앞,37.5475847,127.088351
SEB104900010,청구아파트앞,37.5423895,127.0967938
SEB104900011,한전삼거리,37.5454433,127.0979656
SEB104900012,광장중학교앞,37.5469479,127.1024888
SEB104900013,장신대앞,37.5476304,127.1051324
SEB104900014,구의역1번출구,37.537009,127.0851803
SEB104900015,워커힐아파트입구,37.5480904,127.1064754
SEB104900016,행운슈퍼앞,37.5330699,127.0870462
SEB104900017,워커힐아파트,37.5500035,127.1075883
SEB104900018,장신대앞,37.5475393,127.1052273
SEB104900019,구의역4번출구,37.5366543,127.084837
SEB104900020,광장중학교앞,37.5467903,127.1024015
SEB104900021,중앙상회앞,37.5602407,127.0951957
SEB104900022,화양사거리SKV1센터,37.5461969,127.0664937
SEB104900023,CU중곡긴고랑점앞,37.5587592,127.0930027
SEB104900024,성수대우프레시아1차아파트,37.5452943,127.0659848
SEB104900025,래미안구의파크스위트사거리,37.5440489,127.0906
SEB104900026,중곡4동어린이집입구,37.5585169,127.0916679
SEB104900027,대진택시,37.5477299,127.0880988
SEB104900028,화양동현대아파트,37.5439827,127.0652401
SEB104900029,긴고랑입구,37.5587364,127.0886686
SEB104900030,선화예고앞,37.5494847,127.0900588
SEB104900031,영동대교입구.성수사거리,37.5423991,127.0643413
SEB104900032,구의홈마트앞,37.5402902,127.0897229
SEB104900033,중곡보건지소,37.5595305,127.0870747
SEB104900034,아차산역사거리,37.5508068,127.0912052
SEB104900035,지영슈퍼,37.5518187,127.0921939
SEB104900036,성안약국,37.55321,127.0932969
SEB104900037,자양중학교앞,37.5346905,127.0759963
SEB104900038,강변역.테크노마트앞,37.5363934,127.094859
SEB104900039,군자역,37.5578748,127.0800822
SEB104900040,영화사입구,37.5542285,127.0941176
SEB104900041,중곡우체국앞,37.5611637,127.0840577
SEB104900042,송림식당앞,37.5368221,127.0766299
SEB104900043,찬양교회,37.5545805,127.0866536
SEB104900044,기원정사입구,37.5548826,127.0931371
SEB104900045,기업은행.용마사거리,37.562446,127.081433
SEB104900046,현대3차아파트,37.5404651,127.0996486
SEB104900047,해오름공원입구,37.5563079,127.091123
SEB104900048,우리들약국,37.5569014,127.090285
SEB104900049,긴고랑입구,37.558877,127.0886688
SEB104900050,광남고.삼성아파트,37.5419477,127.1014183
SEB104900051,마을금고.브레드제과점,37.5576339,127.0892468
SEB104900052,중곡4동어린이집입구,37.5586845,127.0917043
SEB104900053,신성시장입구,37.5585269,127.0880096
SEB104900054,광나루현대아파트,37.5467217,127.1075869
SEB104900055,CU중곡긴고랑점앞,37.5589159,127.0930312
SEB104900056,구.새마을금고앞,37.5614417,127.0871709
SEB104900057,한강호텔입구,37.5484546,127.1094523
SEB104900058,정보도서관,37.5502486,127.1104622
SEB104900059,긴고랑종점,37.5621944,127.0960429
SEB104900061,아차산역사거리,37.5506719,127.0914351
SEB104900063,워커힐팰리스,37.5500133,127.1096719
SEB104900064,한강호텔입구,37.5482745,127.1093151
SEB104900065,중곡4동파출소,37.5654194,127.0867703
SEB104900066,광나루현대아파트,37.5466936,127.1077533
SEB104900067,대원외고앞,37.5632448,127.0871413
SEB104900068,대순진리회앞.구.새마을금고,37.5609548,127.0875676
SEB104900070,신성시장입구,37.5586702,127.088063
SEB104900071,자양종합복지관앞,37.5324499,127.0753242
SEB104900072,마을금고앞,37.5577311,127.089393
SEB104900073,현대3.5차아파트,37.540779,127.1003518
SEB104900074,우리들약국,37.5570437,127.090369
SEB104900075,프라임아파트앞,37.5378379,127.0970323
SEB104900076,해오름공원입구,37.5563302,127.0913641
SEB104900077,테크노마트.광진문화원,37.5370205,127.0961011
SEB104900078,기원정사입구,37.5552791,127.093043
SEB104900079,구의역,37.5382758,127.0890925
SEB104900080,영화사입구,37.5540834,127.0941502
SEB104900082,용마사거리,37.562757,127.0812432
SEB104900085,중곡아파트.종점,37.5663789,127.0779156
SEB104900089,중앙상회앞,37.560159,127.0947974
SEB104900091,광진경찰서앞,37.5423468,127.0843546
SEB104900097,강변역A,37.5358799,127.0936328
SEB104900098,미니스톱구의중앙점앞,37.5415633,127.0898705
SEB104900099,구의아크로리버앞,37.5352926,127.0921362
SEB104900100,구의역,37.5382387,127.0892373
SEB104900102,미니스톱구의중앙점앞,37.5415506,127.0900164
SEB104900103,동서울호텔앞,37.5345349,127.0920685
SEB104900106,한창주택,37.5336144,127.0891356
SEB104900107,한창주택,37.5337153,127.0891188
SEB104900108,광남고.삼성아파트,37.542343,127.1017492
SEB104900109,신동아아파트,37.5463192,127.1052324
SEB104900110,워커힐아파트입구,37.5479203,127.1066256
SEB104900112,국민은행자양지점,37.531986,127.0792387
SEB104900113,국민은행자양지점,37.5321869,127.0792966
SEB104900114,성자초등학교앞,37.5313,127.0822557
SEB104900115,성자초등학교앞,37.5315196,127.0825682
SEB104900116,행운슈퍼앞,37.5329501,127.0870098
SEB104900118,청구아파트앞,37.5432605,127.0961815
SEB104900119,한전삼거리,37.5452405,127.0980186
SEB104900120,용마초등학교,37.5565093,127.0818137
SEB104900121,중곡4동경로당입구앞,37.5591925,127.0942812
SEB104900122,강원설비앞,37.558849,127.0899354
SEB104900123,강원설비앞,37.5590029,127.0901359
SEB104900124,중곡4동경로당입구앞,37.5591306,127.093963
SEB104900125,중곡119안전센터,37.5667567,127.0862442
SEB104900126,광장자이아파트,37.5421672,127.0949108
SEB104900127,광장자이아파트,37.5423692,127.0947267
SEB104900128,중곡아파트.기점,37.5669958,127.0782267
SEB104900129,강변역.테크노마트앞,37.5362764,127.0946015
SEB104900130,송정동자치회관,37.5507385,127.0687074
SEB104900131,성수SKV1센터1동,37.5458424,127.0657894
SEB105000001,답십리역사거리,37.565187,127.0550604
SEB105000002,청년회의소,37.5619653,127.0612838
SEB105000003,장한평역,37.561151,127.0672869
SEB105000004,신답초등학교.청계한신휴플러스,37.571753,127.044292
SEB105000005,신답초등학교.청계한신휴플러스,37.5717559,127.0447281
SEB105000006,동대문구청,37.5740577,127.0383261
SEB105000007,서울시동부병원,37.5739292,127.0309536
SEB105000008,신설동역.서울풍물시장,37.5744279,127.0257176
SEB105000009,중랑교,37.5916996,127.0677039
SEB105000010,중랑교,37.5913657,127.0669234
SEB105000011,삼육서울병원,37.5896516,127.0606916
SEB105000012,삼육서울병원,37.5899572,127.0620677
SEB105000013,시조사삼거리,37.588707,127.056888
SEB105000014,떡전교사거리.동대문노인복지관,37.5864983,127.0521094
SEB105000015,청량리역환승센타,37.5804025,127.0454307
SEB105000016,청량리역환승센타,37.5802508,127.0460771
SEB105000017,동대문구청,37.5734588,127.0399889
SEB105000018,신설동역,37.5764535,127.0255836
SEB105000019,신설동역,37.5762453,127.025947
SEB105000020,용두동한국의류시험연구원,37.5775187,127.0291141
SEB105000021,용두로타리한국의류시험연구원,37.5772564,127.029482
SEB105000023,제기역약령시장,37.5779978,127.0367215
SEB105000028,청량리미주상가앞,37.5818902,127.047678
SEB105000029,서울성심병원,37.5843923,127.0502442
SEB105000030,서울성심병원,37.5846074,127.0508977
SEB105000031,시조사,37.5868487,127.0522795
SEB105000033,휘경동입구,37.5876921,127.0550614
SEB105000034,삼육서울병원,37.5897283,127.0604991
SEB105000037,중랑교,37.5911443,127.0664306
SEB105000038,회기시장,37.5912026,127.0566389
SEB105000039,회기시장,37.5909655,127.0567417
SEB105000040,경희중고,37.5930906,127.0579052
SEB105000041,경희중고,37.5933472,127.0583346
SEB105000042,외대앞,37.5956282,127.0596059
SEB105000043,외대앞,37.5954812,127.0597677
SEB105000044,이문동우체국,37.5993882,127.0617459
SEB105000045,이문동교회,37.6001017,127.0621282
SEB105000046,의릉입구,37.6038755,127.0619229
SEB105000047,의릉입구,37.6034852,127.0621763
SEB105000048,한천로쌍용아파트앞,37.598191,127.0676192
SEB105000049,한천로쌍용아파트앞,37.5986649,127.0678869
SEB105000050,이문동삼익아파트,37.5945485,127.0682139
SEB105000051,이문동삼익아파트,37.5951035,127.0683627
SEB105000052,동일스위트리버아파트.휘봉고교,37.5877987,127.0677525
SEB105000053,휘경유수지견인차고지앞,37.58842,127.068577
SEB105000054,서울준법지원센터.동성빌라,37.5855552,127.0673893
SEB105000055,서울준법지원센터.동성빌라,37.5856794,127.0676702
SEB105000056,휘경여중고휘경주공아파트앞,37.582382,127.0682288
SEB105000057,휘경여중고휘경주공아파트,37.5821574,127.0685434
SEB105000058,장안동현대아파트앞,37.5797461,127.0685412
SEB105000059,전곡시장앞,37.577237,127.067795
SEB105000060,전곡시장앞,37.5770431,127.0680598
SEB105000061,답십리촬영소.우성그린아파트,37.5743531,127.0669297
SEB105000062,촬영소사거리.우성그린아파트,37.5735106,127.0669165
SEB105000063,풍안시장.동답초교,37.5710397,127.065489
SEB105000064,동답한신동아아파트,37.5697464,127.0642165
SEB105000065,동답한신동아아파트,37.5688816,127.0639045
SEB105000066,동아.위더스빌아파트,37.5666982,127.0622589
SEB105000067,동아.위더스빌아파트,37.5661589,127.0614649
SEB105000068,하나은행장안동지점,37.5633582,127.0584684
SEB105000069,장한평,37.5613115,127.0671376
SEB105000070,청년회의소앞,37.5621102,127.0615307
SEB105000071,고미술상가,37.5635324,127.0575178
SEB105000072,답십리역.동부시장,37.5672562,127.0525194
SEB105000073,신답역앞,37.570843,127.0470913
SEB105000074,동대문구청.용두역4번출구,37.5733733,127.0396594
SEB105000075,용두역,37.573977,127.037268
SEB105000076,용두동신동아아파트,37.5737704,127.0317924
SEB105000077,동대문우체국.서울풍물시장,37.5747597,127.0245652
SEB105000078,동대문구청.용두역3번출구,37.5755374,127.0383451
SEB105000079,동대문구청.용신동주민센터,37.5765807,127.0384168
SEB105000080,동대문구청.용신동주민센터,37.5755032,127.038003
SEB105000081,경동시장앞,37.5819989,127.0387559
SEB105000082,제기동주민센터.서울약령시앞,37.5819251,127.0383947
SEB105000083,경동시장,37.5799644,127.0382838
SEB105000084,홍파초등학교,37.585531,127.038639
SEB105000085,홍파초등학교,37.5855971,127.0383377
SEB105000086,제기동한신아파트앞,37.587603,127.037888
SEB105000087,고려대역.고대앞삼거리,37.5894337,127.0366856
SEB105000088,고려대역.고대앞삼거리,37.5887478,127.0366498
SEB105000089,고려대학교앞,37.5881473,127.0347743
SEB105000090,우신향병원,37.5855475,127.0322934
SEB105000091,안암오거리,37.5824024,127.0300037
SEB105000092,대광고등학교앞,37.5797777,127.0255621
SEB105000093,종암초등학교앞,37.5816186,127.0295992
SEB105000094,용두시장앞,37.5791115,127.0303341
SEB105000095,용두시장앞,37.579035,127.030161
SEB105000096,서울시동부병원,37.5758964,127.0304302
SEB105000097,서울시동부병원,37.5761901,127.0306952
SEB105000098,동아제약앞,37.5725993,127.0304424
SEB105000099,동아제약앞,37.5727164,127.0307312
SEB105000100,떡전교앞,37.584904,127.0526948
SEB105000101,떡전교앞,37.5846184,127.0525769
SEB105000102,서울시립대입구,37.5830057,127.0540556
SEB105000103,서울시립대학교앞,37.5826804,127.0539399
SEB105000104,서울시동부교육지원청.해성국제컨벤션고교,37.5789196,127.0570077
SEB105000105,전농로터리시장.동부교육지원청,37.578817,127.05676
SEB105000106,전농우체국앞,37.576367,127.057575
SEB105000107,전농우체국앞,37.5763637,127.0578628
SEB105000108,청솔우성아파트.답십리시장,37.5737092,127.0576479
SEB105000109,청솔우성아파트.답십리시장,37.5741112,127.057389
SEB105000110,답십리2동시온교회앞,37.5705961,127.0573999
SEB105000111,답십리1동희망샘교회앞,37.5705241,127.0571055
SEB105000112,답십리초등학교.현대시장,37.5689515,127.0572843
SEB105000113,답십리초등학교앞,37.5686265,127.0569308
SEB105000114,답십리역사거리,37.565506,127.055201
SEB105000115,황물로사거리,37.5665418,127.0559919
SEB105000116,답십리1동주민센터.래미안위브,37.572367,127.0510037
SEB105000117,답십리1동주민센터.래미안위브,37.5722145,127.0513262
SEB105000118,동대문중학교,37.5748501,127.0536093
SEB105000119,동대문중학교,37.5741762,127.0532771
SEB105000120,전농래미안크레시티아파트,37.5763017,127.0556868
SEB105000121,대한노인회동대문구지회,37.5760503,127.0557704
SEB105000122,전농사거리,37.5777859,127.0591388
SEB105000123,전농사거리,37.5775633,127.0592405
SEB105000124,배봉초등학교.전농우성아파트,37.5786953,127.0672948
SEB105000125,배봉초등학교.전농우성아파트,37.5784402,127.0674157
SEB105000126,장안2동주민센터,37.5788403,127.0704039
SEB105000127,장안2동주민센터,37.5786079,127.0703731
SEB105000128,장안교앞,37.5796184,127.0741172
SEB105000129,장안교은석초등학교,37.579447,127.0743783
SEB105000130,청량리역6번출구,37.5785633,127.0432048
SEB105000131,청량리역6번출구,37.5780739,127.0434887
SEB105000132,롯데캐슬노블레스,37.5755552,127.0484716
SEB105000133,전농시장앞,37.5760847,127.0471184
SEB105000134,래미안크레시티.답십리도서관,37.5745617,127.0502439
SEB105000135,동대문구답십리도서관앞,37.573787,127.0511869
SEB105000136,답십리래미안위브아파트,37.5726978,127.0547603
SEB105000137,답십리래미안미드카운티,37.57298,127.055558
SEB105000138,답십리종합상가,37.572732,127.0567075
SEB105000139,답십리2동두산아파트,37.5727267,127.0583163
SEB105000140,한양아파트.청솔우성아파트후문,37.5729536,127.058758
SEB105000141,답십리2동한양아파트앞,37.5726702,127.0614069
SEB105000142,답십리2동한양아파트앞,37.5729091,127.0612373
SEB105000143,동답한신.대림아파트동대문체육관,37.572663,127.063768
SEB105000144,촬영소사거리.동답초등학교,37.572642,127.065212
SEB105000145,촬영소사거리.세양청마루아파트앞,37.5728708,127.0654476
SEB105000146,동대문구.성동구선거관리위원회,37.5724991,127.0683039
SEB105000147,동대문구.성동구선거관리위원회,37.5727179,127.0679721
SEB105000148,장안사거리,37.5725146,127.0704942
SEB105000149,국민은행장안동지점,37.5723101,127.0733628
SEB105000150,국민은행장안동지점,37.5720249,127.0741187
SEB105000151,장안동근린공원,37.5773238,127.0719536
SEB105000152,장안동근린공원,37.5781489,127.0723552
SEB105000153,동대문더퍼스트데시앙아파트,37.5753541,127.0718136
SEB105000154,NH농협장안평지점,37.5751529,127.0721655
SEB105000155,코리아병원,37.5732069,127.0716598
SEB105000156,새서울병원,37.5731012,127.072005
SEB105000157,장안동삼성쉐르빌아파트,37.5712481,127.0712843
SEB105000158,장안동삼성쉐르빌아파트,37.571238,127.070843
SEB105000159,(구)경남호텔앞,37.569605,127.070183
SEB105000160,현대벤처빌.현대썬앤빌,37.5689208,127.0694007
SEB105000161,현대벤처빌,37.5679144,127.0690489
SEB105000162,우리은행장안지점앞,37.566393,127.067727
SEB105000163,우리은행장안지점앞,37.5655986,127.0676384
SEB105000164,북한연구소앞,37.5634648,127.0661434
SEB105000165,장한평역,37.5626507,127.0651964
SEB105000166,장한평역,37.562437,127.0654362
SEB105000167,신이문역,37.6025712,127.0677159
SEB105000168,이문동현대아파트앞,37.6009865,127.0706306
SEB105000169,이문동현대아파트,37.600859,127.0709847
SEB105000170,휘경2동주민센터,37.5907361,127.0680485
SEB105000171,휘경2동주민센터,37.5906217,127.0679227
SEB105000172,동부아동상담소.동국대부속중고,37.5768335,127.0763833
SEB105000173,장안삼성래미안2차아파트,37.5746815,127.0766223
SEB105000174,장안삼성래미안2차아파트.성복교회,37.573045,127.0768221
SEB105000175,장안현대홈타운아파트앞,37.5697591,127.0733886
SEB105000176,구민회관앞,37.5665697,127.0740669
SEB105000177,파라브아파트,37.5635828,127.0723739
SEB105000178,장안현대홈타운상가,37.5710913,127.0742888
SEB105000179,장안현대홈타운앞,37.5695666,127.0757906
SEB105000180,장안치안센터,37.5683737,127.0726706
SEB105000181,장안치안센터,37.5684799,127.0728405
SEB105000182,장평중학교,37.5657454,127.0709395
SEB105000183,회기역종점,37.5899003,127.0588619
SEB105000184,경희대입구,37.5912791,127.052919
SEB105000185,경희대입구,37.5915413,127.0528626
