전용면적,보증금,월세,층,지하철역,지하철거리,500m음식점수,환율,500m맛집,500m문화공간,500m문화재,500m쇼핑,1000m맛집,1000m문화공간,1000m문화재,1000m쇼핑,가장 가까운 버스정류장까지 거리(m),보증금고려월세
117.742,10000.0,400,30,충정로(경기대입구)역,361.7916452355358,217,1197.0,14,4,17,0,120,35,90,8,23.8510160033185,410.4166666666667
67.77,10000.0,80,10,동대입구역,458.9527599183493,174,1197.0,16,9,15,5,107,37,58,32,159.18949873299243,90.41666666666667
117.742,20000.0,350,30,충정로(경기대입구)역,361.7916452355358,217,1197.0,14,4,17,0,120,35,90,8,23.8510160033185,370.8333333333333
59.9808,50000.0,120,8,충정로(경기대입구)역,546.5467807347819,101,1197.0,1,2,4,0,47,20,55,4,161.22384425777142,172.08333333333334
59.943,5000.0,250,8,충정로(경기대입구)역,546.5467807347819,101,1197.0,1,2,4,0,47,20,55,4,161.22384425777142,255.20833333333334
84.878,23490.0,135,24,충정로(경기대입구)역,361.7916452355358,217,1202.4,14,4,17,0,120,35,90,8,23.8510160033185,159.46875
14.49,1000.0,70,8,동대문역사문화공원역,301.609724702947,262,1202.4,24,3,7,3,91,35,49,30,90.55520884320347,71.04166666666667
148.47,0.0,675,31,서울역,300.40511873242406,54,1202.4,8,5,9,0,115,37,95,8,83.49973589710727,675.0
84.9774,10000.0,280,8,서울역,376.5303456813306,89,1202.4,2,2,5,0,67,24,65,4,37.0031250698845,290.4166666666667
14.49,1000.0,70,8,동대문역사문화공원역,301.609724702947,262,1202.4,24,3,7,3,91,35,49,30,90.55520884320347,71.04166666666667
15.55,1000.0,62,9,신당역,76.31378679879745,159,1202.4,9,5,0,11,52,17,26,31,102.6009616168716,63.041666666666664
145.6492,105000.0,140,5,신당역,117.13990056099556,159,1202.4,12,5,1,10,42,14,17,30,190.9665407319669,249.375
113.46,10000.0,400,17,회현(남대문시장)역,310.7749620679906,333,1202.4,27,7,12,5,163,48,118,11,85.65990388873333,410.4166666666667
84.9918,40000.0,100,2,충정로(경기대입구)역,546.5467807347819,101,1202.4,1,2,4,0,47,20,55,4,161.22384425777142,141.66666666666666
31.7571,2000.0,133,9,서대문역,377.9433754112008,173,1202.4,16,14,29,0,140,40,99,9,109.10882594405582,135.08333333333334
145.6492,60000.0,280,21,신당역,117.13990056099556,159,1205.7,12,5,1,10,42,14,17,30,190.9665407319669,342.5
16.55,2000.0,60,14,신당역,76.31378679879745,159,1205.7,9,5,0,11,52,17,26,31,102.6009616168716,62.083333333333336
52.93,5000.0,60,3,약수역,67.60227851209639,77,1205.7,19,3,9,1,54,20,30,10,75.75270809457467,65.20833333333333
37.54,4897.0,7,11,신당역,524.9534945478343,88,1205.7,7,0,1,0,44,15,23,27,264.0077328980435,12.101041666666667
59.91,5000.0,140,18,신설동역,533.615752338311,40,1205.7,3,1,1,3,21,7,4,23,99.42774589932525,145.20833333333334
84.95,20000.0,120,11,충정로(경기대입구)역,86.42285253868776,90,1205.7,10,4,13,0,73,29,74,4,66.59799483216813,140.83333333333334
44.99,10000.0,200,29,회현(남대문시장)역,310.7749620679906,333,1205.7,27,7,12,5,163,48,118,11,85.65990388873333,210.41666666666666
117.7748,10000.0,500,22,서대문역,377.9433754112008,173,1205.4,16,14,29,0,140,40,99,9,109.10882594405582,510.4166666666667
84.87999999999998,30000.0,66,9,버티고개역,153.7732236879109,27,1205.4,10,1,0,1,30,13,28,6,38.78579684636771,97.25
84.9774,61000.0,8,2,서울역,376.5303456813306,89,1205.4,2,2,5,0,67,24,65,4,37.0031250698845,71.54166666666666
20.01,1000.0,70,4,동대입구역,173.3487208435671,123,1205.4,16,6,13,5,87,29,50,29,101.49308138878293,71.04166666666667
84.93,40000.0,68,8,충정로(경기대입구)역,86.42285253868776,90,1205.4,10,4,13,0,73,29,74,4,66.59799483216813,109.66666666666666
84.93,35000.0,125,14,충정로(경기대입구)역,86.42285253868776,90,1205.4,10,4,13,0,73,29,74,4,66.59799483216813,161.45833333333334
13.51,1000.0,60,6,동대입구역,173.3487208435671,123,1205.4,16,6,13,5,87,29,50,29,101.49308138878293,61.041666666666664
22.75,3000.0,65,6,을지로4가역,403.946236658601,207,1205.4,22,5,8,2,101,37,51,31,72.19381704190464,68.125
15.97,1000.0,65,10,신당역,338.52745922576685,77,1205.4,8,1,0,1,23,7,4,23,33.55971284644064,66.04166666666667
15.97,1000.0,65,10,신당역,338.52745922576685,77,1205.4,8,1,0,1,23,7,4,23,33.55971284644064,66.04166666666667
84.87999999999998,52000.0,5,7,버티고개역,153.7732236879109,27,1205.4,10,1,0,1,30,13,28,6,38.78579684636771,59.166666666666664
84.87999999999998,7000.0,150,20,신금호역,358.1312622656157,4,1205.4,7,3,9,0,47,17,24,13,392.9343565790587,157.29166666666666
18.71,1000.0,65,2,동대입구역,173.3487208435671,123,1205.4,16,6,13,5,87,29,50,29,101.49308138878293,66.04166666666667
84.9774,68600.0,35,3,서울역,376.5303456813306,89,1205.4,2,2,5,0,67,24,65,4,37.0031250698845,106.45833333333333
84.95,31500.0,126,14,청구역,148.0705761514984,96,1205.4,4,1,1,0,63,20,29,31,70.23484133934264,158.8125
43.056,10000.0,67,3,충정로(경기대입구)역,200.555682270846,159,1199.5,10,3,15,0,102,32,89,7,114.02735679071988,77.41666666666667
13.12,1000.0,60,8,동대입구역,173.3487208435671,123,1199.5,16,6,13,5,87,29,50,29,101.49308138878293,61.041666666666664
32.86,1000.0,55,-1,버티고개역,287.5335192245447,52,1199.5,10,2,0,1,36,15,38,6,147.3632841936009,56.041666666666664
71.9832,55000.0,30,10,서울역,376.5303456813306,89,1199.5,2,2,5,0,67,24,65,4,37.0031250698845,87.29166666666666
25.99,1500.0,102,15,신당역,58.061356897640906,140,1199.5,10,5,0,10,43,14,17,31,187.3336720760136,103.5625
57.63,10000.0,110,5,신금호역,358.1312622656157,4,1199.4,7,3,9,0,47,17,24,13,392.9343565790587,120.41666666666667
56.43,5000.0,130,16,신당역,147.34851997175824,164,1199.4,9,4,1,11,42,14,17,30,121.06555380445334,135.20833333333334
84.98,58000.0,10,8,신당역,524.9534945478343,88,1199.4,7,0,1,0,44,15,23,27,264.0077328980435,70.41666666666666
59.97,5000.0,140,10,신금호역,472.8633597877952,20,1199.4,2,0,1,0,55,17,24,29,25.03257628178961,145.20833333333334
84.87999999999998,30000.0,75,4,버티고개역,153.7732236879109,27,1199.4,10,1,0,1,30,13,28,6,38.78579684636771,106.25
176.42,100000.0,300,29,회현(남대문시장)역,310.7749620679906,333,1197.8,27,7,12,5,163,48,118,11,85.65990388873333,404.1666666666667
83.97,37000.0,50,14,신당역,642.5304144954268,81,1197.8,3,0,1,0,27,9,13,16,145.0156737035655,88.54166666666666
33.997,10000.0,56,5,충정로(경기대입구)역,200.555682270846,159,1197.8,10,3,15,0,102,32,89,7,114.02735679071988,66.41666666666667
19.95,1000.0,70,4,충정로(경기대입구)역,169.5458754048524,129,1197.8,10,4,16,0,90,31,86,5,152.21828755716365,71.04166666666667
43.056,13000.0,50,1,충정로(경기대입구)역,200.555682270846,159,1197.8,10,3,15,0,102,32,89,7,114.02735679071988,63.541666666666664
17.68,1000.0,69,5,충정로(경기대입구)역,169.5458754048524,129,1197.8,10,4,16,0,90,31,86,5,152.21828755716365,70.04166666666667
84.98659999999998,60000.0,80,4,서울역,421.6932281404668,121,1197.8,7,3,15,0,74,30,74,4,168.61624434442572,142.5
14.15,1000.0,75,14,신당역,145.27071583729386,76,1197.8,11,2,1,1,30,13,13,27,46.48836952902109,76.04166666666667
84.95999999999998,25000.0,150,4,청구역,148.0705761514984,96,1197.8,4,1,1,0,63,20,29,31,70.23484133934264,176.04166666666666
43.056,10000.0,72,6,충정로(경기대입구)역,200.555682270846,159,1197.8,10,3,15,0,102,32,89,7,114.02735679071988,82.41666666666667
37.69,4000.0,60,6,회현(남대문시장)역,200.50226241997623,299,1196.0,27,7,24,4,152,47,109,9,87.83506493158505,64.16666666666667
32.67,2775.0,4,2,신금호역,358.1312622656157,4,1196.0,7,3,9,0,47,17,24,13,392.9343565790587,6.890625
70.81,2000.0,170,14,서대문역,393.14874072626776,181,1196.0,16,12,29,0,137,39,97,9,39.62660995075856,172.08333333333334
114.88,65000.0,90,17,버티고개역,153.7732236879109,27,1196.0,10,1,0,1,30,13,28,6,38.78579684636771,157.70833333333331
13.51,1000.0,60,5,동대입구역,173.3487208435671,123,1196.0,16,6,13,5,87,29,50,29,101.49308138878293,61.041666666666664
24.19,5000.0,75,8,을지로4가역,351.93310458901897,273,1196.0,23,4,7,3,90,33,49,30,111.17973797505265,80.20833333333333
84.84999999999998,3000.0,260,12,신당역,524.9534945478343,88,1196.0,7,0,1,0,44,15,23,27,264.0077328980435,263.125
79.11,15000.0,120,4,신당역,642.5304144954268,81,1196.0,3,0,1,0,27,9,13,16,145.0156737035655,135.625
84.878,3000.0,320,32,충정로(경기대입구)역,361.7916452355358,217,1196.0,14,4,17,0,120,35,90,8,23.8510160033185,323.125
30.4927,4000.0,73,8,상왕십리역,413.01287042336577,8,1196.0,6,0,0,0,18,7,4,22,17.8702147977542,77.16666666666667
59.94,10000.0,140,15,신설동역,533.615752338311,40,1196.0,3,1,1,3,21,7,4,23,99.42774589932525,150.41666666666666
59.94,5000.0,160,16,버티고개역,153.7732236879109,27,1196.0,10,1,0,1,30,13,28,6,38.78579684636771,165.20833333333334
59.74,28000.0,120,10,신당역,524.9534945478343,88,1196.0,7,0,1,0,44,15,23,27,264.0077328980435,149.16666666666666
84.95999999999998,38500.0,100,6,청구역,148.0705761514984,96,1196.0,4,1,1,0,63,20,29,31,70.23484133934264,140.10416666666666
84.9774,60000.0,65,11,서울역,376.5303456813306,89,1196.0,2,2,5,0,67,24,65,4,37.0031250698845,127.5
117.7748,12000.0,300,22,서대문역,377.9433754112008,173,1196.0,16,14,29,0,140,40,99,9,109.10882594405582,312.5
71.9832,53000.0,60,4,서울역,376.5303456813306,89,1196.0,2,2,5,0,67,24,65,4,37.0031250698845,115.20833333333334
13.36,1000.0,62,6,충정로(경기대입구)역,169.5458754048524,129,1196.0,10,4,16,0,90,31,86,5,152.21828755716365,63.041666666666664
176.42,20000.0,530,26,회현(남대문시장)역,310.7749620679906,333,1196.0,27,7,12,5,163,48,118,11,85.65990388873333,550.8333333333334
117.742,65000.0,90,33,충정로(경기대입구)역,361.7916452355358,217,1196.0,14,4,17,0,120,35,90,8,23.8510160033185,157.70833333333331
117.742,65000.0,90,33,충정로(경기대입구)역,361.7916452355358,217,1196.0,14,4,17,0,120,35,90,8,23.8510160033185,157.70833333333331
59.91,5000.0,160,26,신설동역,533.615752338311,40,1196.0,3,1,1,3,21,7,4,23,99.42774589932525,165.20833333333334
57.63,5000.0,116,11,신금호역,358.1312622656157,4,1196.0,7,3,9,0,47,17,24,13,392.9343565790587,121.20833333333333
66.6,20000.0,100,14,신당역,642.5304144954268,81,1196.0,3,0,1,0,27,9,13,16,145.0156737035655,120.83333333333333
22.75,1000.0,73,7,을지로4가역,403.946236658601,207,1196.0,22,5,8,2,101,37,51,31,72.19381704190464,74.04166666666667
59.94,9000.0,96,17,버티고개역,153.7732236879109,27,1196.0,10,1,0,1,30,13,28,6,38.78579684636771,105.375
82.41299999999998,50000.0,110,12,충무로역,352.7013286255665,229,1196.0,16,6,13,2,104,36,55,33,129.0802746938073,162.08333333333334
84.95999999999998,50000.0,100,11,청구역,148.0705761514984,96,1196.0,4,1,1,0,63,20,29,31,70.23484133934264,152.08333333333334
71.9832,40000.0,76,5,서울역,376.5303456813306,89,1196.0,2,2,5,0,67,24,65,4,37.0031250698845,117.66666666666666
19.5,500.0,50,7,신당역,462.5655163555446,106,1196.0,4,1,1,4,27,7,5,23,104.2561319628623,50.520833333333336
84.9774,55000.0,49,6,서울역,376.5303456813306,89,1196.0,2,2,5,0,67,24,65,4,37.0031250698845,106.29166666666666
27.27,866.0,12,3,상왕십리역,329.285131747168,1,1199.6,3,0,0,0,18,7,4,16,155.76315185597636,12.902083333333334
