전용면적,보증금,월세,층,지하철역,지하철거리,500m음식점수,환율,500m맛집,500m문화공간,500m문화재,500m쇼핑,1000m맛집,1000m문화공간,1000m문화재,1000m쇼핑,가장 가까운 버스정류장까지 거리(m),보증금고려월세
80.473,5000.0,300,11,충무로역,352.7013286255665,229,1199.6,16,6,13,2,104,36,55,33,129.0802746938073,305.2083333333333
134.301,3000.0,305,11,신당역,191.4923447599134,76,1199.6,10,2,0,1,24,8,5,23,60.78809230054661,308.125
13.51,1000.0,60,4,동대입구역,173.3487208435671,123,1199.6,16,6,13,5,87,29,50,29,101.49308138878293,61.041666666666664
84.89,6000.0,168,30,신설동역,533.615752338311,40,1199.6,3,1,1,3,21,7,4,23,99.42774589932525,174.25
57.63,33000.0,28,1,신금호역,358.1312622656157,4,1199.6,7,3,9,0,47,17,24,13,392.9343565790587,62.375
84.87999999999998,10000.0,157,6,버티고개역,153.7732236879109,27,1199.6,10,1,0,1,30,13,28,6,38.78579684636771,167.41666666666666
134.301,3000.0,305,11,신당역,191.4923447599134,76,1199.6,10,2,0,1,24,8,5,23,60.78809230054661,308.125
30.357,10000.0,56,10,충정로(경기대입구)역,200.555682270846,159,1198.3,10,3,15,0,102,32,89,7,114.02735679071988,66.41666666666667
68.0,12000.0,25,6,충정로(경기대입구)역,251.4961266826327,184,1198.3,11,3,16,0,110,33,89,7,89.58760208287616,37.5
19.67,1000.0,90,18,신당역,174.3397765958725,165,1198.3,8,4,1,11,42,14,17,30,87.4723582497348,91.04166666666667
15.12,1000.0,64,3,충정로(경기대입구)역,169.5458754048524,129,1198.5,10,4,16,0,90,31,86,5,152.21828755716365,65.04166666666667
84.87999999999998,48000.0,38,1,신금호역,358.1312622656157,4,1198.5,7,3,9,0,47,17,24,13,392.9343565790587,88.0
52.46,5000.0,80,7,동대입구역,522.9444304920572,186,1196.9,25,12,18,5,115,37,59,31,185.86417386132544,85.20833333333333
13.51,1000.0,60,4,동대입구역,173.3487208435671,123,1196.9,16,6,13,5,87,29,50,29,101.49308138878293,61.041666666666664
84.9774,30000.0,130,8,서울역,376.5303456813306,89,1196.9,2,2,5,0,67,24,65,4,37.0031250698845,161.25
84.87999999999998,55000.0,7,4,신금호역,358.1312622656157,4,1196.9,7,3,9,0,47,17,24,13,392.9343565790587,64.29166666666666
59.94,4000.0,160,7,버티고개역,153.7732236879109,27,1196.9,10,1,0,1,30,13,28,6,38.78579684636771,164.16666666666666
59.94,5000.0,160,15,버티고개역,153.7732236879109,27,1196.9,10,1,0,1,30,13,28,6,38.78579684636771,165.20833333333334
114.84,5000.0,400,11,충무로역,352.7013286255665,229,1196.9,16,6,13,2,104,36,55,33,129.0802746938073,405.2083333333333
43.056,10000.0,67,8,충정로(경기대입구)역,200.555682270846,159,1196.9,10,3,15,0,102,32,89,7,114.02735679071988,77.41666666666667
21.45,1000.0,60,11,동대문역사문화공원역,356.66310340976054,272,1196.9,25,4,8,3,91,35,49,30,133.71080905767624,61.041666666666664
84.97199999999998,70000.0,30,12,충정로(경기대입구)역,546.5467807347819,101,1197.1,1,2,4,0,47,20,55,4,161.22384425777142,102.91666666666667
84.97199999999998,10000.0,232,12,충정로(경기대입구)역,546.5467807347819,101,1197.1,1,2,4,0,47,20,55,4,161.22384425777142,242.41666666666666
57.63,8000.0,127,12,신금호역,358.1312622656157,4,1197.1,7,3,9,0,47,17,24,13,392.9343565790587,135.33333333333334
14.2664,10000.0,43,8,시청역,300.9137610337463,514,1197.1,33,13,37,1,143,42,101,11,230.68420809566103,53.416666666666664
42.31,1000.0,60,7,충무로역,280.85980054223285,233,1197.1,24,6,13,1,131,36,71,27,177.86168819127246,61.041666666666664
114.84,75000.0,120,6,충무로역,352.7013286255665,229,1197.1,16,6,13,2,104,36,55,33,129.0802746938073,198.125
84.95,20000.0,200,12,청구역,148.0705761514984,96,1197.1,4,1,1,0,63,20,29,31,70.23484133934264,220.83333333333334
59.94,35000.0,75,13,버티고개역,153.7732236879109,27,1197.1,10,1,0,1,30,13,28,6,38.78579684636771,111.45833333333334
14.08,7000.0,45,16,신당역,145.27071583729386,76,1197.1,11,2,1,1,30,13,13,27,46.48836952902109,52.291666666666664
65.71,2000.0,200,15,서대문역,393.14874072626776,181,1197.1,16,12,29,0,137,39,97,9,39.62660995075856,202.08333333333334
84.93,52500.0,20,2,충정로(경기대입구)역,86.42285253868776,90,1197.1,10,4,13,0,73,29,74,4,66.59799483216813,74.6875
13.12,1000.0,60,5,동대입구역,173.3487208435671,123,1197.1,16,6,13,5,87,29,50,29,101.49308138878293,61.041666666666664
84.95,20000.0,200,12,청구역,148.0705761514984,96,1197.1,4,1,1,0,63,20,29,31,70.23484133934264,220.83333333333334
84.89,30000.0,150,21,신설동역,533.615752338311,40,1197.1,3,1,1,3,21,7,4,23,99.42774589932525,181.25
52.46,3000.0,90,3,동대입구역,522.9444304920572,186,1197.1,25,12,18,5,115,37,59,31,185.86417386132544,93.125
59.7807,50000.0,50,13,상왕십리역,442.77682315529216,7,1197.1,5,0,1,0,18,7,4,16,120.54082585276144,102.08333333333334
84.95999999999998,5000.0,270,12,청구역,148.0705761514984,96,1197.1,4,1,1,0,63,20,29,31,70.23484133934264,275.2083333333333
12.26,500.0,58,9,을지로4가역,351.93310458901897,273,1197.1,23,4,7,3,90,33,49,30,111.17973797505265,58.520833333333336
59.91,3000.0,152,8,신설동역,533.615752338311,40,1197.1,3,1,1,3,21,7,4,23,99.42774589932525,155.125
84.89,30000.0,150,21,신설동역,533.615752338311,40,1197.1,3,1,1,3,21,7,4,23,99.42774589932525,181.25
84.9918,10000.0,340,24,충정로(경기대입구)역,546.5467807347819,101,1197.1,1,2,4,0,47,20,55,4,161.22384425777142,350.4166666666667
134.301,10000.0,288,11,신당역,191.4923447599134,76,1197.1,10,2,0,1,24,8,5,23,60.78809230054661,298.4166666666667
59.98,25000.0,85,6,신금호역,472.8633597877952,20,1197.1,2,0,1,0,55,17,24,29,25.03257628178961,111.04166666666667
37.54,3017.0,18,7,신당역,524.9534945478343,88,1196.4,7,0,1,0,44,15,23,27,264.0077328980435,21.14270833333333
117.73,13000.0,127,5,충무로역,580.3917112589625,170,1196.4,4,6,17,0,122,37,56,13,363.719238624583,140.54166666666666
59.95,50000.0,55,8,신당역,524.9534945478343,88,1196.4,7,0,1,0,44,15,23,27,264.0077328980435,107.08333333333334
84.9,5000.0,350,19,서울역,348.4606199556672,282,1196.4,29,6,36,3,143,43,101,9,38.29151534777954,355.2083333333333
84.94,5000.0,170,13,신당역,281.09224807306543,77,1196.4,8,1,0,1,24,8,4,23,82.61857382160969,175.20833333333334
75.45,5000.0,160,12,신당역,147.34851997175824,164,1196.4,9,4,1,11,42,14,17,30,121.06555380445334,165.20833333333334
22.67,1000.0,75,2,충정로(경기대입구)역,169.5458754048524,129,1196.4,10,4,16,0,90,31,86,5,152.21828755716365,76.04166666666667
33.997,10000.0,56,3,충정로(경기대입구)역,200.555682270846,159,1194.6,10,3,15,0,102,32,89,7,114.02735679071988,66.41666666666667
21.45,1000.0,60,10,동대문역사문화공원역,356.66310340976054,272,1194.6,25,4,8,3,91,35,49,30,133.71080905767624,61.041666666666664
84.9774,10000.0,195,12,서울역,376.5303456813306,89,1194.6,2,2,5,0,67,24,65,4,37.0031250698845,205.41666666666666
59.7,45000.0,50,1,충정로(경기대입구)역,86.42285253868776,90,1194.6,10,4,13,0,73,29,74,4,66.59799483216813,96.875
79.11,6000.0,150,13,신당역,642.5304144954268,81,1194.6,3,0,1,0,27,9,13,16,145.0156737035655,156.25
80.473,58000.0,30,19,충무로역,352.7013286255665,229,1194.6,16,6,13,2,104,36,55,33,129.0802746938073,90.41666666666666
59.7,45000.0,50,1,충정로(경기대입구)역,86.42285253868776,90,1194.6,10,4,13,0,73,29,74,4,66.59799483216813,96.875
15.79,1000.0,75,15,을지로4가역,351.93310458901897,273,1194.7,23,4,7,3,90,33,49,30,111.17973797505265,76.04166666666667
59.94,42000.0,20,33,신설동역,533.615752338311,40,1194.7,3,1,1,3,21,7,4,23,99.42774589932525,63.75
134.301,10000.0,350,18,신당역,191.4923447599134,76,1194.7,10,2,0,1,24,8,5,23,60.78809230054661,360.4166666666667
62.81,10000.0,15,2,회현(남대문시장)역,442.7292649378695,292,1194.7,11,6,11,1,154,44,108,11,152.72908374178917,25.416666666666664
84.93,56000.0,6,8,충정로(경기대입구)역,86.42285253868776,90,1194.7,10,4,13,0,73,29,74,4,66.59799483216813,64.33333333333334
139.275,50000.0,15,1,신당역,642.5304144954268,81,1192.1,3,0,1,0,27,9,13,16,145.0156737035655,67.08333333333334
59.9707,47000.0,55,3,충정로(경기대입구)역,546.5467807347819,101,1192.1,1,2,4,0,47,20,55,4,161.22384425777142,103.95833333333334
16.37,1000.0,60,15,신당역,363.603136827756,77,1199.4,6,1,0,3,23,7,4,23,29.19137096272764,61.041666666666664
44.99,2000.0,220,20,회현(남대문시장)역,310.7749620679906,333,1199.4,27,7,12,5,163,48,118,11,85.65990388873333,222.08333333333334
44.99,2000.0,220,20,회현(남대문시장)역,310.7749620679906,333,1199.4,27,7,12,5,163,48,118,11,85.65990388873333,222.08333333333334
66.6,3000.0,110,6,신당역,642.5304144954268,81,1199.4,3,0,1,0,27,9,13,16,145.0156737035655,113.125
13.51,1000.0,60,5,동대입구역,173.3487208435671,123,1199.4,16,6,13,5,87,29,50,29,101.49308138878293,61.041666666666664
57.63,25000.0,50,20,신금호역,358.1312622656157,4,1199.4,7,3,9,0,47,17,24,13,392.9343565790587,76.04166666666667
59.94,20000.0,130,25,신설동역,533.615752338311,40,1199.4,3,1,1,3,21,7,4,23,99.42774589932525,150.83333333333334
50.06,2000.0,125,7,신당역,493.43284786167294,105,1199.4,4,1,1,3,23,7,4,23,197.67966177367128,127.08333333333333
84.9774,45000.0,100,4,서울역,376.5303456813306,89,1199.4,2,2,5,0,67,24,65,4,37.0031250698845,146.875
15.55,1000.0,60,9,신당역,76.31378679879745,159,1199.4,9,5,0,11,52,17,26,31,102.6009616168716,61.041666666666664
59.94,50000.0,25,1,버티고개역,153.7732236879109,27,1199.4,10,1,0,1,30,13,28,6,38.78579684636771,77.08333333333334
59.91,40000.0,60,29,신설동역,533.615752338311,40,1199.4,3,1,1,3,21,7,4,23,99.42774589932525,101.66666666666666
79.11,37000.0,40,1,신당역,642.5304144954268,81,1199.4,3,0,1,0,27,9,13,16,145.0156737035655,78.54166666666666
84.97199999999998,10000.0,270,17,충정로(경기대입구)역,546.5467807347819,101,1199.4,1,2,4,0,47,20,55,4,161.22384425777142,280.4166666666667
114.88,61000.0,6,11,버티고개역,153.7732236879109,27,1202.7,10,1,0,1,30,13,28,6,38.78579684636771,69.54166666666666
32.0134,20000.0,45,2,시청역,300.9137610337463,514,1202.7,33,13,37,1,143,42,101,11,230.68420809566103,65.83333333333333
44.99,3000.0,220,13,회현(남대문시장)역,310.7749620679906,333,1202.7,27,7,12,5,163,48,118,11,85.65990388873333,223.125
72.99649999999998,50000.0,100,6,충정로(경기대입구)역,546.5467807347819,101,1202.7,1,2,4,0,47,20,55,4,161.22384425777142,152.08333333333334
84.87999999999998,20000.0,118,2,신금호역,358.1312622656157,4,1202.7,7,3,9,0,47,17,24,13,392.9343565790587,138.83333333333334
32.0134,20000.0,45,2,시청역,300.9137610337463,514,1202.7,33,13,37,1,143,42,101,11,230.68420809566103,65.83333333333333
176.42,70000.0,350,24,회현(남대문시장)역,310.7749620679906,333,1202.7,27,7,12,5,163,48,118,11,85.65990388873333,422.9166666666667
59.943,20000.0,170,4,충정로(경기대입구)역,546.5467807347819,101,1202.7,1,2,4,0,47,20,55,4,161.22384425777142,190.83333333333334
71.93,2000.0,100,11,충무로역,197.7903468724876,213,1202.7,22,6,12,1,129,37,71,25,65.48284525938637,102.08333333333333
44.99,3000.0,120,17,회현(남대문시장)역,310.7749620679906,333,1202.7,27,7,12,5,163,48,118,11,85.65990388873333,123.125
83.97,20000.0,55,13,신당역,642.5304144954268,81,1202.7,3,0,1,0,27,9,13,16,145.0156737035655,75.83333333333333
19.67,1000.0,85,16,신당역,174.3397765958725,165,1202.7,8,4,1,11,42,14,17,30,87.4723582497348,86.04166666666667
65.37,28100.0,45,6,신금호역,358.1312622656157,4,1202.7,7,3,9,0,47,17,24,13,392.9343565790587,74.27083333333333
59.94,2000.0,142,4,버티고개역,153.7732236879109,27,1202.7,10,1,0,1,30,13,28,6,38.78579684636771,144.08333333333334
65.37,28100.0,45,6,신금호역,358.1312622656157,4,1202.7,7,3,9,0,47,17,24,13,392.9343565790587,74.27083333333333
84.87999999999998,20000.0,180,6,버티고개역,153.7732236879109,27,1205.6,10,1,0,1,30,13,28,6,38.78579684636771,200.83333333333334
84.98659999999998,40000.0,81,12,서울역,421.6932281404668,121,1205.6,7,3,15,0,74,30,74,4,168.61624434442572,122.66666666666666
52.46,2000.0,80,1,동대입구역,522.9444304920572,186,1205.6,25,12,18,5,115,37,59,31,185.86417386132544,82.08333333333333
29.35,1000.0,95,7,신당역,422.9698894703928,103,1205.6,4,1,1,3,24,7,4,23,250.4883137702421,96.04166666666667
84.95999999999998,5000.0,140,12,신금호역,472.8633597877952,20,1205.0,2,0,1,0,55,17,24,29,25.03257628178961,145.20833333333334
27.47,1500.0,115,15,신당역,58.061356897640906,140,1205.0,10,5,0,10,43,14,17,31,187.3336720760136,116.5625
35.79,2799.0,16,5,청구역,148.0705761514984,96,1205.0,4,1,1,0,63,20,29,31,70.23484133934264,18.915625
59.97,20000.0,76,4,신금호역,472.8633597877952,20,1203.6,2,0,1,0,55,17,24,29,25.03257628178961,96.83333333333333
44.99,3000.0,220,21,회현(남대문시장)역,310.7749620679906,333,1203.6,27,7,12,5,163,48,118,11,85.65990388873333,223.125
83.97,20000.0,130,14,신당역,642.5304144954268,81,1203.6,3,0,1,0,27,9,13,16,145.0156737035655,150.83333333333334
18.82,1000.0,55,4,신당역,462.5655163555446,106,1203.6,4,1,1,4,27,7,5,23,104.2561319628623,56.041666666666664
114.77,40000.0,160,17,충정로(경기대입구)역,86.42285253868776,90,1203.6,10,4,13,0,73,29,74,4,66.59799483216813,201.66666666666666
16.64,3000.0,25,9,약수역,208.5619824879092,95,1203.6,10,3,9,0,62,20,30,29,97.74350362675004,28.125
83.97,20000.0,130,7,신당역,642.5304144954268,81,1203.6,3,0,1,0,27,9,13,16,145.0156737035655,150.83333333333334
84.89,8000.0,147,20,신설동역,533.615752338311,40,1203.6,3,1,1,3,21,7,4,23,99.42774589932525,155.33333333333334
59.98,20000.0,80,4,신금호역,472.8633597877952,20,1203.6,2,0,1,0,55,17,24,29,25.03257628178961,100.83333333333333
71.9832,4000.0,135,10,서울역,376.5303456813306,89,1203.6,2,2,5,0,67,24,65,4,37.0031250698845,139.16666666666666
57.63,5000.0,118,16,신금호역,358.1312622656157,4,1211.5,7,3,9,0,47,17,24,13,392.9343565790587,123.20833333333333
57.63,20000.0,80,1,신금호역,358.1312622656157,4,1211.5,7,3,9,0,47,17,24,13,392.9343565790587,100.83333333333333
24.15,1000.0,70,11,동묘앞역,345.5497230278093,59,1211.5,4,1,1,4,30,7,5,23,50.90037698917935,71.04166666666667
59.94,3000.0,137,13,버티고개역,153.7732236879109,27,1225.4,10,1,0,1,30,13,28,6,38.78579684636771,140.125
166.24,1500.0,750,26,명동역,325.43124752086374,395,1225.4,43,5,10,3,175,51,123,11,53.1320517975455,751.5625
71.7,10000.0,100,5,청구역,201.17647239941783,119,1225.4,6,3,1,0,63,19,26,31,115.75278683750209,110.41666666666667
24.3931,1000.0,71,13,상왕십리역,413.01287042336577,8,1225.4,6,0,0,0,18,7,4,22,17.8702147977542,72.04166666666667
15.55,1000.0,60,11,신당역,76.31378679879745,159,1225.4,9,5,0,11,52,17,26,31,102.6009616168716,61.041666666666664
59.91,5000.0,160,14,신설동역,533.615752338311,40,1225.4,3,1,1,3,21,7,4,23,99.42774589932525,165.20833333333334
46.26,20000.0,22,3,서대문역,364.0627756190722,141,1225.4,13,15,23,0,137,40,96,9,216.7067166152293,42.83333333333333
59.94,4000.0,127,15,버티고개역,153.7732236879109,27,1225.4,10,1,0,1,30,13,28,6,38.78579684636771,131.16666666666666
103.49,4032.0,336,8,회현(남대문시장)역,310.7749620679906,333,1225.4,27,7,12,5,163,48,118,11,85.65990388873333,340.2
57.63,3000.0,160,12,신금호역,358.1312622656157,4,1225.4,7,3,9,0,47,17,24,13,392.9343565790587,163.125
35.85,2000.0,50,5,회현(남대문시장)역,200.50226241997623,299,1234.5,27,7,24,4,152,47,109,9,87.83506493158505,52.083333333333336
35.55,2000.0,120,14,을지로4가역,403.946236658601,207,1234.5,22,5,8,2,101,37,51,31,72.19381704190464,122.08333333333333
84.98659999999998,30000.0,160,8,서울역,421.6932281404668,121,1228.7,7,3,15,0,74,30,74,4,168.61624434442572,191.25
20.01,1000.0,70,3,동대입구역,173.3487208435671,123,1228.7,16,6,13,5,87,29,50,29,101.49308138878293,71.04166666666667
22.4734,5000.0,130,5,시청역,300.9137610337463,514,1228.7,33,13,37,1,143,42,101,11,230.68420809566103,135.20833333333334
146.9679,15000.0,450,8,신당역,117.13990056099556,159,1228.7,12,5,1,10,42,14,17,30,190.9665407319669,465.625
66.6,5000.0,140,10,신당역,642.5304144954268,81,1228.7,3,0,1,0,27,9,13,16,145.0156737035655,145.20833333333334
22.4734,5000.0,130,5,시청역,300.9137610337463,514,1228.7,33,13,37,1,143,42,101,11,230.68420809566103,135.20833333333334
73.86,30000.0,100,13,서울역,300.47515523891445,91,1228.7,2,2,10,0,69,27,69,4,106.44698287229602,131.25
24.66,2000.0,115,15,동대문역사문화공원역,301.609724702947,262,1228.7,24,3,7,3,91,35,49,30,90.55520884320347,117.08333333333333
17.7034,5000.0,100,7,시청역,300.9137610337463,514,1228.7,33,13,37,1,143,42,101,11,230.68420809566103,105.20833333333333
84.95999999999998,15000.0,160,1,신금호역,472.8633597877952,20,1228.7,2,0,1,0,55,17,24,29,25.03257628178961,175.625
114.88,35000.0,140,2,버티고개역,153.7732236879109,27,1228.7,10,1,0,1,30,13,28,6,38.78579684636771,176.45833333333334
84.97,5000.0,170,22,신설동역,533.615752338311,40,1228.7,3,1,1,3,21,7,4,23,99.42774589932525,175.20833333333334
114.88,35000.0,140,2,버티고개역,153.7732236879109,27,1228.7,10,1,0,1,30,13,28,6,38.78579684636771,176.45833333333334
84.87999999999998,5000.0,158,19,신금호역,358.1312622656157,4,1228.7,7,3,9,0,47,17,24,13,392.9343565790587,163.20833333333334
166.24,2000.0,700,14,명동역,325.43124752086374,395,1228.7,43,5,10,3,175,51,123,11,53.1320517975455,702.0833333333334
19.5,1000.0,48,6,신당역,462.5655163555446,106,1228.7,4,1,1,4,27,7,5,23,104.2561319628623,49.041666666666664
98.39,30000.0,130,4,버티고개역,78.00896248659576,27,1228.7,10,2,0,1,30,13,29,6,29.039025529547025,161.25
18.63,1000.0,90,16,신당역,145.27071583729386,76,1228.7,11,2,1,1,30,13,13,27,46.48836952902109,91.04166666666667
49.22,8520.0,15,9,충무로역,280.85980054223285,233,1228.7,24,6,13,1,131,36,71,27,177.86168819127246,23.875
15.55,1000.0,65,9,신당역,76.31378679879745,159,1228.7,9,5,0,11,52,17,26,31,102.6009616168716,66.04166666666667
59.943,5000.0,184,9,충정로(경기대입구)역,546.5467807347819,101,1228.7,1,2,4,0,47,20,55,4,161.22384425777142,189.20833333333334
40.65,2000.0,120,4,충무로역,399.4739356787322,226,1232.4,17,7,15,1,117,36,52,32,166.95499565803877,122.08333333333333
59.94,3000.0,160,18,버티고개역,153.7732236879109,27,1232.4,10,1,0,1,30,13,28,6,38.78579684636771,163.125
57.63,30000.0,40,13,신금호역,358.1312622656157,4,1232.4,7,3,9,0,47,17,24,13,392.9343565790587,71.25
59.94,3000.0,158,10,신설동역,533.615752338311,40,1232.4,3,1,1,3,21,7,4,23,99.42774589932525,161.125
57.63,5000.0,130,5,신금호역,358.1312622656157,4,1232.4,7,3,9,0,47,17,24,13,392.9343565790587,135.20833333333334
69.5135,2000.0,330,6,서대문역,377.9433754112008,173,1232.4,16,14,29,0,140,40,99,9,109.10882594405582,332.0833333333333
15.79,3650.0,14,14,을지로4가역,351.93310458901897,273,1232.4,23,4,7,3,90,33,49,30,111.17973797505265,17.802083333333332
114.88,73000.0,35,13,버티고개역,153.7732236879109,27,1238.6,10,1,0,1,30,13,28,6,38.78579684636771,111.04166666666667
59.95,15000.0,160,13,신당역,524.9534945478343,88,1238.6,7,0,1,0,44,15,23,27,264.0077328980435,175.625
84.87999999999998,15000.0,170,8,신금호역,358.1312622656157,4,1238.6,7,3,9,0,47,17,24,13,392.9343565790587,185.625
187.08,125000.0,80,13,회현(남대문시장)역,310.7749620679906,333,1238.6,27,7,12,5,163,48,118,11,85.65990388873333,210.20833333333334
21.45,1000.0,60,5,동대문역사문화공원역,356.66310340976054,272,1241.7,25,4,8,3,91,35,49,30,133.71080905767624,61.041666666666664
177.0,88000.0,150,7,명동역,325.43124752086374,395,1241.7,43,5,10,3,175,51,123,11,53.1320517975455,241.66666666666669
114.91,50000.0,35,11,신금호역,472.8633597877952,20,1241.7,2,0,1,0,55,17,24,29,25.03257628178961,87.08333333333334
35.79,2799.0,16,7,청구역,148.0705761514984,96,1240.4,4,1,1,0,63,20,29,31,70.23484133934264,18.915625
139.8,5000.0,600,5,명동역,325.43124752086374,395,1240.4,43,5,10,3,175,51,123,11,53.1320517975455,605.2083333333334
114.88,65000.0,70,2,버티고개역,153.7732236879109,27,1240.4,10,1,0,1,30,13,28,6,38.78579684636771,137.70833333333331
32.76,1265.0,16,17,버티고개역,153.7732236879109,27,1240.4,10,1,0,1,30,13,28,6,38.78579684636771,17.317708333333332
84.9,20000.0,130,29,신설동역,533.615752338311,40,1240.4,3,1,1,3,21,7,4,23,99.42774589932525,150.83333333333334
59.94,10000.0,150,10,신설동역,533.615752338311,40,1220.6,3,1,1,3,21,7,4,23,99.42774589932525,160.41666666666666
13.51,1000.0,60,3,동대입구역,173.3487208435671,123,1220.6,16,6,13,5,87,29,50,29,101.49308138878293,61.041666666666664
59.943,30000.0,170,3,충정로(경기대입구)역,546.5467807347819,101,1220.6,1,2,4,0,47,20,55,4,161.22384425777142,201.25
59.89,40000.0,110,10,청구역,148.0705761514984,96,1220.6,4,1,1,0,63,20,29,31,70.23484133934264,151.66666666666666
84.89,10000.0,200,27,신설동역,533.615752338311,40,1220.6,3,1,1,3,21,7,4,23,99.42774589932525,210.41666666666666
57.63,20000.0,55,7,신금호역,358.1312622656157,4,1220.6,7,3,9,0,47,17,24,13,392.9343565790587,75.83333333333333
114.88,35000.0,185,16,버티고개역,153.7732236879109,27,1220.6,10,1,0,1,30,13,28,6,38.78579684636771,221.45833333333334
59.94,10000.0,85,15,버티고개역,153.7732236879109,27,1220.6,10,1,0,1,30,13,28,6,38.78579684636771,95.41666666666667
114.88,35000.0,185,16,버티고개역,153.7732236879109,27,1220.6,10,1,0,1,30,13,28,6,38.78579684636771,221.45833333333334
114.91,60000.0,85,15,신금호역,472.8633597877952,20,1220.6,2,0,1,0,55,17,24,29,25.03257628178961,147.5
14.2664,5000.0,60,9,시청역,300.9137610337463,514,1220.6,33,13,37,1,143,42,101,11,230.68420809566103,65.20833333333333
32.0134,5000.0,126,2,시청역,300.9137610337463,514,1220.6,33,13,37,1,143,42,101,11,230.68420809566103,131.20833333333334
59.943,30000.0,150,23,충정로(경기대입구)역,546.5467807347819,101,1220.6,1,2,4,0,47,20,55,4,161.22384425777142,181.25
57.63,20000.0,55,7,신금호역,358.1312622656157,4,1220.6,7,3,9,0,47,17,24,13,392.9343565790587,75.83333333333333
26.45,1500.0,43,5,충정로(경기대입구)역,251.4961266826327,184,1220.6,11,3,16,0,110,33,89,7,89.58760208287616,44.5625
72.97329999999998,45000.0,150,11,충정로(경기대입구)역,546.5467807347819,101,1220.6,1,2,4,0,47,20,55,4,161.22384425777142,196.875
72.97329999999998,45000.0,150,11,충정로(경기대입구)역,546.5467807347819,101,1220.6,1,2,4,0,47,20,55,4,161.22384425777142,196.875
35.79,5489.0,1,3,청구역,148.0705761514984,96,1211.1,4,1,1,0,63,20,29,31,70.23484133934264,6.717708333333333
84.97199999999998,20000.0,250,4,충정로(경기대입구)역,546.5467807347819,101,1211.1,1,2,4,0,47,20,55,4,161.22384425777142,270.8333333333333
63.74,10000.0,80,5,신당역,522.9827756608207,105,1211.1,3,1,1,3,22,7,4,23,167.20922225823793,90.41666666666667
84.97,30000.0,82,12,신설동역,533.615752338311,40,1211.1,3,1,1,3,21,7,4,23,99.42774589932525,113.25
14.2664,5000.0,50,8,시청역,300.9137610337463,514,1211.1,33,13,37,1,143,42,101,11,230.68420809566103,55.208333333333336
30.4927,4000.0,66,6,상왕십리역,413.01287042336577,8,1211.1,6,0,0,0,18,7,4,22,17.8702147977542,70.16666666666667
59.94,7000.0,130,25,신설동역,533.615752338311,40,1211.1,3,1,1,3,21,7,4,23,99.42774589932525,137.29166666666666
59.943,5000.0,270,4,충정로(경기대입구)역,546.5467807347819,101,1213.7,1,2,4,0,47,20,55,4,161.22384425777142,275.2083333333333
35.79,5489.0,1,14,청구역,148.0705761514984,96,1213.7,4,1,1,0,63,20,29,31,70.23484133934264,6.717708333333333
114.88,5000.0,240,8,버티고개역,153.7732236879109,27,1213.7,10,1,0,1,30,13,28,6,38.78579684636771,245.20833333333334
18.86,2000.0,80,3,약수역,121.62177508889047,77,1221.4,18,3,9,1,52,16,29,8,97.22627239547982,82.08333333333333
15.79,3950.0,13,14,을지로4가역,351.93310458901897,273,1221.4,23,4,7,3,90,33,49,30,111.17973797505265,17.114583333333332
114.88,65000.0,100,2,버티고개역,153.7732236879109,27,1221.4,10,1,0,1,30,13,28,6,38.78579684636771,167.70833333333331
92.1357,40000.0,162,24,신당역,117.13990056099556,159,1212.7,12,5,1,10,42,14,17,30,190.9665407319669,203.66666666666666
59.94,3000.0,135,9,버티고개역,153.7732236879109,27,1212.7,10,1,0,1,30,13,28,6,38.78579684636771,138.125
59.94,10000.0,140,18,버티고개역,153.7732236879109,27,1212.7,10,1,0,1,30,13,28,6,38.78579684636771,150.41666666666666
84.87999999999998,10000.0,270,3,버티고개역,153.7732236879109,27,1212.7,10,1,0,1,30,13,28,6,38.78579684636771,280.4166666666667
18.6574,15000.0,59,6,시청역,300.9137610337463,514,1212.7,33,13,37,1,143,42,101,11,230.68420809566103,74.625
18.86,13000.0,20,10,약수역,121.62177508889047,77,1212.7,18,3,9,1,52,16,29,8,97.22627239547982,33.541666666666664
59.91,5000.0,160,27,신설동역,533.615752338311,40,1219.4,3,1,1,3,21,7,4,23,99.42774589932525,165.20833333333334
84.92,5000.0,179,31,신설동역,533.615752338311,40,1219.4,3,1,1,3,21,7,4,23,99.42774589932525,184.20833333333334
35.79,2799.0,16,1,청구역,148.0705761514984,96,1219.4,4,1,1,0,63,20,29,31,70.23484133934264,18.915625
114.88,10000.0,360,10,버티고개역,153.7732236879109,27,1219.4,10,1,0,1,30,13,28,6,38.78579684636771,370.4166666666667
49.22,2000.0,60,9,충무로역,280.85980054223285,233,1219.4,24,6,13,1,131,36,71,27,177.86168819127246,62.083333333333336
79.11,37000.0,50,1,신당역,642.5304144954268,81,1219.4,3,0,1,0,27,9,13,16,145.0156737035655,88.54166666666666
114.88,10000.0,360,10,버티고개역,153.7732236879109,27,1219.4,10,1,0,1,30,13,28,6,38.78579684636771,370.4166666666667
42.37,15000.0,50,10,신당역,147.34851997175824,164,1219.4,9,4,1,11,42,14,17,30,121.06555380445334,65.625
59.943,60000.0,80,9,충정로(경기대입구)역,546.5467807347819,101,1219.4,1,2,4,0,47,20,55,4,161.22384425777142,142.5
