상세영업상태명	도로명주소	사업장명	업태구분명	좌표정보(X)	좌표정보(Y)	위도	경도
영업	서울특별시 중구 퇴계로 430-1 1층 (신당동)	새벽길 빨간오뎅	기타 휴게음식점	201653.6363	451467.7205	37.56549063	127.016615
영업	서울특별시 중구 마른내로 60-1 3층 (인현동1가)	재즈피넛	커피숍	199445.6651	451320.1257	37.56416198	126.9916236
영업	서울특별시 중구 동호로 350 1층 (을지로5가)	만랩커피(을지로5가점)	커피숍	200168.8391	451476.043	37.56556698	126.9998089
영업	서울특별시 중구 장충단로 275 B3층 1호 (을지로6가)	세븐일레븐 두타쉼터점	편의점	200703.6256	451836.4583	37.56881406	127.0058624
영업	서울특별시 중구 칠패로 27 1층 101호 (순화동)	씨유 포스코점	편의점	197462.1988	450878.2118	37.56017692	126.9691752
영업	서울특별시 중구 세종대로7길 37 오렌지 센터 지하1층 103호 (순화동)	씨유 중구 탑점	편의점	197503.1403	450941.0742	37.56074342	126.9696384
영업	서울특별시 중구 퇴계로36길 29 1층 (필동2가)	마마그릭(mama greek)	아이스크림	199493.6491	450918.7869	37.56054599	126.992167
영업	서울특별시 중구 마장로 116 1층 101호 (황학동)	씨유 신당메트로하임점	편의점	201936.4682	451732.1829	37.56787287	127.019817
영업	서울특별시 중구 세종대로 30 1층 (남대문로5가)	세븐일레븐 남대문점	기타 휴게음식점	197714.6076	450743.3979	37.55896294	126.9720324
영업	서울특별시 중구 서소문로 101 1층 (서소문동)	세븐일레븐 서소문점	기타 휴게음식점	197492.6595	451177.6294	37.56287472	126.9695189
영업	서울특별시 중구 명동길 74 지하1층 B120호 (명동2가)	세븐일레븐 명동대성당점	편의점	198778.8745	451214.2083	37.56320699	126.9840767
영업	서울특별시 중구 서소문로 124 1층 (서소문동)	폴 바셋 서소문점	커피숍	197735.3766	451200.179	37.56307854	126.972266
영업	서울특별시 중구 필동로1길 18 1층 (필동3가)	세븐일레븐 동국대 신공학관점	편의점	199671.3776	450684.8519	37.55843835	126.9941787
영업	서울특별시 중구 다산로 240 동원빌딩 농협 1층 107호 (신당동)	카페 오아시스	커피숍	201384.4566	451334.343	37.56428934	127.013568
영업	서울특별시 중구 퇴계로 지하 126 명동역 4호선 지하1층 (충무로2가)	마노핀	커피숍	198670.0286	450951.5055	37.5608399	126.9828452
영업	서울특별시 중구 청구로 123 지하층 (신당동)	피어커피 광희문	커피숍	200835.3455	451169.1419	37.56280152	127.0073526
영업	서울특별시 중구 명동2길 53 3층 302호 (충무로1가)	명동 사주카페 샤프	기타 휴게음식점	198461.835	450983.9579	37.56113196	126.9804888
영업	서울특별시 중구 남대문시장길 14 남대문시장 1층 (남창동)	수목티	커피숍	197880.3048	450859.4504	37.56000896	126.9739074
영업	서울특별시 중구 을지로 276 에이피엠플레이스패션몰 6층 608260906091호 (을지로7가)	커피코너(coffee corner)	커피숍	200673.0115	451443.2799	37.56527159	127.0055155
영업	서울특별시 중구 동호로 241 장충체육관 2층 (장충동2가)	니커피	커피숍	200532.8825	450653.6845	37.5581575	127.0039289
영업	서울특별시 중구 청계천로 208 1층 (주교동)	니트앤커피	커피숍	199994.1483	451871.6585	37.56913143	126.9978316
영업	서울특별시 중구 다산로42길 12 1층 (신당동)	카페홉슈	커피숍	201428.3071	451382.6528	37.56472454	127.0140644
영업	서울특별시 중구 장충단로13길 20 현대시티아울렛 지하2층 (을지로6가)	동대문 현대시티아울렛 스트릿츄러스	기타 휴게음식점	200613.5103	451817.5154	37.56864345	127.0048423
영업	서울특별시 중구 퇴계로 286 쌍림빌딩 1층 (쌍림동)	시그니처커피 2	커피숍	200247.0981	451193.483	37.56302113	127.0006947
영업	서울특별시 중구 장충단로 189 1층 (장충동1가)	지에스(GS) 뉴장충행복점	편의점	200456.2164	451031.08	37.56155783	127.0030615
영업	서울특별시 중구 소공로 100-1 1층 (소공동)	이마트24 중구소공점	편의점	198147.018	451275.76	37.56376046	126.9769249
영업	서울특별시 중구 장충단로13길 7 3층 (을지로6가)	긱스타 PC 카페	일반조리판매	200653.4538	451718.1285	37.56774796	127.0052944
영업	서울특별시 중구 남대문시장길 61 1층 104호 (회현동1가)	마리웨일237 커피&마카롱+회현역점	커피숍	198113.9323	450944.4452	37.56077528	126.9765513
영업	서울특별시 중구 수표로6길 35 2층 (충무로3가)	빙달 충무로점	기타 휴게음식점	199260.2259	451178.364	37.56288458	126.9895249
영업	서울특별시 중구 장충단로13길 34 동화상가 5동 1층 1호 (을지로6가)	도기커피	커피숍	200541.6377	451814.4595	37.56861595	127.0040288
영업	서울특별시 중구 퇴계로 216 행복빌딩 6층 (충무로4가)	호텔도마	커피숍	199560.4116	451005.6478	37.56132864	126.9929226
영업	서울특별시 중구 남대문로9길 24 패스트파이브타워 107호 (다동)	매머드 익스프레스 무교점	커피숍	198264.1744	451644.9926	37.56708744	126.97825
영업	서울특별시 중구 다산로36길 53 지하층 (신당동)	제로백 신당점	일반조리판매	201508.033	451026.7856	37.56151809	127.0149661
영업	서울특별시 중구 다산로 118 1층 (신당동)	사평커피	커피숍	200869.6034	450219.9997	37.55424981	127.0077393
영업	서울특별시 중구 세종대로 55 부영 태평빌딩 지하1층 (태평로2가)	(주)명성인터내셔널 던킨	커피숍	197728.3728	451030.8539	37.56155292	126.9721873
영업	서울특별시 중구 마른내로 157 1층 (광희동1가)	5&커피(coffee)	커피숍	200422.7666	451394.5395	37.56483258	127.002683
영업	서울특별시 중구 남대문로 7 1층 (남대문로4가)	GS25 숭례문점	편의점	197860.0915	450952.0398	37.56084314	126.9736783
영업	서울특별시 중구 퇴계로 414 1층 6호 (신당동)	로드리	기타 휴게음식점	201493.8175	451443.4825	37.56527251	127.014806
영업	서울특별시 중구 다산로31길 64 1층 (신당동)	모자이크(MOSAIC)	커피숍	200939.7405	451189.2186	37.56298231	127.0085342
영업	서울특별시 중구 수표로 58-1 4층 (을지로3가)	브렛(Brett)	커피숍	199034.3367	451570.9685	37.56642168	126.9869676
영업	서울특별시 중구 남대문로1길 26 1층 (북창동)	GS25 북창점	편의점	197945.8254	451102.6517	37.56220033	126.9746482
영업	서울특별시 중구 명동8나길 51 123층 (충무로1가)	마치마치 명동점	커피숍	198346.7983	450978.1549	37.56107947	126.9791868
영업	서울특별시 중구 청구로 116 1층 (신당동)	GS25 광희문점	편의점	200861.3837	451098.2449	37.56216272	127.0076473
영업	서울특별시 중구 삼일대로12길 16-4 123층 (을지로2가)	코드쿠키	커피숍	198931.0414	451587.6644	37.56657198	126.9857984
영업	서울특별시 중구 장충단로8길 28 지층 (장충동1가)	(주)보나비 아티제 신라성우빌딩점	커피숍	200643.0382	451077.7656	37.56197837	127.005176
영업	서울특별시 중구 마장로1길 21 광희패션몰 4층 (신당동)	심야다방	커피숍	200982.7091	451817.384	37.56864197	127.0090214
영업	서울특별시 중구 마장로1길 28-21 1층 (신당동)	만랩커피 동평화 패션타운점	커피숍	201098.0768	451892.3934	37.56931767	127.0103274
영업	서울특별시 중구 동호로 241 장충체육관 1층 (장충동2가)	(주)비지에프리테일 중구장충체육관 1호점	편의점	200532.8825	450653.6845	37.5581575	127.0039289
영업	서울특별시 중구 창경궁로 40-1 1층 (을지로4가)	에코 빵 카페	기타 휴게음식점	199787.7693	451514.9289	37.5659173	126.9954957
영업	서울특별시 중구 마장로 3 맥스타일 2층 2198호 (신당동)	동다방	커피숍	200863.5941	451837.4816	37.56882316	127.0076731
영업	서울특별시 중구 다산로38길 54 우덕빌딩 2층 (신당동)	하루PC	기타 휴게음식점	201566.8518	451111.307	37.56227953	127.015632
영업	서울특별시 중구 마른내로 122-1 1층 (오장동)	씨유 오장중부점	편의점	200071.4287	451348.3456	37.56441645	126.9987064
영업	서울특별시 중구 을지로 지하 12 시청광장 1층 (을지로1가)	더 플랜트	커피숍	198107.5759	451520.6295	37.56596663	126.9764778
영업	서울특별시 중구 서소문로 124 20층 (서소문동)	서울시청 카페테리아 마루	커피숍	197735.3766	451200.179	37.56307854	126.972266
영업	서울특별시 중구 다동길 34 1 2층 (다동)	메가엠지씨커피 서울시청점	커피숍	198261.9122	451724.1258	37.56780042	126.9782242
영업	서울특별시 중구 명동10길 29-1 1층 (명동2가)	나우커피	커피숍	198662.077	451138.2904	37.5625228	126.9827549
영업	서울특별시 중구 소공로 51 지하1층 (회현동1가)	우리라운지	커피숍	198296.2289	450773.597	37.55923633	126.978615
영업	서울특별시 중구 을지로 지하 178 204-113호 (을지로4가)	차차커피	커피숍	199624.9648	451582.8407	37.56652911	126.9936529
영업	서울특별시 중구 명동8가길 58 1층 (충무로2가)	리사르커피 명동	커피숍	198889.0986	451055.8534	37.56178037	126.9853245
영업	서울특별시 중구 명동3길 27 2층3층 (을지로2가)	명동설빙	기타 휴게음식점	198466.7065	451399.9767	37.56488025	126.980543
영업	서울특별시 중구 마장로 82-4 1층 (황학동)	흙토	커피숍	201593.4443	451761.7003	37.56813945	127.0159343
영업	서울특별시 중구 다산로 293 디오트 지하2층 가-15호 (신당동)	마피아 백다방	커피숍	201236.0315	451872.4094	37.56913745	127.0118889
영업	서울특별시 중구 을지로45길 62 3층 120호 (신당동)	멜팅커피	커피숍	201058.6788	451656.8111	37.56719515	127.0098811
영업	서울특별시 중구 세종대로 67 18층 (태평로2가)	투썸플레이스 삼성카드사옥점	커피숍	197761.4403	451123.1946	37.56238498	126.9725612
영업	서울특별시 중구 청계천로 106 1층2층 (수표동)	스타벅스 청계크리스탈스퀘어점	커피숍	198995.634	451729.9724	37.56785424	126.9865293
영업	서울특별시 중구 남대문로9길 40 1층 111호 (다동)	지에스(GS)25  무교YG타워점	편의점	198193.5344	451650.9558	37.56714103	126.9774505
영업	서울특별시 중구 청계천로 370 가동 112호 (황학동)	메가엠지씨커피 청계천점	커피숍	201581.328	452026.2061	37.57052264	127.0157977
영업	서울특별시 중구 동호로5길 20 지층1호 (신당동 프레지덴트빌딩)	지에스25 신남산타운	편의점	200988.4933	449952.2107	37.55183695	127.0090845
영업	서울특별시 중구 퇴계로10길 16-1 1층 (회현동1가)	매머드 익스프레스 회현역점	커피숍	198196.0629	450708.8046	37.55865236	126.9774815
영업	서울특별시 중구 청계천로 106 1층 (수표동)	몬떼비서울 수표점	커피숍	198995.634	451729.9724	37.56785424	126.9865293
영업	서울특별시 중구 을지로5길 26 지하1층 (수하동)	세븐일레븐 중구센터원점	편의점	198620.9343	451681.958	37.56742112	126.9822881
영업	서울특별시 중구 장충단로13길 43 1층 11호 (을지로6가)	3H 단백질카페	커피숍	200550.4318	451746.4498	37.56800319	127.0041283
영업	서울특별시 중구 동호로33길 2 2호 1층일부 (을지로5가)	아띠몽 을지로5가점	커피숍	200104.6421	451476.4541	37.56557069	126.9990823
영업	서울특별시 중구 을지로 지하 218 449호 (을지로5가)	흙바둑카페	커피숍	200123.6717	451612.7001	37.56679825	126.9992977
영업	서울특별시 중구 퇴계로78길 43 1층 (신당동)	GREEK SSUN	커피숍	201386.5987	451237.7157	37.56341873	127.013592
영업	서울특별시 중구 퇴계로86길 2 1층 (신당동)	더 벤티(신당점)	커피숍	201662.0821	451459.4676	37.56541626	127.0167106
영업	서울특별시 중구 명동7길 21 명동아르누보센텀 지하1층 FC19호 (을지로2가)	카롱샵	기타 휴게음식점	198505.1408	451381.1131	37.56471036	126.9809781
영업	서울특별시 중구 난계로 173 한양 I-Class 제에스-1호 (황학동)	GS25 황학한양점	편의점	201988.7452	451647.0708	37.56710592	127.0204085
영업	서울특별시 중구 을지로 35 하나은행 을지로본점 24층 내 스마트워크센터 (을지로1가)	(주)커피빈코리아 하나은행을지로본점	커피숍	198338.0956	451573.1295	37.56644011	126.9790869
영업	서울특별시 중구 퇴계로73길 54-67 3층 (신당동)	옛날불고기	일반조리판매	201212.6228	451611.3415	37.56678529	127.0116235
영업	서울특별시 중구 세종대로7길 43 삼성생명 SK순화빌딩 1층 (순화동)	지에스25 중구순화점	편의점	197477.6992	450979.0112	37.56108515	126.9693503
영업	서울특별시 중구 청계천로 86 한화빌딩 28층 (장교동)	빈스앤베리즈 장교2호점	커피숍	198744.4332	451677.0651	37.56737722	126.983686
영업	서울특별시 중구 장충단로 275 두산타워빌딩 3층 49호 (을지로6가)	잠바주스 두타점	커피숍	200703.6256	451836.4583	37.56881406	127.0058624
영업	서울특별시 중구 수표로 34 1층 (저동2가)	알리바바커피앤도넛 명동점	커피숍	199078.3726	451354.5064	37.56447143	126.9874664
영업	서울특별시 중구 남대문로 81 롯데백화점 본점 지하1층 (소공동)	해야	일반조리판매	198259.6536	451392.1982	37.56480978	126.9781995
영업	서울특별시 중구 청계천로 100 시그니쳐타워 1층 (수표동)	포비 을지로 2호점	커피숍	198916.6535	451694.8429	37.56753763	126.9856354
영업	서울특별시 중구 세종대로 110 서울시청광장 일대 (태평로1가)	서울광장 무주반딧불 홍보 및 판촉행사	일반조리판매	198004.7379	451589.339	37.56658547	126.9753136
영업	서울특별시 중구 퇴계로 45 1층 103호 (남창동)	Cafe G	커피숍	197945.9771	450680.907	37.55840046	126.9746512
영업	서울특별시 중구 청계천로 160 세운청계상가 3층 바열 309310호 (산림동)	달콤테이블 을지로점	기타 휴게음식점	199521.2008	451751.4241	37.56804798	126.9924783
영업	서울특별시 중구 동호로 193-22 백석빌딩 1층 (신당동)	씨유 신당백석점	편의점	200748.0086	450276.6935	37.55476072	127.0063633
영업	서울특별시 중구 을지로 170 1층118119호 2층202호 일부 (을지로4가)	스타벅스 을지로4가역점	커피숍	199647.7502	451566.5792	37.56638261	126.9939108
영업	서울특별시 중구 다산로42길 3 2층 (신당동)	액션PC방	일반조리판매	201395.1938	451414.1534	37.5650084	127.0136897
영업	서울특별시 중구 장충단로 247 굿모닝시티쇼핑몰 지하1층 (을지로6가)	세븐일레븐 동대문역사점	편의점	200573.6413	451621.0365	37.56687322	127.0043909
영업	서울특별시 중구 퇴계로73길 42 초양빌딩 1층 (신당동)	딸기	커피숍	201167.3368	451647.6127	37.56711215	127.011111
영업	서울특별시 중구 소공로 63 신세계백화점건물 지하1층 (충무로1가)	(주)에프앤푸드	일반조리판매	198263.9084	450960.763	37.56092261	126.9782487
영업	서울특별시 중구 마른내로 42 1층 34호 (초동)	와플대학 명보사거리캠퍼스	기타 휴게음식점	199263.8038	451326.7212	37.56422126	126.9895652
영업	서울특별시 중구 을지로45길 62 누죤빌딩 4층 112호 (신당동)	이태리 집밥	기타 휴게음식점	201058.6788	451656.8111	37.56719515	127.0098811
영업	서울특별시 중구 남대문로9길 40 1층 108호 오른쪽 (다동)	파머스빈	커피숍	198193.5344	451650.9558	37.56714103	126.9774505
영업	서울특별시 중구 장충단로13길 34 동화상가 1층 5동 2122호 (을지로6가)	까페베루	커피숍	200541.6377	451814.4595	37.56861595	127.0040288
영업	서울특별시 중구 한강대로 405 롯데마트 서울역점 2층 (봉래동2가)	차이나테이블	일반조리판매	197230.2061	450446.6844	37.55628822	126.9665512
영업	서울특별시 중구 세종대로14길 15 1층 (북창동)	투썸플레이스	커피숍	197943.5033	451186.902	37.56295942	126.9746217
영업	서울특별시 중구 을지로 224 1층 (을지로5가)	바이나 카페	아이스크림	200187.2714	451592.1581	37.56661316	127.0000176
영업	서울특별시 중구 동호로17길 295 1층 (신당동)	GS25버티고개역점	편의점	200548.3953	449562.2189	37.54832349	127.0041038
영업	서울특별시 중구 을지로32길 39 1층 (오장동)	쩡이네	커피숍	199974.8704	451399.7297	37.56487941	126.9976135
영업	서울특별시 중구 장충단로13길 43 1층 5호 (을지로6가)	야미다방	다방	200550.4318	451746.4498	37.56800319	127.0041283
영업	서울특별시 중구 청계천로 100 시그니쳐타워 1층 (수표동)	일리카페 시그니처타워점	커피숍	198916.6535	451694.8429	37.56753763	126.9856354
영업	서울특별시 중구 을지로 100 파인에비뉴 에이동 6층 (을지로2가)	(주)씨앤지풀서비스 을지로점	커피숍	198921.2413	451495.9854	37.56574595	126.9856876
영업	서울특별시 중구 청계천로 40 청계천보행자전용거리(모전교~광교) (다동)	카페모니카	푸드트럭	198306.9058	451808.0983	37.56855709	126.9787333
영업	서울특별시 중구 을지로 170 1층 113.114호 (을지로4가)	(주)보나비 아티제 을지트윈타워점	커피숍	199647.7502	451566.5792	37.56638261	126.9939108
영업	서울특별시 중구 마른내로 28 지하1층 B101-1호 (초동)	카페만(CAFE-MAAN)	커피숍	199128.5533	451340.5955	37.56434614	126.9880343
영업	서울특별시 중구 을지로 30 롯데백화점 지하1층 (소공동)	도쿄팡야 롯데백화점 본점	커피숍	198259.6536	451392.1982	37.56480978	126.9781995
영업	서울특별시 중구 장충단로 263 밀리오레 1층 216호 (을지로6가)	타이거슈가 동대문점	커피숍	200664.5829	451781.8684	37.56832224	127.0054204
영업	서울특별시 중구 다산로18길 21 1층 (신당동)	카페메나 Cafe Mena	기타 휴게음식점	201095.8216	450499.7263	37.5567699	127.0102999
영업	서울특별시 중구 다동길 16 1층 (다동)	텐퍼센트 스페셜티커피 시청무교점	커피숍	198178.212	451722.2396	37.56778326	126.9772768
영업	서울특별시 중구 다산로34길 39 1층 (신당동)	셀렉토커피 신당동점	커피숍	201424.9835	451026.2207	37.56151313	127.0140261
영업	서울특별시 중구 서소문로11길 19 배재정동빌딩 A동 지하2층 5호 (정동)	커리146	일반조리판매	197481.8485	451269.8518	37.56370561	126.9693962
영업	서울특별시 중구 퇴계로 206 12층 (필동2가)	투썸플레이스 충무로역점	커피숍	199473.2562	450984.802	37.56114077	126.9919362
영업	서울특별시 중구 을지로 100 (을지로2가)	가로등	다방	199006.7604	451805.8456	37.56853786	126.9866552
영업	서울특별시 중구 남대문시장4길 32 (남창동(B2층7호))	파라피스피자남대문점	일반조리판매	197902.1461	450720.7113	37.55875899	126.974155
영업	서울특별시 중구 다산로 175 명덕빌딩 1층 (신당동)	씨유 청구대로점	편의점	201064.9637	450779.721	37.55929266	127.009951
영업	서울특별시 중구 퇴계로76길 31 1층 (무학동)	CU 신당마루점	편의점	201290.2735	451279.9267	37.56379918	127.0125019
영업	서울특별시 중구 장충단로13길 20 (을지로6가 현대시티아울렛 지하2층)	비첸향	일반조리판매	200613.5103	451817.5154	37.56864345	127.0048423
영업	서울특별시 중구 동호로 236 (장충동1가 삼성전자 장충사옥 2층)	(주)보나비 아티제 신라장충사옥점	커피숍	200617.7212	450712.56	37.55868792	127.0048892
영업	서울특별시 중구 장충단로 275 두타몰 지하1층 112호 (을지로6가)	라스베이글 두타점	커피숍	200703.6256	451836.4583	37.56881406	127.0058624
영업	서울특별시 중구 한강대로 416 서울스퀘어 지하1층 5호 (남대문로5가)	샐러디	패스트푸드	197620.6764	450361.5061	37.55552189	126.9709706
영업	서울특별시 중구 소공로 지하 58 회현지하쇼핑센터 가-30호 (충무로1가)	란스	커피숍	198294.5795	450952.3942	37.56084727	126.9785959
영업	서울특별시 중구 다산로36길 97 1층 (신당동)	미니스톱 신당현대점	편의점	201660.261	450877.338	37.56017134	127.0166887
영업	서울특별시 중구 한강대로 405 (봉래동2가롯데마트(지상2층))	맛있는족발가게 돈풍 서울역점	일반조리판매	197230.2061	450446.6844	37.55628822	126.9665512
영업	서울특별시 중구 을지로45길 62 (신당동외12필지 누죤상가 440441442호(지상7층))	리치샌드위치	기타 휴게음식점	201058.6788	451656.8111	37.56719515	127.0098811
영업	서울특별시 중구 명동8길 8-11 4층 (명동2가)	하늘공원 사주카페	커피숍	198513.572	451211.1034	37.5631786	126.9810739
영업	서울특별시 중구 퇴계로37길 19 (필동1가(지상2층))	학다방	다방	199357.511	451089.5508	37.56208446	126.9906261
영업	서울특별시 중구 퇴계로 307 (광희동1가광희빌딩(지하1층))	카페하임	커피숍	200437.0002	451335.719	37.56430261	127.0028441
영업	서울특별시 중구 필동로 14 105호 (필동2가대평빌딩(지상1층))	베이직잉크 GS25 필동점	편의점	199569.0756	450899.2809	37.56037029	126.9930207
영업	서울특별시 중구 남대문로10길 17 (삼각동(지하1층))	청솔	다방	198486.077	451674.9755	37.56735799	126.9807617
영업	서울특별시 중구 청파로 464 (중림동)	서라벌	다방	197133.1818	450929.2537	37.56063581	126.9654512
영업	서울특별시 중구 세종대로 99 (정동 덕수궁내 1층)	도명유통	편의점	197724.7915	451517.368	37.56593635	126.9721452
영업	서울특별시 중구 퇴계로 70 (회현동1가 1층)	CU중구회현점	편의점	198151.6395	450770.1104	37.55920462	126.9769785
영업	서울특별시 중구 퇴계로 272 (장충동2가 아도라타워 1층 103 104호)	카페드블록	커피숍	200104.3914	451166.3307	37.56277651	126.9990794
영업	서울특별시 중구 명동길 3 (명동1가 1층)	세븐일레븐 명동롯데점	일반조리판매	198380.2601	451273.4062	37.56373971	126.9795649
영업	서울특별시 중구 소공로 63 (충무로1가 신세계백화점 지하1층)	찰스볼 신세계백화점 본점	백화점	198263.9084	450960.763	37.56092261	126.9782487
영업	서울특별시 중구 다산로36길 110 (신당동 신당푸르지오 제상가동 제지1층 제비107호)	GS25 신당푸르지오	편의점	201653.7555	450769.5763	37.55920043	127.0166148
영업	서울특별시 중구 남대문로 81 (소공동 롯데백화점 본점 지하1층 식품관)	몽샹82 롯데 본점	기타 휴게음식점	198259.6536	451392.1982	37.56480978	126.9781995
영업	서울특별시 중구 만리재로 175 (만리동2가 서울역센트럴자이 402동 1층 105호)	베스킨라빈스31 만리센트럴점	아이스크림	196700.0559	450210.8603	37.55416168	126.9605524
영업	서울특별시 중구 세종대로 17 지하1층 (남대문로5가 와이즈타워)	퓨로쥬스	커피숍	197572.6089	450733.2113	37.55887078	126.9704253
영업	서울특별시 중구 서소문로9길 28 (순화동 덕수궁롯데캐슬 B102)	만랩커피 덕수궁롯데캐슬점	커피숍	197312.6552	451257.2232	37.56359133	126.9674813
영업	서울특별시 중구 다산로 157-1 (신당동 1층)	얌 팩토리	커피숍	200999.2787	450616.225	37.55781964	127.0092074
영업	서울특별시 중구 다산로 117 (신당동외1필지(지상1층))	미니스톱 약수중앙점	편의점	200835.4762	450258.1392	37.55459348	127.0073532
영업	서울특별시 중구 을지로17길 7 (을지로3가)	화성	다방	199438.8025	451630.3907	37.56695743	126.9915457
영업	서울특별시 중구 소월로 14 (남대문로5가)	남산	다방	197789.7169	450675.5706	37.55835201	126.9728827
영업	서울특별시 중구 을지로30길 8 (을지로4가)	무궁화	다방	199918.3329	451563.7519	37.56635722	126.9969735
영업	서울특별시 중구 세종대로 17 (남대문로5가외8필지 남대문업무빌딩(지상1층))	스타벅스 숭례문점	커피숍	197572.6089	450733.2113	37.55887078	126.9704253
영업	서울특별시 중구 장충단로 275 (을지로6가외1필지(지상8층))	프렛즐	과자점	200703.6256	451836.4583	37.56881406	127.0058624
영업	서울특별시 중구 을지로35길 51-4 (주교동)	제일	다방	200047.1506	451862.1581	37.56904584	126.9984316
영업	서울특별시 중구 새문안로 22 (충정로1가12층)	스타벅스 문화일보점	커피숍	197164.2265	451647.6741	37.5671088	126.9657997
영업	서울특별시 중구 서소문로 38 (중림동1층 109호110호)	썬메리제빵제과	과자점	196948.9333	450906.1778	37.5604273	126.963366
영업	서울특별시 중구 마장로1길 21 (신당동)	마차	다방	200982.7091	451817.384	37.56864197	127.0090214
영업	서울특별시 중구 남대문로 81 롯데백화점 본점 지하1층 (소공동)	(주)미라이	떡카페	198259.6536	451392.1982	37.56480978	126.9781995
영업	서울특별시 중구 청구로 83-26 (신당동(지상1층))	몬테피자	기타 휴게음식점	201089.1521	450862.5819	37.5600392	127.0102249
영업	서울특별시 중구 서소문로11길 50 (서소문동)	정동클럽	다방	197556.2029	451393.8855	37.56482334	126.9702374
영업	서울특별시 중구 을지로33길 18-1 1층 (주교동)	오성	다방	199901.3399	451694.1394	37.56753199	126.9967811
영업	서울특별시 중구 남대문로 81 (소공동 롯데백화점(지하1층))	움트	기타 휴게음식점	198259.6536	451392.1982	37.56480978	126.9781995
영업	서울특별시 중구 수표로6길 33 (충무로3가(지상1층))	카페지니	커피숍	199245.2648	451184.7897	37.56294246	126.9893555
영업	서울특별시 중구 다산로42길 37 (신당동(1층))	한스피자	패스트푸드	201550.0145	451361.3835	37.56453272	127.0154419
영업	서울특별시 중구 을지로35길 33 (주교동)	호수	다방	200042.8022	451773.3095	37.56824532	126.9983823
영업	서울특별시 중구 장충단로 282-10 (신당동)	평화	다방	200894.4785	451877.0808	37.56917991	127.0080227
영업	서울특별시 중구 명동8나길 29 (충무로1가)	월광곡	다방	198464.5193	450991.1043	37.56119635	126.9805192
영업	서울특별시 중구 남대문로 81 (소공동 외 6필지 롯데백화점 지하1층)	티라펠리체	기타 휴게음식점	198259.6536	451392.1982	37.56480978	126.9781995
영업	서울특별시 중구 소공로 63 (충무로1가신세계백화점 지하1층)	해마을식품	일반조리판매	198263.9084	450960.763	37.56092261	126.9782487
영업	서울특별시 중구 서애로1길 18-1 (필동3가(123층))	매머드 익스프레스 동국대점	커피숍	199843.4613	450947.8947	37.5608084	126.9961262
영업	서울특별시 중구 세종대로 135-5 (태평로1가)	초원	다방	197847.6597	451811.6308	37.56858792	126.973535
영업	서울특별시 중구 을지로1길 15 (을지로1가(1층))	베이글스트리트카페	일반조리판매	198139.29	451612.4388	37.56679388	126.9768366
영업	서울특별시 중구 수표로 35-1 (저동2가)	세븐일레븐(저동점)	일반조리판매	199044.6595	451351.5094	37.56444439	126.9870848
영업	서울특별시 중구 세종대로14길 21 (북창동9)	향진	일반조리판매	197978.7856	451182.3657	37.56291862	126.975021
영업	서울특별시 중구 세종대로21길 55 (태평로1가(지상1층))	할리스	커피숍	197804.7215	451860.6778	37.56902973	126.9730488
영업	서울특별시 중구 을지로38길 11 (광희동1가)	성명다방	다방	200271.3984	451530.9771	37.56606191	127.0009698
영업	서울특별시 중구 을지로20길 16 (인현동1가)	대로다방	다방	199507.4754	451488.4124	37.56567826	126.9923231
영업	서울특별시 중구 퇴계로41길 43 (인현동2가)	계화다방	다방	199525.445	451274.7996	37.56375365	126.9925266
영업	서울특별시 중구 장충단로 175 (장충동1가(지상1층))	파리바게뜨 장충동점	과자점	200424.9485	450933.97	37.56068289	127.0027075
영업	서울특별시 중구 세종대로9길 41 (서소문동 퍼시픽타워 지상 1층)	스타벅스 퍼시픽 타워점	커피숍	197546.5912	451007.2804	37.56134005	126.9701299
영업	서울특별시 중구 명동4길 16 (명동2가)	가무	다방	198482.8615	451190.3448	37.56299152	126.9807263
영업	서울특별시 중구 청계천로 180-1 (주교동(지상1층))	테이크아웃	기타 휴게음식점	199718.8106	451808.5412	37.56856269	126.994715
영업	서울특별시 중구 을지로16길 35 (인현동1가 인현동1가 100-4)	지원	다방	199358.7904	451400.7761	37.56488857	126.9906402
영업	서울특별시 중구 세종대로 99 (정동(지상1층))	사랑_덕수궁	기타 휴게음식점	197724.7915	451517.368	37.56593635	126.9721452
영업	서울특별시 중구 동호로 233 (장충동2가)	아랑	다방	200608.4115	450645.3834	37.55808267	127.0047837
영업	서울특별시 중구 다산로36길 25 송화빌딩 1층 (신당동)	반올림 피자샵 다산점	기타 휴게음식점	201406.824	451119.6558	37.562355	127.0138208
영업	서울특별시 중구 마른내로 138 (쌍림동 제2호 1층 102호)	카니발	커피숍	200219.0782	451350.3362	37.56443437	127.0003776
영업	서울특별시 중구 세종대로 110 (태평로1가 광화문방면 세종대로(서울광장))	Bromance.bun(브로맨스번)	푸드트럭	198004.7379	451589.339	37.56658547	126.9753136
영업	서울특별시 중구 세종대로 55 (태평로2가 부영태평빌딩 지하2층)	오델리	패스트푸드	197728.3728	451030.8539	37.56155292	126.9721873
영업	서울특별시 중구 세종대로 110 (태평로1가 광화문광장 서울광장)	차니차니	푸드트럭	198004.7379	451589.339	37.56658547	126.9753136
영업	서울특별시 중구 세종대로 110 (태평로1가 광화문광장 서울광장)	대한트럭	푸드트럭	198004.7379	451589.339	37.56658547	126.9753136
