단지명,전용면�,계약년�,계약일,보증금(,월세(만,층,위도,경도,지하철�,지하철�_1,500m내음,계약날�,환율,500M맛집,500M문화공간,500M문화재,500M쇼핑,1000m맛집,1000m문화공간,1000m문화재,1000m쇼핑
약수하이츠,114.920000000000002,"202201","3",60000.000000000000000,"130","14",37.555191599093398,127.016359379416997,신금호역,358.131262265615703,"4",2022/01/03,1185.500000000000000,7,3,9,0,47,17,24,13
한진해모로,27.270000000000000,"202201","3",2150.000000000000000,"5","7",37.563728411463899,127.025710739466007,상왕십리역,329.285131747168009,"1",2022/01/03,1185.500000000000000,3,0,0,0,18,7,4,16
남산타운,84.879999999999981,"202201","4",5000.000000000000000,"220","15",37.547166773401102,127.005677166121998,버티고개역,153.773223687910900,"27",2022/01/04,1190.799999999999955,10,1,0,1,30,13,28,6
서울역센트럴자이,84.979100000000003,"202201","4",64000.000000000000000,"100","9",37.554780042051803,126.964458224137999,충정로(경기대입구)역,546.546780734781919,"101",2022/01/04,1190.799999999999955,1,2,4,0,47,20,55,4
남산타운,59.939999999999998,"202201","5",5000.000000000000000,"116","16",37.547166773401102,127.005677166121998,버티고개역,153.773223687910900,"27",2022/01/05,1194.299999999999955,10,1,0,1,30,13,28,6
더플레이스충정로,22.670000000000002,"202201","5",1000.000000000000000,"76","2",37.558980785320998,126.966068233100998,충정로(경기대입구)역,169.545875404852410,"129",2022/01/05,1194.299999999999955,10,4,16,0,90,31,86,5
서제빌딩,21.449999999999999,"202201","6",1000.000000000000000,"60","10",37.564389921895902,127.001330851402997,동대문역사문화공원역,356.663103409760538,"272",2022/01/06,1198.200000000000045,25,4,8,3,91,35,49,30
청계천두산위브더제니스,147.321200000000005,"202201","6",6000.000000000000000,"200","3",37.566867598217698,127.017122913186000,신당역,117.139900560995557,"159",2022/01/06,1198.200000000000045,12,5,1,10,42,14,17,30
삼성사이버빌리지,59.700000000000003,"202201","7",28000.000000000000000,"72","17",37.558926660897903,126.964320892996994,충정로(경기대입구)역,86.422852538687764,"90",2022/01/07,1199.599999999999909,10,4,13,0,73,29,74,4
동대문와이즈캐슬,15.550000000000001,"202201","7",500.000000000000000,"60","8",37.565753658195199,127.015443726545001,신당역,76.313786798797452,"159",2022/01/07,1199.599999999999909,9,5,0,11,52,17,26,31
쌍용남산플래티넘,158.969999999999999,"202201","7",0.000000000000000,"730","8",37.559411901748597,126.983219915695003,명동역,325.431247520863735,"395",2022/01/07,1199.599999999999909,43,5,10,3,175,51,123,11
남산타운,114.879999999999995,"202201","8",50000.000000000000000,"59","6",37.547166773401102,127.005677166121998,버티고개역,153.773223687910900,"27",2022/01/08,1199.599999999999909,10,1,0,1,30,13,28,6
롯데캐슬,114.900000000000006,"202201","8",30000.000000000000000,"129","28",37.570810546469922,127.021463886655994,신설동역,533.615752338311040,"40",2022/01/08,1199.599999999999909,3,1,1,3,21,7,4,23
서울역한라비발디센트럴,71.983199999999997,"202201","8",30000.000000000000000,"93","6",37.554573582865707,126.965847056195997,서울역,376.530345681330573,"89",2022/01/08,1199.599999999999909,2,2,5,0,67,24,65,4
약수하이츠,84.879999999999981,"202201","8",5000.000000000000000,"180","13",37.555191599093398,127.016359379416997,신금호역,358.131262265615703,"4",2022/01/08,1199.599999999999909,7,3,9,0,47,17,24,13
진양상가,71.930000000000007,"202201","10",5000.000000000000000,"100","16",37.562422713784301,126.995931151636000,충무로역,197.790346872487589,"213",2022/01/10,1202.400000000000091,22,6,12,1,129,37,71,25
리하우스(LEEHAUS),43.055999999999997,"202201","10",10000.000000000000000,"67","5",37.559914288913397,126.966632465339003,충정로(경기대입구)역,200.555682270846006,"159",2022/01/10,1202.400000000000091,10,3,15,0,102,32,89,7
청구e편한세상,84.950000000000003,"202201","10",5000.000000000000000,"265","5",37.559960159625398,127.015451019186003,청구역,148.070576151498386,"96",2022/01/10,1202.400000000000091,4,1,1,0,63,20,29,31
청구e편한세상,84.950000000000003,"202201","10",500.000000000000000,"265","5",37.559960159625398,127.015451019186003,청구역,148.070576151498386,"96",2022/01/10,1202.400000000000091,4,1,1,0,63,20,29,31
약수하이츠,32.670000000000002,"202201","10",1058.000000000000000,"14","7",37.555191599093398,127.016359379416997,신금호역,358.131262265615703,"4",2022/01/10,1202.400000000000091,7,3,9,0,47,17,24,13
약수하이츠,57.630000000000003,"202201","10",0.000000000000000,"130","7",37.555191599093398,127.016359379416997,신금호역,358.131262265615703,"4",2022/01/10,1202.400000000000091,7,3,9,0,47,17,24,13
약수하이츠,32.670000000000002,"202201","10",423.000000000000000,"15","7",37.555191599093398,127.016359379416997,신금호역,358.131262265615703,"4",2022/01/10,1202.400000000000091,7,3,9,0,47,17,24,13
남산타운,84.879999999999981,"202201","10",50000.000000000000000,"5","14",37.547166773401102,127.005677166121998,버티고개역,153.773223687910900,"27",2022/01/10,1202.400000000000091,10,1,0,1,30,13,28,6
남산타운,84.879999999999981,"202201","10",50000.000000000000000,"5","14",37.547166773401102,127.005677166121998,버티고개역,153.773223687910900,"27",2022/01/10,1202.400000000000091,10,1,0,1,30,13,28,6
서울역센트럴자이(임대),39.954099999999997,"202201","10",5077.000000000000000,"15","-3",37.554576084419097,126.963956968884006,충정로(경기대입구)역,570.352209953055990,"100",2022/01/10,1202.400000000000091,1,2,3,0,39,20,55,4
롯데캐슬,84.920000000000002,"202201","10",5000.000000000000000,"200","27",37.570810546469922,127.021463886655994,신설동역,533.615752338311040,"40",2022/01/10,1202.400000000000091,3,1,1,3,21,7,4,23
남산트라팰리스,116.109999999999999,"202201","10",20000.000000000000000,"450","24",37.553994679972597,126.975612746457003,서울역,300.405118732424057,"54",2022/01/10,1202.400000000000091,8,5,9,0,115,37,95,8
약수하이츠,32.670000000000002,"202201","11",1058.000000000000000,"14","9",37.555191599093398,127.016359379416997,신금호역,358.131262265615703,"4",2022/01/11,1200.000000000000000,7,3,9,0,47,17,24,13
약수하이츠,32.670000000000002,"202201","11",2519.000000000000000,"5","9",37.555191599093398,127.016359379416997,신금호역,358.131262265615703,"4",2022/01/11,1200.000000000000000,7,3,9,0,47,17,24,13
남산타운,59.939999999999998,"202201","11",42000.000000000000000,"5","7",37.547166773401102,127.005677166121998,버티고개역,153.773223687910900,"27",2022/01/11,1200.000000000000000,10,1,0,1,30,13,28,6
삼정아트테라스정동,13.887400000000000,"202201","11",3000.000000000000000,"85","7",37.563251090913298,126.972031493822996,시청역,300.913761033746312,"514",2022/01/11,1200.000000000000000,33,13,37,1,143,42,101,11
서울역센트럴자이,84.971999999999980,"202201","11",50000.000000000000000,"170","18",37.554780042051803,126.964458224137999,충정로(경기대입구)역,546.546780734781919,"101",2022/01/11,1200.000000000000000,1,2,4,0,47,20,55,4
동대문솔하임,19.600000000000001,"202201","11",1000.000000000000000,"90","17",37.567716536218498,127.016348082451003,신당역,174.339776595872507,"165",2022/01/11,1200.000000000000000,8,4,1,11,42,14,17,30
약수하이츠,57.630000000000003,"202201","12",33000.000000000000000,"25","19",37.555191599093398,127.016359379416997,신금호역,358.131262265615703,"4",2022/01/12,1195.200000000000045,7,3,9,0,47,17,24,13
남산타운,84.879999999999981,"202201","12",10000.000000000000000,"143","11",37.547166773401102,127.005677166121998,버티고개역,153.773223687910900,"27",2022/01/12,1195.200000000000045,10,1,0,1,30,13,28,6
진양상가,71.930000000000007,"202201","12",2000.000000000000000,"100","5",37.562422713784301,126.995931151636000,충무로역,197.790346872487589,"213",2022/01/12,1195.200000000000045,22,6,12,1,129,37,71,25
청구e편한세상,84.959999999999980,"202201","12",10000.000000000000000,"250","6",37.559960159625398,127.015451019186003,청구역,148.070576151498386,"96",2022/01/12,1195.200000000000045,4,1,1,0,63,20,29,31
충무로헤센스마트,21.039999999999999,"202201","12",1000.000000000000000,"80","3",37.561342570676899,126.998598124335004,충무로역,399.473935678732175,"226",2022/01/12,1195.200000000000045,17,7,15,1,117,36,52,32
충무로헤센스마트,21.039999999999999,"202201","12",1000.000000000000000,"80","3",37.561342570676899,126.998598124335004,충무로역,399.473935678732175,"226",2022/01/12,1195.200000000000045,17,7,15,1,117,36,52,32
노블레스2,122.310000000000002,"202201","13",15000.000000000000000,"400","5",37.549630663217002,127.005273694994003,버티고개역,238.773849167519188,"40",2022/01/13,1189.900000000000091,10,2,0,1,35,14,37,6
남산타운,84.879999999999981,"202201","13",20000.000000000000000,"180","1",37.547166773401102,127.005677166121998,버티고개역,153.773223687910900,"27",2022/01/13,1189.900000000000091,10,1,0,1,30,13,28,6
(340-127),16.640000000000001,"202201","13",5000.000000000000000,"25","4",37.555972339986802,127.012449835837998,약수역,208.561982487909205,"95",2022/01/13,1189.900000000000091,10,3,9,0,62,20,30,29
리하우스(LEEHAUS),43.055999999999997,"202201","13",10000.000000000000000,"67","3",37.559914288913397,126.966632465339003,충정로(경기대입구)역,200.555682270846006,"159",2022/01/13,1189.900000000000091,10,3,15,0,102,32,89,7
서울역센트럴자이,59.970700000000001,"202201","13",20000.000000000000000,"240","10",37.554780042051803,126.964458224137999,충정로(경기대입구)역,546.546780734781919,"101",2022/01/13,1189.900000000000091,1,2,4,0,47,20,55,4
롯데캐슬,84.900000000000006,"202201","14",5000.000000000000000,"178","10",37.570810546469922,127.021463886655994,신설동역,533.615752338311040,"40",2022/01/14,1188.200000000000045,3,1,1,3,21,7,4,23
신당파인힐하나유보라,24.393100000000000,"202201","14",1000.000000000000000,"71","11",37.564779997717601,127.024709957671007,상왕십리역,413.012870423365769,"8",2022/01/14,1188.200000000000045,6,0,0,0,18,7,4,22
쌍용남산플래티넘,139.800000000000011,"202201","14",50000.000000000000000,"230","21",37.559411901748597,126.983219915695003,명동역,325.431247520863735,"395",2022/01/14,1188.200000000000045,43,5,10,3,175,51,123,11
진양상가,71.930000000000007,"202201","15",3000.000000000000000,"93","10",37.562422713784301,126.995931151636000,충무로역,197.790346872487589,"213",2022/01/15,1188.200000000000045,22,6,12,1,129,37,71,25
남산롯데캐슬아이리스,113.459999999999994,"202201","15",20000.000000000000000,"330","12",37.558224709231901,126.981744459745997,회현(남대문시장)역,310.774962067990600,"333",2022/01/15,1188.200000000000045,27,7,12,5,163,48,118,11
남산타운,84.879999999999981,"202201","15",10000.000000000000000,"195","2",37.547166773401102,127.005677166121998,버티고개역,153.773223687910900,"27",2022/01/15,1188.200000000000045,10,1,0,1,30,13,28,6
더플레이스충정로,17.680000000000000,"202201","15",1000.000000000000000,"68","5",37.558980785320998,126.966068233100998,충정로(경기대입구)역,169.545875404852410,"129",2022/01/15,1188.200000000000045,10,4,16,0,90,31,86,5
LIG서울역리가,84.984600000000000,"202201","15",50000.000000000000000,"75","7",37.556272979251197,126.966882959987004,서울역,421.693228140466772,"121",2022/01/15,1188.200000000000045,7,3,15,0,74,30,74,4
약수하이츠,84.879999999999981,"202201","15",50000.000000000000000,"70","5",37.555191599093398,127.016359379416997,신금호역,358.131262265615703,"4",2022/01/15,1188.200000000000045,7,3,9,0,47,17,24,13
남산타운,84.879999999999981,"202201","15",3000.000000000000000,"195","17",37.547166773401102,127.005677166121998,버티고개역,153.773223687910900,"27",2022/01/15,1188.200000000000045,10,1,0,1,30,13,28,6
청구e편한세상,84.959999999999980,"202201","15",70000.000000000000000,"75","3",37.559960159625398,127.015451019186003,청구역,148.070576151498386,"96",2022/01/15,1188.200000000000045,4,1,1,0,63,20,29,31
남산타운,84.879999999999981,"202201","15",20000.000000000000000,"170","11",37.547166773401102,127.005677166121998,버티고개역,153.773223687910900,"27",2022/01/15,1188.200000000000045,10,1,0,1,30,13,28,6
신신(2차),59.039999999999999,"202201","15",7000.000000000000000,"50","-1",37.551005679308894,127.005219924553003,버티고개역,369.622065383897109,"67",2022/01/15,1188.200000000000045,10,2,0,1,44,20,39,6
래미안하이베르,84.980000000000004,"202201","15",40000.000000000000000,"68","5",37.561037979013200,127.020985832432999,신당역,524.953494547834339,"88",2022/01/15,1188.200000000000045,7,0,1,0,44,15,23,27
남산롯데캐슬아이리스,44.990000000000002,"202201","16",35000.000000000000000,"100","23",37.558224709231901,126.981744459745997,회현(남대문시장)역,310.774962067990600,"333",2022/01/16,1188.200000000000045,27,7,12,5,163,48,118,11
약수하이츠,32.670000000000002,"202201","17",2519.000000000000000,"5","12",37.555191599093398,127.016359379416997,신금호역,358.131262265615703,"4",2022/01/17,1187.599999999999909,7,3,9,0,47,17,24,13
삼정아트테라스정동,32.013399999999997,"202201","17",30000.000000000000000,"45","2",37.566587014775294,126.973133171995997,시청역,388.962063250106780,"496",2022/01/17,1187.599999999999909,25,15,30,0,145,42,99,11
(73-1),18.350000000000001,"202201","17",1000.000000000000000,"50","9",37.569801530162707,127.019329304009005,신당역,462.565516355544617,"106",2022/01/17,1187.599999999999909,4,1,1,4,27,7,5,23
진양상가,71.930000000000007,"202201","17",500.000000000000000,"45","9",37.562422713784301,126.995931151636000,충무로역,197.790346872487589,"213",2022/01/17,1187.599999999999909,22,6,12,1,129,37,71,25
래미안하이베르,84.849999999999980,"202201","17",7000.000000000000000,"160","14",37.561037979013200,127.020985832432999,신당역,524.953494547834339,"88",2022/01/17,1187.599999999999909,7,0,1,0,44,15,23,27
서울역센트럴자이,84.991799999999998,"202201","17",1000.000000000000000,"60","12",37.554780042051803,126.964458224137999,충정로(경기대입구)역,546.546780734781919,"101",2022/01/17,1187.599999999999909,1,2,4,0,47,20,55,4
충무로헤센스마트,19.760000000000002,"202201","17",1000.000000000000000,"79","4",37.561342570676899,126.998598124335004,충무로역,399.473935678732175,"226",2022/01/17,1187.599999999999909,17,7,15,1,117,36,52,32
충무로헤센스마트,19.760000000000002,"202201","17",1000.000000000000000,"80","4",37.561342570676899,126.998598124335004,충무로역,399.473935678732175,"226",2022/01/17,1187.599999999999909,17,7,15,1,117,36,52,32
남산타운(임대),32.759999999999998,"202201","17",2955.000000000000000,"6","18",37.547166773401102,127.005677166121998,버티고개역,153.773223687910900,"27",2022/01/17,1187.599999999999909,10,1,0,1,30,13,28,6
덕수궁롯데캐슬,116.544499999999999,"202201","17",100000.000000000000000,"120","17",37.563708489467601,126.970042986983003,서대문역,377.943375411200805,"173",2022/01/17,1187.599999999999909,16,14,29,0,140,40,99,9
동대문솔하임,17.670000000000002,"202201","18",1000.000000000000000,"85","20",37.567716536218498,127.016348082451003,신당역,174.339776595872507,"165",2022/01/18,1192.299999999999955,8,4,1,11,42,14,17,30
리마크빌동대문,29.629999999999999,"202201","18",1500.000000000000000,"95","12",37.565794853643695,127.016623843670999,신당역,58.061356897640906,"140",2022/01/18,1192.299999999999955,10,5,0,10,43,14,17,31
이지마루오장,14.490000000000000,"202201","18",2000.000000000000000,"60","10",37.564388471585097,127.001956888029994,동대문역사문화공원역,301.609724702947005,"262",2022/01/18,1192.299999999999955,24,3,7,3,91,35,49,30
신당푸르지오,59.850000000000001,"202201","18",20000.000000000000000,"100","11",37.559864671246096,127.019034279490995,청구역,453.603166957057852,"100",2022/01/18,1192.299999999999955,2,0,1,0,55,15,24,29
서울역센트럴자이(임대),47.473900000000000,"202201","18",4127.000000000000000,"18","2",37.554576084419097,126.963956968884006,충정로(경기대입구)역,570.352209953055990,"100",2022/01/18,1192.299999999999955,1,2,3,0,39,20,55,4
더플레이스충정로,17.039999999999999,"202201","18",1000.000000000000000,"70","6",37.558980785320998,126.966068233100998,충정로(경기대입구)역,169.545875404852410,"129",2022/01/18,1192.299999999999955,10,4,16,0,90,31,86,5
롯데캐슬,84.890000000000001,"202201","18",40000.000000000000000,"130","17",37.570810546469922,127.021463886655994,신설동역,533.615752338311040,"40",2022/01/18,1192.299999999999955,3,1,1,3,21,7,4,23
남산롯데캐슬아이리스,113.459999999999994,"202201","18",20000.000000000000000,"213","11",37.558224709231901,126.981744459745997,회현(남대문시장)역,310.774962067990600,"333",2022/01/18,1192.299999999999955,27,7,12,5,163,48,118,11
롯데캐슬,84.969999999999999,"202201","18",3000.000000000000000,"180","18",37.570810546469922,127.021463886655994,신설동역,533.615752338311040,"40",2022/01/18,1192.299999999999955,3,1,1,3,21,7,4,23
서울역센트럴자이,84.991799999999998,"202201","19",5000.000000000000000,"50","13",37.554780042051803,126.964458224137999,충정로(경기대입구)역,546.546780734781919,"101",2022/01/19,1188.900000000000091,1,2,4,0,47,20,55,4
롯데캐슬,59.909999999999997,"202201","19",20000.000000000000000,"75","26",37.570810546469922,127.021463886655994,신설동역,533.615752338311040,"40",2022/01/19,1188.900000000000091,3,1,1,3,21,7,4,23
래미안하이베르,59.950000000000003,"202201","19",50000.000000000000000,"50","13",37.561037979013200,127.020985832432999,신당역,524.953494547834339,"88",2022/01/19,1188.900000000000091,7,0,1,0,44,15,23,27
(73-1),18.350000000000001,"202201","20",1000.000000000000000,"50","9",37.569801530162707,127.019329304009005,신당역,462.565516355544617,"106",2022/01/20,1191.799999999999955,4,1,1,4,27,7,5,23
충무로헤센스마트,21.039999999999999,"202201","20",1000.000000000000000,"90","6",37.561342570676899,126.998598124335004,충무로역,399.473935678732175,"226",2022/01/20,1191.799999999999955,17,7,15,1,117,36,52,32
(73-1),19.149999999999999,"202201","20",1000.000000000000000,"55","6",37.569801530162707,127.019329304009005,신당역,462.565516355544617,"106",2022/01/20,1191.799999999999955,4,1,1,4,27,7,5,23
서제빌딩,24.199999999999999,"202201","20",1000.000000000000000,"65","5",37.564389921895902,127.001330851402997,동대문역사문화공원역,356.663103409760538,"272",2022/01/20,1191.799999999999955,25,4,8,3,91,35,49,30
남산타운,84.879999999999981,"202201","20",20000.000000000000000,"140","10",37.547166773401102,127.005677166121998,버티고개역,153.773223687910900,"27",2022/01/20,1191.799999999999955,10,1,0,1,30,13,28,6
청구e편한세상,84.950000000000003,"202201","21",65000.000000000000000,"27","4",37.559960159625398,127.015451019186003,청구역,148.070576151498386,"96",2022/01/21,1190.400000000000091,4,1,1,0,63,20,29,31
청구e편한세상,118.469999999999999,"202201","21",10000.000000000000000,"300","11",37.559960159625398,127.015451019186003,청구역,148.070576151498386,"96",2022/01/21,1190.400000000000091,4,1,1,0,63,20,29,31
약수하이츠,114.920000000000002,"202201","21",60000.000000000000000,"100","1",37.555191599093398,127.016359379416997,신금호역,358.131262265615703,"4",2022/01/21,1190.400000000000091,7,3,9,0,47,17,24,13
남산트라팰리스,116.109999999999999,"202201","21",1000.000000000000000,"347","26",37.553994679972597,126.975612746457003,서울역,300.405118732424057,"54",2022/01/21,1190.400000000000091,8,5,9,0,115,37,95,8
삼정아트테라스정동,13.887400000000000,"202201","21",7000.000000000000000,"50","7",37.563251090913298,126.972031493822996,시청역,300.913761033746312,"514",2022/01/21,1190.400000000000091,33,13,37,1,143,42,101,11
약수하이츠,84.879999999999981,"202201","22",10000.000000000000000,"145","4",37.555191599093398,127.016359379416997,신금호역,358.131262265615703,"4",2022/01/22,1190.400000000000091,7,3,9,0,47,17,24,13
약수하이츠,57.630000000000003,"202201","22",10000.000000000000000,"105","8",37.555191599093398,127.016359379416997,신금호역,358.131262265615703,"4",2022/01/22,1190.400000000000091,7,3,9,0,47,17,24,13
서울역한라비발디센트럴,71.983199999999997,"202201","22",5000.000000000000000,"200","12",37.554573582865707,126.965847056195997,서울역,376.530345681330573,"89",2022/01/22,1190.400000000000091,2,2,5,0,67,24,65,4
남산타운,59.939999999999998,"202201","22",30000.000000000000000,"80","2",37.547166773401102,127.005677166121998,버티고개역,153.773223687910900,"27",2022/01/22,1190.400000000000091,10,1,0,1,30,13,28,6
남산타운,84.879999999999981,"202201","22",50000.000000000000000,"100","10",37.547166773401102,127.005677166121998,버티고개역,153.773223687910900,"27",2022/01/22,1190.400000000000091,10,1,0,1,30,13,28,6
파크원빌,13.510000000000000,"202201","22",1000.000000000000000,"60","7",37.560367072421002,127.004543530031015,동대입구역,173.348720843567094,"123",2022/01/22,1190.400000000000091,16,6,13,5,87,29,50,29
더플레이스충정로,15.119999999999999,"202201","22",1000.000000000000000,"64","2",37.558980785320998,126.966068233100998,충정로(경기대입구)역,169.545875404852410,"129",2022/01/22,1190.400000000000091,10,4,16,0,90,31,86,5
서울역센트럴자이,59.942999999999998,"202201","24",40000.000000000000000,"150","13",37.554780042051803,126.964458224137999,충정로(경기대입구)역,546.546780734781919,"101",2022/01/24,1193.599999999999909,1,2,4,0,47,20,55,4
리마크빌동대문,24.960000000000001,"202201","24",1000.000000000000000,"90","11",37.565794853643695,127.016623843670999,신당역,58.061356897640906,"140",2022/01/24,1193.599999999999909,10,5,0,10,43,14,17,31
신당아르브,18.079999999999998,"202201","24",3000.000000000000000,"55","5",37.564974265067399,127.023319283741998,신당역,335.591071541494273,"76",2022/01/24,1193.599999999999909,8,0,1,1,24,8,4,23
서울역센트럴자이,59.942999999999998,"202201","24",40000.000000000000000,"150","13",37.554780042051803,126.964458224137999,충정로(경기대입구)역,546.546780734781919,"101",2022/01/24,1193.599999999999909,1,2,4,0,47,20,55,4
대우디오빌,73.859999999999999,"202201","24",10000.000000000000000,"140","10",37.555019869953902,126.967199040034998,서울역,300.475155238914454,"91",2022/01/24,1193.599999999999909,2,2,10,0,69,27,69,4
약수하이츠,84.879999999999981,"202201","25",5000.000000000000000,"180","11",37.555191599093398,127.016359379416997,신금호역,358.131262265615703,"4",2022/01/25,1194.200000000000045,7,3,9,0,47,17,24,13
청구e편한세상,84.959999999999980,"202201","25",40000.000000000000000,"120","5",37.559960159625398,127.015451019186003,청구역,148.070576151498386,"96",2022/01/25,1194.200000000000045,4,1,1,0,63,20,29,31
브라운스톤(355-0),84.878000000000000,"202201","25",5000.000000000000000,"280","22",37.560818788728895,126.968225883547007,충정로(경기대입구)역,361.791645235535782,"217",2022/01/25,1194.200000000000045,14,4,17,0,120,35,90,8
약수하이츠,84.879999999999981,"202201","25",20000.000000000000000,"128","6",37.555191599093398,127.016359379416997,신금호역,358.131262265615703,"4",2022/01/25,1194.200000000000045,7,3,9,0,47,17,24,13
서울역한라비발디센트럴,71.983199999999997,"202201","25",30000.000000000000000,"165","2",37.554573582865707,126.965847056195997,서울역,376.530345681330573,"89",2022/01/25,1194.200000000000045,2,2,5,0,67,24,65,4
파크원빌,13.119999999999999,"202201","26",1000.000000000000000,"60","3",37.560367072421002,127.004543530031015,동대입구역,173.348720843567094,"123",2022/01/26,1197.799999999999955,16,6,13,5,87,29,50,29
롯데캐슬,59.939999999999998,"202201","26",3000.000000000000000,"154","31",37.570810546469922,127.021463886655994,신설동역,533.615752338311040,"40",2022/01/26,1197.799999999999955,3,1,1,3,21,7,4,23
남산타운(임대),32.759999999999998,"202201","26",2955.000000000000000,"6","17",37.547166773401102,127.005677166121998,버티고개역,153.773223687910900,"27",2022/01/26,1197.799999999999955,10,1,0,1,30,13,28,6
서울역한라비발디센트럴,84.972800000000007,"202201","26",15000.000000000000000,"250","4",37.554573582865707,126.965847056195997,서울역,376.530345681330573,"89",2022/01/26,1197.799999999999955,2,2,5,0,67,24,65,4
래미안하이베르,84.980000000000004,"202201","26",57000.000000000000000,"7","14",37.561037979013200,127.020985832432999,신당역,524.953494547834339,"88",2022/01/26,1197.799999999999955,7,0,1,0,44,15,23,27
한진해모로,27.270000000000000,"202201","26",2150.000000000000000,"5","5",37.563728411463899,127.025710739466007,상왕십리역,329.285131747168009,"1",2022/01/26,1197.799999999999955,3,0,0,0,18,7,4,16
브라운스톤(355-0),117.742000000000004,"202201","27",10000.000000000000000,"400","30",37.560818788728895,126.968225883547007,충정로(경기대입구)역,361.791645235535782,"217",2022/01/27,1197.000000000000000,14,4,17,0,120,35,90,8
충무,67.769999999999996,"202201","27",10000.000000000000000,"80","10",37.560731519878402,127.000855311470985,동대입구역,458.952759918349273,"174",2022/01/27,1197.000000000000000,16,9,15,5,107,37,58,32
브라운스톤(355-0),117.742000000000004,"202201","27",20000.000000000000000,"350","30",37.560818788728895,126.968225883547007,충정로(경기대입구)역,361.791645235535782,"217",2022/01/27,1197.000000000000000,14,4,17,0,120,35,90,8
서울역센트럴자이,59.980800000000002,"202201","27",50000.000000000000000,"120","8",37.554780042051803,126.964458224137999,충정로(경기대입구)역,546.546780734781919,"101",2022/01/27,1197.000000000000000,1,2,4,0,47,20,55,4
서울역센트럴자이,59.942999999999998,"202201","27",5000.000000000000000,"250","8",37.554780042051803,126.964458224137999,충정로(경기대입구)역,546.546780734781919,"101",2022/01/27,1197.000000000000000,1,2,4,0,47,20,55,4
브라운스톤(355-0),84.878000000000000,"202201","28",23490.000000000000000,"135","24",37.560818788728895,126.968225883547007,충정로(경기대입구)역,361.791645235535782,"217",2022/01/28,1202.400000000000091,14,4,17,0,120,35,90,8
이지마루오장,14.490000000000000,"202201","28",1000.000000000000000,"70","8",37.564388471585097,127.001956888029994,동대문역사문화공원역,301.609724702947005,"262",2022/01/28,1202.400000000000091,24,3,7,3,91,35,49,30
남산트라팰리스,148.469999999999999,"202201","28",0.000000000000000,"675","31",37.553994679972597,126.975612746457003,서울역,300.405118732424057,"54",2022/01/28,1202.400000000000091,8,5,9,0,115,37,95,8
서울역한라비발디센트럴,84.977400000000003,"202201","28",10000.000000000000000,"280","8",37.554573582865707,126.965847056195997,서울역,376.530345681330573,"89",2022/01/28,1202.400000000000091,2,2,5,0,67,24,65,4
이지마루오장,14.490000000000000,"202201","28",1000.000000000000000,"70","8",37.564388471585097,127.001956888029994,동대문역사문화공원역,301.609724702947005,"262",2022/01/28,1202.400000000000091,24,3,7,3,91,35,49,30
동대문와이즈캐슬,15.550000000000001,"202201","28",1000.000000000000000,"62","9",37.565753658195199,127.015443726545001,신당역,76.313786798797452,"159",2022/01/28,1202.400000000000091,9,5,0,11,52,17,26,31
청계천두산위브더제니스,145.649200000000008,"202201","28",105000.000000000000000,"140","5",37.566867598217698,127.017122913186000,신당역,117.139900560995557,"159",2022/01/28,1202.400000000000091,12,5,1,10,42,14,17,30
남산롯데캐슬아이리스,113.459999999999994,"202201","29",10000.000000000000000,"400","17",37.558224709231901,126.981744459745997,회현(남대문시장)역,310.774962067990600,"333",2022/01/29,1202.400000000000091,27,7,12,5,163,48,118,11
서울역센트럴자이,84.991799999999998,"202201","29",40000.000000000000000,"100","2",37.554780042051803,126.964458224137999,충정로(경기대입구)역,546.546780734781919,"101",2022/01/29,1202.400000000000091,1,2,4,0,47,20,55,4
덕수궁롯데캐슬,31.757100000000001,"202201","29",2000.000000000000000,"133","9",37.563708489467601,126.970042986983003,서대문역,377.943375411200805,"173",2022/01/29,1202.400000000000091,16,14,29,0,140,40,99,9
청계천두산위브더제니스,145.649200000000008,"202202","3",60000.000000000000000,"280","21",37.566867598217698,127.017122913186000,신당역,117.139900560995557,"159",2022/02/03,1205.700000000000045,12,5,1,10,42,14,17,30
동대문와이즈캐슬,16.550000000000001,"202202","3",2000.000000000000000,"60","14",37.565753658195199,127.015443726545001,신당역,76.313786798797452,"159",2022/02/03,1205.700000000000045,9,5,0,11,52,17,26,31
약수(372-2796),52.930000000000000,"202202","3",5000.000000000000000,"60","3",37.553768931779103,127.010805436781993,약수역,67.602278512096390,"77",2022/02/03,1205.700000000000045,19,3,9,1,54,20,30,10
래미안하이베르(임대),37.539999999999999,"202202","3",4897.000000000000000,"7","11",37.561037979013200,127.020985832432999,신당역,524.953494547834339,"88",2022/02/03,1205.700000000000045,7,0,1,0,44,15,23,27
롯데캐슬,59.909999999999997,"202202","3",5000.000000000000000,"140","18",37.570810546469922,127.021463886655994,신설동역,533.615752338311040,"40",2022/02/03,1205.700000000000045,3,1,1,3,21,7,4,23
삼성사이버빌리지,84.950000000000003,"202202","3",20000.000000000000000,"120","11",37.558926660897903,126.964320892996994,충정로(경기대입구)역,86.422852538687764,"90",2022/02/03,1205.700000000000045,10,4,13,0,73,29,74,4
